Parameter S1 S1_conf ST ST_conf
k58 k118 0.024356 0.094493
k58 k119 0.022934 0.094420
k58 k120 0.024030 0.094479
k58 k121 0.024030 0.094482
k58 k122 0.024034 0.094480
k58 k123 0.024034 0.094480
k58 k124 0.023692 0.094510
k58 k125 0.024033 0.094480
k58 k126 0.024035 0.094480
k58 k127 0.024046 0.094483
k58 k128 0.024052 0.094480
k58 k129 0.024179 0.094499
k58 k130 0.024054 0.094482
k58 k131 0.024034 0.094480
k58 k132 0.024034 0.094480
k58 k133 0.024031 0.094480
k58 k134 0.024034 0.094480
k58 k135 0.024034 0.094480
k58 k136 0.024324 0.094487
k58 k137 0.024030 0.094481
k58 k138 0.024140 0.094462
k58 k139 0.024008 0.094650
k58 k140 0.024164 0.094582
k58 k141 0.023995 0.094475
k58 k142 0.024101 0.094491
k58 k143 0.024034 0.094480
k58 k144 0.024034 0.094480
k58 k145 0.024034 0.094480
k58 k146 0.024034 0.094480
k58 k147 0.024035 0.094480
k58 k148 0.023900 0.094468
k58 k149 0.024020 0.094482
k58 k150 0.024073 0.094521
k58 k151 0.024034 0.094480
k58 k152 0.024034 0.094480
k58 k153 0.024034 0.094480
k58 k154 0.024035 0.094480
k58 k155 0.024030 0.094480
k58 k156 0.024031 0.094480
k58 k157 0.023942 0.094483
k58 k158 0.024039 0.094479
k58 k159 0.023873 0.094497
k58 k160 0.023932 0.094478
k58 k161 0.024394 0.094458
k58 k162 0.024036 0.094480
k58 k163 0.023949 0.094476
k58 k164 0.024034 0.094480
k58 k165 0.024055 0.094482
k58 k166 0.024034 0.094480
k58 k167 0.024059 0.094477
k58 k168 0.024072 0.094477
k58 k169 0.023915 0.094466
k58 k170 0.024052 0.094480
k58 k171 0.024200 0.094505
k58 k172 0.024058 0.094479
k58 k173 0.024031 0.094480
k58 k174 0.024009 0.094479
k58 k175 0.024019 0.094477
k58 k176 0.024033 0.094481
k58 k177 0.024067 0.094496
k58 k178 0.023838 0.094415
k58 k179 0.024062 0.094469
k58 k180 0.023958 0.094479
k58 k181 0.022316 0.094294
k58 k182 0.024034 0.094480
k58 k183 0.024008 0.094483
k58 k184 0.023976 0.094476
k58 k185 0.024026 0.094476
k58 k186 0.024059 0.094480
k58 k187 0.024047 0.094478
k58 k188 0.023908 0.094478
k58 k189 0.024033 0.094485
k58 k190 0.024148 0.094468
k58 k191 0.024027 0.094490
k58 k192 0.023770 0.094395
k58 k193 0.024089 0.094468
k58 k194 0.024010 0.094482
k58 k195 0.024034 0.094480
k58 k196 0.024072 0.094479
k58 k197 0.024033 0.094480
k58 k198 0.023985 0.094462
k58 k199 0.024225 0.094554
k58 k200 0.023954 0.094473
k58 k201 0.024036 0.094485
k58 k202 0.024034 0.094480
k58 k203 0.023984 0.094582
k58 k204 0.024026 0.094477
k58 k205 0.023154 0.094560
k58 k206 0.024030 0.094481
k58 k207 0.023952 0.094468
k58 k208 0.024034 0.094479
k58 k209 0.024062 0.094493
k58 k210 0.024060 0.094465
k58 k211 0.024032 0.094475
k58 k212 0.024034 0.094480
k58 k213 0.024586 0.094512
k58 k214 0.024157 0.094453
k58 k215 0.023251 0.094484
k58 k216 0.024033 0.094480
k58 k217 0.024031 0.094479
k58 k218 0.024035 0.094480
k58 k219 0.024034 0.094480
k58 k220 0.024033 0.094480
k58 k221 0.024034 0.094480
k58 k222 0.024034 0.094480
k58 k223 0.024092 0.094462
k58 k224 0.023939 0.094488
k58 k225 0.024029 0.094479
k58 k226 0.023282 0.094487
k58 k227 0.023278 0.094487
k58 k228 0.024032 0.094479
k58 k229 0.024034 0.094480
k58 k230 0.024033 0.094480
k58 k231 0.024038 0.094480
k58 k232 0.024024 0.094474
k58 k233 0.024059 0.094480
k58 k234 0.024046 0.094468
k58 k235 0.023223 0.094459
k58 k236 0.024031 0.094480
k58 k237 0.024034 0.094480
k58 k238 0.024038 0.094480
k58 k239 0.024038 0.094480
k58 k240 0.024025 0.094489
k58 k241 0.024034 0.094480
k58 k242 0.024030 0.094482
k58 k243 0.024032 0.094480
k58 k244 0.023993 0.094464
k58 k245 0.024208 0.094535
k58 k246 0.024033 0.094480
k58 k247 0.024059 0.094490
k58 k248 0.019152 0.095114
k58 k249 0.024034 0.094480
k58 k250 0.024033 0.094480
k58 k251 0.024025 0.094483
k58 k252 0.024038 0.094481
k58 k253 0.024030 0.094478
k58 k254 0.024031 0.094479
k58 k255 0.024031 0.094475
k58 k256 0.024036 0.094478
k58 k257 0.023276 0.094487
k58 k258 0.024034 0.094480
k58 k259 0.024067 0.094482
k58 k260 0.024031 0.094480
k58 k261 0.024017 0.094475
k58 k262 0.023994 0.094475
k58 k263 0.024039 0.094479
k58 k264 0.024032 0.094480
k58 k265 0.024140 0.094480
k58 k266 0.024029 0.094475
k58 k267 0.024035 0.094478
k58 k268 0.024078 0.094480
k58 k269 0.024032 0.094480
k58 k270 0.024045 0.094483
k58 k271 0.024035 0.094480
k58 k272 0.024036 0.094479
k58 k273 0.024011 0.094479
k58 k274 0.024040 0.094485
k58 k275 0.023272 0.094486
k58 k276 0.023973 0.094511
k58 k277 0.024148 0.094492
k58 k278 0.024041 0.094480
k58 k279 0.024034 0.094480
k58 k280 0.023957 0.094475
k58 k281 0.023237 0.094484
k58 k282 0.024034 0.094480
k58 k283 0.024032 0.094480
k58 k284 0.023719 0.094511
k58 k285 0.024034 0.094480
k58 k286 0.024113 0.094481
k58 k287 0.024029 0.094480
k58 k288 0.023776 0.094469
k58 k289 0.024032 0.094480
k58 k290 0.024166 0.094473
k58 k291 0.022575 0.094745
k58 k292 0.023275 0.094487
k58 k293 0.023762 0.094452
k58 k294 0.024071 0.094478
k58 k295 0.023719 0.094629
k58 k296 0.023963 0.094475
k58 k297 0.023254 0.094395
k58 k298 0.019866 0.094942
k58 k299 0.023218 0.094487
k58 k300 0.024049 0.094480
k58 k301 0.023974 0.094483
k58 k302 0.024206 0.094466
k58 k303 0.024033 0.094480
k58 k304 0.024027 0.094481
k58 k305 0.024030 0.094480
k58 k306 0.024034 0.094480
k58 k307 0.024039 0.094447
k58 k308 0.024006 0.094467
k58 k309 0.024034 0.094489
k58 k310 0.024027 0.094480
k58 k311 0.024052 0.094471
k58 k312 0.024256 0.094472
k58 k313 0.024025 0.094481
k58 k314 0.023297 0.094513
k58 k315 0.024034 0.094480
k58 k316 0.021562 0.094351
k58 k317 0.024032 0.094477
k58 k318 0.024866 0.094529
k58 k319 0.024344 0.094504
k58 k320 0.024154 0.094475
k58 k321 0.024091 0.094479
k58 k322 0.024170 0.094481
k58 k323 0.024110 0.094481
k58 k324 0.024057 0.094481
k58 k325 0.024036 0.094481
k58 k326 0.024034 0.094480
k58 k327 0.023192 0.094471
k58 k328 0.024016 0.094481
k58 k329 0.024089 0.094504
k58 k330 0.024038 0.094476
k58 k331 0.024031 0.094480
k58 k332 0.024017 0.094493
k58 k333 0.021690 0.094553
k58 k334 0.024028 0.094480
k58 k335 0.024034 0.094480
k58 k336 0.023491 0.094493
k58 k337 0.022047 0.094418
k58 k338 0.024016 0.094479
k58 k339 0.023346 0.094545
k58 k340 0.024664 0.094454
k58 k341 0.024115 0.094463
k58 k342 0.024115 0.094479
k58 k343 0.024146 0.094475
k58 k344 0.024034 0.094480
k58 k345 0.024034 0.094480
k58 k346 0.024034 0.094480
k58 k347 0.024010 0.094479
k58 k348 0.024010 0.094479
k58 k349 0.024039 0.094481
k58 k350 0.024030 0.094480
k58 k351 0.024031 0.094481
k58 k352 0.024010 0.094479
k58 k353 0.024027 0.094479
k58 k354 0.023984 0.094484
k58 k355 0.024037 0.094480
k58 k356 0.023970 0.094477
k58 k357 0.024067 0.094477
k58 k358 0.023987 0.094480
k58 k359 0.024033 0.094483
k58 k360 0.023924 0.094494
k58 k361 0.023415 0.094514
k58 k362 0.024043 0.094476
k58 k363 0.024028 0.094480
k58 k364 0.024035 0.094480
k58 k365 0.024020 0.094480
k58 k366 0.024034 0.094480
k58 k367 0.024034 0.094480
k58 k368 0.024034 0.094480
k58 k369 0.024034 0.094480
k58 k370 0.024033 0.094480
k58 k371 0.024007 0.094479
k58 k372 0.024034 0.094480
k58 k373 0.023276 0.094487
k58 k374 0.024004 0.094480
k58 k375 0.024032 0.094480
k58 k376 0.024034 0.094480
k58 k377 0.024057 0.094480
k58 k378 0.024032 0.094481
k58 k379 0.024034 0.094480
k58 k380 0.024034 0.094480
k58 k381 0.023273 0.094487
k58 k382 0.024031 0.094480
k58 k383 0.023716 0.094511
k58 k384 0.024034 0.094480
k58 k385 0.024357 0.094477
k58 k386 0.024026 0.094481
k58 k387 0.024034 0.094480
k58 k388 0.024030 0.094480
k58 k389 0.024034 0.094480
k58 k390 0.024034 0.094480
k58 k391 0.024063 0.094490
k58 k392 0.024029 0.094475
k58 k393 0.024035 0.094481
k58 k394 0.024035 0.094479
k58 k395 0.024034 0.094480
k58 k396 0.023998 0.094460
k58 k397 0.024035 0.094480
k58 k398 0.024383 0.094451
k58 k399 0.024072 0.094474
k58 k400 0.023971 0.094470
k58 k401 0.024028 0.094480
k58 k402 0.024074 0.094489
k58 k403 0.024000 0.094473
k58 k404 0.024062 0.094480
k58 k405 0.024032 0.094479
k59 k60 -0.008364 0.015650
k59 k61 -0.008390 0.015698
k59 k62 -0.008363 0.015650
k59 k63 -0.008363 0.015649
k59 k64 -0.008363 0.015649
k59 k65 -0.008363 0.015650
k59 k66 -0.008363 0.015649
k59 k67 -0.008362 0.015646
k59 k68 -0.008365 0.015652
k59 k69 -0.008175 0.015300
k59 k70 -0.008361 0.015645
k59 k71 -0.008363 0.015649
k59 k72 -0.008363 0.015649
k59 k73 -0.008362 0.015649
k59 k74 -0.008363 0.015649
k59 k75 -0.008364 0.015649
k59 k76 -0.008363 0.015649
k59 k77 -0.008371 0.015650
k59 k78 -0.008363 0.015649
k59 k79 -0.008363 0.015649
k59 k80 -0.008363 0.015649
k59 k81 -0.008357 0.015636
k59 k82 -0.008361 0.015645
k59 k83 -0.008363 0.015649
k59 k84 -0.008364 0.015650
k59 k85 -0.008363 0.015650
k59 k86 -0.008360 0.015641
k59 k87 -0.008364 0.015650
k59 k88 -0.008363 0.015649
k59 k89 -0.008363 0.015649
k59 k90 -0.008363 0.015649
k59 k91 -0.008364 0.015649
k59 k92 -0.008363 0.015649
k59 k93 -0.008363 0.015649
k59 k94 -0.008363 0.015649
k59 k95 -0.008363 0.015649
k59 k96 -0.008363 0.015649
k59 k97 -0.008363 0.015649
k59 k98 -0.008363 0.015649
k59 k99 -0.008363 0.015649
k59 k100 -0.008363 0.015649
k59 k101 -0.008363 0.015650
k59 k102 -0.008363 0.015649
k59 k103 -0.008371 0.015650
k59 k104 -0.008980 0.016807
k59 k105 -0.007728 0.014466
k59 k106 -0.008778 0.016430
k59 k107 -0.008431 0.015763
k59 k108 -0.008344 0.015605
k59 k109 -0.008334 0.015594
k59 k110 -0.008368 0.015650
k59 k111 -0.008371 0.015650
k59 k112 -0.008363 0.015649
k59 k113 -0.008363 0.015649
k59 k114 -0.008363 0.015649
k59 k115 -0.008412 0.015740
k59 k116 -0.008361 0.015644
k59 k117 -0.008364 0.015651
k59 k118 -0.008199 0.015345
k59 k119 -0.008120 0.015199
k59 k120 -0.008363 0.015649
k59 k121 -0.008363 0.015649
k59 k122 -0.008363 0.015649
k59 k123 -0.008363 0.015649
k59 k124 -0.008371 0.015650
k59 k125 -0.008363 0.015649
k59 k126 -0.008363 0.015649
k59 k127 -0.008363 0.015649
k59 k128 -0.008362 0.015647
k59 k129 -0.008355 0.015635
k59 k130 -0.008363 0.015649
k59 k131 -0.008363 0.015649
k59 k132 -0.008363 0.015649
k59 k133 -0.008363 0.015649
k59 k134 -0.008363 0.015649
k59 k135 -0.008363 0.015649
k59 k136 -0.008359 0.015640
k59 k137 -0.008367 0.015657
k59 k138 -0.008368 0.015656
k59 k139 -0.008562 0.016020
k59 k140 -0.008551 0.015999
k59 k141 -0.008363 0.015649
k59 k142 -0.008363 0.015649
k59 k143 -0.008363 0.015649
k59 k144 -0.008363 0.015649
k59 k145 -0.008363 0.015649
k59 k146 -0.008363 0.015649
k59 k147 -0.008363 0.015649
k59 k148 -0.008362 0.015648
k59 k149 -0.008366 0.015654
k59 k150 -0.008439 0.015790
k59 k151 -0.008363 0.015649
k59 k152 -0.008363 0.015649
k59 k153 -0.008363 0.015649
k59 k154 -0.008363 0.015649
k59 k155 -0.008363 0.015649
k59 k156 -0.008363 0.015649
k59 k157 -0.008363 0.015650
k59 k158 -0.008363 0.015649
k59 k159 -0.008369 0.015649
k59 k160 -0.008364 0.015651
k59 k161 -0.008367 0.015651
k59 k162 -0.008363 0.015649
k59 k163 -0.008363 0.015649
k59 k164 -0.008363 0.015649
k59 k165 -0.008363 0.015649
k59 k166 -0.008363 0.015649
k59 k167 -0.008363 0.015649
k59 k168 -0.008363 0.015649
k59 k169 -0.008363 0.015649
k59 k170 -0.008363 0.015649
k59 k171 -0.008374 0.015671
k59 k172 -0.008363 0.015649
k59 k173 -0.008363 0.015649
k59 k174 -0.008371 0.015650
k59 k175 -0.008363 0.015649
k59 k176 -0.008363 0.015650
k59 k177 -0.008363 0.015649
k59 k178 -0.008379 0.015678
k59 k179 -0.008328 0.015583
k59 k180 -0.008364 0.015649
k59 k181 -0.008883 0.016610
k59 k182 -0.008363 0.015649
k59 k183 -0.008364 0.015650
k59 k184 -0.008363 0.015650
k59 k185 -0.008365 0.015653
k59 k186 -0.008351 0.015627
k59 k187 -0.008364 0.015650
k59 k188 -0.008364 0.015650
k59 k189 -0.008363 0.015649
k59 k190 -0.008364 0.015649
k59 k191 -0.008386 0.015692
k59 k192 -0.008291 0.015517
k59 k193 -0.008293 0.015520
k59 k194 -0.008363 0.015649
k59 k195 -0.008363 0.015649
k59 k196 -0.008363 0.015648
k59 k197 -0.008364 0.015650
k59 k198 -0.008363 0.015649
k59 k199 -0.008360 0.015643
k59 k200 -0.008363 0.015650
k59 k201 -0.008363 0.015650
k59 k202 -0.008363 0.015649
k59 k203 -0.008953 0.016743
k59 k204 -0.008359 0.015642
k59 k205 -0.008365 0.015651
k59 k206 -0.008364 0.015651
k59 k207 -0.008353 0.015630
k59 k208 -0.008364 0.015650
k59 k209 -0.008363 0.015649
k59 k210 -0.008363 0.015648
k59 k211 -0.008365 0.015650
k59 k212 -0.008408 0.015733
k59 k213 -0.008278 0.015486
k59 k214 -0.008371 0.015663
k59 k215 -0.008364 0.015650
k59 k216 -0.008363 0.015649
k59 k217 -0.008363 0.015649
k59 k218 -0.008363 0.015650
k59 k219 -0.008363 0.015649
k59 k220 -0.008363 0.015649
k59 k221 -0.008363 0.015649
k59 k222 -0.008363 0.015649
k59 k223 -0.008308 0.015546
k59 k224 -0.008367 0.015656
k59 k225 -0.008363 0.015649
k59 k226 -0.008363 0.015649
k59 k227 -0.008363 0.015650
k59 k228 -0.008363 0.015649
k59 k229 -0.008363 0.015649
k59 k230 -0.008363 0.015649
k59 k231 -0.008363 0.015649
k59 k232 -0.008363 0.015649
k59 k233 -0.008364 0.015651
k59 k234 -0.008342 0.015611
k59 k235 -0.008365 0.015643
k59 k236 -0.008363 0.015650
k59 k237 -0.008363 0.015649
k59 k238 -0.008363 0.015649
k59 k239 -0.008363 0.015649
k59 k240 -0.008363 0.015649
k59 k241 -0.008363 0.015649
k59 k242 -0.008364 0.015649
k59 k243 -0.008363 0.015649
k59 k244 -0.008363 0.015648
k59 k245 -0.008358 0.015640
k59 k246 -0.008363 0.015649
k59 k247 -0.008363 0.015649
k59 k248 -0.008363 0.015649
k59 k249 -0.008363 0.015649
k59 k250 -0.008363 0.015649
k59 k251 -0.008363 0.015649
k59 k252 -0.008363 0.015649
k59 k253 -0.008364 0.015649
k59 k254 -0.008363 0.015650
k59 k255 -0.008366 0.015655
k59 k256 -0.008363 0.015649
k59 k257 -0.008363 0.015649
k59 k258 -0.008363 0.015649
k59 k259 -0.008363 0.015649
k59 k260 -0.008363 0.015649
k59 k261 -0.008363 0.015649
k59 k262 -0.008363 0.015649
k59 k263 -0.008363 0.015649
k59 k264 -0.008363 0.015649
k59 k265 -0.008316 0.015562
k59 k266 -0.008363 0.015649
k59 k267 -0.008361 0.015645
k59 k268 -0.008363 0.015649
k59 k269 -0.008363 0.015649
k59 k270 -0.008363 0.015650
k59 k271 -0.008363 0.015649
k59 k272 -0.008363 0.015650
k59 k273 -0.008371 0.015650
k59 k274 -0.008363 0.015650
k59 k275 -0.008357 0.015637
k59 k276 -0.008454 0.015817
k59 k277 -0.008367 0.015655
k59 k278 -0.008363 0.015649
k59 k279 -0.008363 0.015649
k59 k280 -0.008363 0.015649
k59 k281 -0.008363 0.015649
k59 k282 -0.008363 0.015649
k59 k283 -0.008363 0.015649
k59 k284 -0.008363 0.015649
k59 k285 -0.008363 0.015649
k59 k286 -0.008362 0.015648
k59 k287 -0.008363 0.015649
k59 k288 -0.008446 0.015802
k59 k289 -0.008363 0.015649
k59 k290 -0.008365 0.015652
k59 k291 -0.009455 0.017677
k59 k292 -0.008363 0.015650
k59 k293 -0.008367 0.015657
k59 k294 -0.008361 0.015645
k59 k295 -0.008372 0.015652
k59 k296 -0.008370 0.015662
k59 k297 -0.008369 0.015659
k59 k298 -0.010372 0.019360
k59 k299 -0.008363 0.015647
k59 k300 -0.008363 0.015649
k59 k301 -0.008363 0.015649
k59 k302 -0.008363 0.015650
k59 k303 -0.008363 0.015649
k59 k304 -0.008363 0.015649
k59 k305 -0.008363 0.015649
k59 k306 -0.008363 0.015649
k59 k307 -0.008363 0.015649
k59 k308 -0.008364 0.015649
k59 k309 -0.008364 0.015651
k59 k310 -0.008363 0.015649
k59 k311 -0.008364 0.015650
k59 k312 -0.008390 0.015697
k59 k313 -0.008363 0.015649
k59 k314 -0.008363 0.015649
k59 k315 -0.008363 0.015649
k59 k316 -0.008362 0.015649
k59 k317 -0.008363 0.015649
k59 k318 -0.008315 0.015559
k59 k319 -0.008364 0.015652
k59 k320 -0.008364 0.015650
k59 k321 -0.008363 0.015649
k59 k322 -0.008363 0.015649
k59 k323 -0.008363 0.015649
k59 k324 -0.008363 0.015649
k59 k325 -0.008363 0.015650
k59 k326 -0.008363 0.015649
k59 k327 -0.008369 0.015649
k59 k328 -0.008363 0.015649
k59 k329 -0.008363 0.015649
k59 k330 -0.008364 0.015652
k59 k331 -0.008363 0.015649
k59 k332 -0.008363 0.015649
k59 k333 -0.008407 0.015732
k59 k334 -0.008363 0.015649
k59 k335 -0.008363 0.015649
k59 k336 -0.008363 0.015649
k59 k337 -0.008364 0.015650
k59 k338 -0.008362 0.015647
k59 k339 -0.008363 0.015642
k59 k340 -0.008351 0.015626
k59 k341 -0.008364 0.015649
k59 k342 -0.008363 0.015649
k59 k343 -0.008363 0.015649
k59 k344 -0.008363 0.015649
k59 k345 -0.008363 0.015649
k59 k346 -0.008363 0.015649
k59 k347 -0.008371 0.015650
k59 k348 -0.008371 0.015650
k59 k349 -0.008363 0.015650
k59 k350 -0.008363 0.015649
k59 k351 -0.008363 0.015650
k59 k352 -0.008371 0.015650
k59 k353 -0.008363 0.015649
k59 k354 -0.008363 0.015649
k59 k355 -0.008363 0.015649
k59 k356 -0.008363 0.015649
k59 k357 -0.008363 0.015649
k59 k358 -0.008363 0.015649
k59 k359 -0.008363 0.015650
k59 k360 -0.008366 0.015654
k59 k361 -0.008363 0.015649
k59 k362 -0.008363 0.015649
k59 k363 -0.008363 0.015649
k59 k364 -0.008363 0.015649
k59 k365 -0.008363 0.015649
k59 k366 -0.008363 0.015649
k59 k367 -0.008363 0.015649
k59 k368 -0.008363 0.015649
k59 k369 -0.008363 0.015649
k59 k370 -0.008363 0.015649
k59 k371 -0.008371 0.015650
k59 k372 -0.008363 0.015649
k59 k373 -0.008363 0.015649
k59 k374 -0.008363 0.015649
k59 k375 -0.008363 0.015649
k59 k376 -0.008363 0.015649
k59 k377 -0.008363 0.015649
k59 k378 -0.008363 0.015649
k59 k379 -0.008363 0.015649
k59 k380 -0.008363 0.015649
k59 k381 -0.008363 0.015649
k59 k382 -0.008363 0.015649
k59 k383 -0.008363 0.015649
k59 k384 -0.008363 0.015649
k59 k385 -0.008363 0.015649
k59 k386 -0.008363 0.015649
k59 k387 -0.008363 0.015649
k59 k388 -0.008363 0.015649
k59 k389 -0.008363 0.015649
k59 k390 -0.008363 0.015649
k59 k391 -0.008363 0.015648
k59 k392 -0.008363 0.015649
k59 k393 -0.008363 0.015649
k59 k394 -0.008363 0.015649
k59 k395 -0.008363 0.015649
k59 k396 -0.008356 0.015637
k59 k397 -0.008363 0.015649
k59 k398 -0.008364 0.015649
k59 k399 -0.008363 0.015649
k59 k400 -0.008363 0.015649
k59 k401 -0.008363 0.015649
k59 k402 -0.008361 0.015644
k59 k403 -0.008360 0.015645
k59 k404 -0.008363 0.015649
k59 k405 -0.008363 0.015649
k60 k61 -0.008418 0.015676
k60 k62 -0.008392 0.015627
k60 k63 -0.008391 0.015627
k60 k64 -0.008391 0.015626
k60 k65 -0.008391 0.015627
k60 k66 -0.008391 0.015627
k60 k67 -0.008390 0.015624
k60 k68 -0.008393 0.015630
k60 k69 -0.008203 0.015277
k60 k70 -0.008389 0.015623
k60 k71 -0.008391 0.015627
k60 k72 -0.008391 0.015627
k60 k73 -0.008391 0.015626
k60 k74 -0.008391 0.015627
k60 k75 -0.008391 0.015627
k60 k76 -0.008391 0.015627
k60 k77 -0.008391 0.015627
k60 k78 -0.008391 0.015627
k60 k79 -0.008392 0.015627
k60 k80 -0.008391 0.015627
k60 k81 -0.008384 0.015614
k60 k82 -0.008389 0.015623
k60 k83 -0.008391 0.015626
k60 k84 -0.008391 0.015627
k60 k85 -0.008391 0.015627
k60 k86 -0.008387 0.015619
k60 k87 -0.008392 0.015627
k60 k88 -0.008391 0.015627
k60 k89 -0.008391 0.015627
k60 k90 -0.008391 0.015627
k60 k91 -0.008391 0.015627
k60 k92 -0.008391 0.015627
k60 k93 -0.008391 0.015627
k60 k94 -0.008391 0.015627
k60 k95 -0.008391 0.015627
k60 k96 -0.008391 0.015627
k60 k97 -0.008391 0.015627
k60 k98 -0.008391 0.015627
k60 k99 -0.008391 0.015627
k60 k100 -0.008391 0.015627
k60 k101 -0.008391 0.015627
k60 k102 -0.008391 0.015627
k60 k103 -0.008391 0.015627
k60 k104 -0.009014 0.016784
k60 k105 -0.007755 0.014443
k60 k106 -0.008813 0.016406
k60 k107 -0.008453 0.015741
k60 k108 -0.008369 0.015583
k60 k109 -0.008361 0.015571
k60 k110 -0.008392 0.015629
k60 k111 -0.008391 0.015627
k60 k112 -0.008391 0.015627
k60 k113 -0.008391 0.015627
k60 k114 -0.008391 0.015627
k60 k115 -0.008440 0.015718
k60 k116 -0.008388 0.015622
k60 k117 -0.008392 0.015629
k60 k118 -0.008227 0.015322
k60 k119 -0.008149 0.015176
k60 k120 -0.008391 0.015627
k60 k121 -0.008391 0.015627
k60 k122 -0.008391 0.015627
k60 k123 -0.008391 0.015627
k60 k124 -0.008391 0.015627
k60 k125 -0.008391 0.015627
k60 k126 -0.008391 0.015627
k60 k127 -0.008391 0.015626
k60 k128 -0.008390 0.015625
k60 k129 -0.008383 0.015612
k60 k130 -0.008391 0.015627
k60 k131 -0.008391 0.015627
k60 k132 -0.008391 0.015627
k60 k133 -0.008391 0.015627
k60 k134 -0.008391 0.015627
k60 k135 -0.008391 0.015627
k60 k136 -0.008387 0.015618
k60 k137 -0.008395 0.015634
k60 k138 -0.008395 0.015634
k60 k139 -0.008591 0.015998
k60 k140 -0.008580 0.015977
k60 k141 -0.008391 0.015627
k60 k142 -0.008391 0.015627
k60 k143 -0.008391 0.015627
k60 k144 -0.008391 0.015627
k60 k145 -0.008391 0.015627
k60 k146 -0.008391 0.015627
k60 k147 -0.008391 0.015627
k60 k148 -0.008391 0.015625
k60 k149 -0.008394 0.015632
k60 k150 -0.008467 0.015767
k60 k151 -0.008391 0.015627
k60 k152 -0.008391 0.015627
k60 k153 -0.008391 0.015627
k60 k154 -0.008391 0.015627
k60 k155 -0.008391 0.015627
k60 k156 -0.008391 0.015627
k60 k157 -0.008391 0.015627
k60 k158 -0.008391 0.015627
k60 k159 -0.008391 0.015626
k60 k160 -0.008392 0.015628
k60 k161 -0.008392 0.015628
k60 k162 -0.008391 0.015627
k60 k163 -0.008391 0.015627
k60 k164 -0.008391 0.015627
k60 k165 -0.008391 0.015627
k60 k166 -0.008391 0.015627
k60 k167 -0.008391 0.015627
k60 k168 -0.008391 0.015627
k60 k169 -0.008391 0.015627
k60 k170 -0.008391 0.015627
k60 k171 -0.008403 0.015649
k60 k172 -0.008391 0.015627
k60 k173 -0.008391 0.015627
k60 k174 -0.008391 0.015627
k60 k175 -0.008391 0.015626
k60 k176 -0.008391 0.015627
k60 k177 -0.008391 0.015627
k60 k178 -0.008407 0.015656
k60 k179 -0.008356 0.015561
k60 k180 -0.008391 0.015627
k60 k181 -0.008911 0.016588
k60 k182 -0.008391 0.015627
k60 k183 -0.008392 0.015628
k60 k184 -0.008392 0.015627
k60 k185 -0.008393 0.015630
k60 k186 -0.008379 0.015604
k60 k187 -0.008392 0.015627
k60 k188 -0.008392 0.015628
k60 k189 -0.008391 0.015627
k60 k190 -0.008391 0.015627
k60 k191 -0.008414 0.015670
k60 k192 -0.008320 0.015494
k60 k193 -0.008321 0.015497
k60 k194 -0.008391 0.015627
k60 k195 -0.008391 0.015627
k60 k196 -0.008391 0.015626
k60 k197 -0.008391 0.015627
k60 k198 -0.008391 0.015627
k60 k199 -0.008388 0.015620
k60 k200 -0.008391 0.015627
k60 k201 -0.008391 0.015627
k60 k202 -0.008391 0.015627
k60 k203 -0.008980 0.016720
k60 k204 -0.008387 0.015619
k60 k205 -0.008393 0.015629
k60 k206 -0.008392 0.015629
k60 k207 -0.008381 0.015607
k60 k208 -0.008391 0.015627
k60 k209 -0.008391 0.015627
k60 k210 -0.008390 0.015625
k60 k211 -0.008392 0.015628
k60 k212 -0.008437 0.015711
k60 k213 -0.008303 0.015463
k60 k214 -0.008398 0.015641
k60 k215 -0.008392 0.015628
k60 k216 -0.008391 0.015627
k60 k217 -0.008391 0.015627
k60 k218 -0.008391 0.015627
k60 k219 -0.008391 0.015627
k60 k220 -0.008391 0.015627
k60 k221 -0.008391 0.015627
k60 k222 -0.008391 0.015627
k60 k223 -0.008336 0.015523
k60 k224 -0.008395 0.015633
k60 k225 -0.008391 0.015626
k60 k226 -0.008391 0.015627
k60 k227 -0.008391 0.015627
k60 k228 -0.008391 0.015627
k60 k229 -0.008391 0.015627
k60 k230 -0.008391 0.015627
k60 k231 -0.008391 0.015627
k60 k232 -0.008391 0.015627
k60 k233 -0.008392 0.015629
k60 k234 -0.008370 0.015588
k60 k235 -0.008388 0.015620
k60 k236 -0.008391 0.015627
k60 k237 -0.008391 0.015627
k60 k238 -0.008391 0.015627
k60 k239 -0.008391 0.015627
k60 k240 -0.008391 0.015627
k60 k241 -0.008391 0.015627
k60 k242 -0.008391 0.015627
k60 k243 -0.008391 0.015627
k60 k244 -0.008391 0.015626
k60 k245 -0.008386 0.015618
k60 k246 -0.008391 0.015627
k60 k247 -0.008391 0.015627
k60 k248 -0.008391 0.015627
k60 k249 -0.008391 0.015627
k60 k250 -0.008391 0.015627
k60 k251 -0.008391 0.015627
k60 k252 -0.008391 0.015627
k60 k253 -0.008391 0.015627
k60 k254 -0.008391 0.015627
k60 k255 -0.008394 0.015632
k60 k256 -0.008391 0.015627
k60 k257 -0.008391 0.015627
k60 k258 -0.008391 0.015627
k60 k259 -0.008391 0.015627
k60 k260 -0.008391 0.015627
k60 k261 -0.008391 0.015627
k60 k262 -0.008391 0.015627
k60 k263 -0.008391 0.015627
k60 k264 -0.008391 0.015627
k60 k265 -0.008344 0.015540
