Parameter S1 S1_conf ST ST_conf
k1 k164 0.016797 0.025056
k1 k165 0.016802 0.025056
k1 k166 0.016797 0.025056
k1 k167 0.016817 0.025056
k1 k168 0.016805 0.025056
k1 k169 0.016807 0.025061
k1 k170 0.016806 0.025057
k1 k171 0.016832 0.025048
k1 k172 0.016793 0.025056
k1 k173 0.016786 0.025056
k1 k174 0.016795 0.025056
k1 k175 0.016794 0.025056
k1 k176 0.016797 0.025056
k1 k177 0.016800 0.025056
k1 k178 0.016848 0.025060
k1 k179 0.016794 0.025033
k1 k180 0.016791 0.025055
k1 k181 0.017269 0.025059
k1 k182 0.016797 0.025056
k1 k183 0.016787 0.025055
k1 k184 0.016884 0.025047
k1 k185 0.016814 0.025055
k1 k186 0.016776 0.025054
k1 k187 0.016779 0.025054
k1 k188 0.016783 0.025055
k1 k189 0.016800 0.025058
k1 k190 0.016813 0.025053
k1 k191 0.016800 0.025055
k1 k192 0.016612 0.025071
k1 k193 0.016796 0.025056
k1 k194 0.016794 0.025056
k1 k195 0.016796 0.025056
k1 k196 0.016793 0.025056
k1 k197 0.016796 0.025056
k1 k198 0.016800 0.025052
k1 k199 0.016777 0.025039
k1 k200 0.016846 0.025058
k1 k201 0.016795 0.025056
k1 k202 0.016797 0.025056
k1 k203 0.016930 0.025011
k1 k204 0.016804 0.025056
k1 k205 0.016838 0.025051
k1 k206 0.016801 0.025057
k1 k207 0.016795 0.025056
k1 k208 0.016791 0.025056
k1 k209 0.016810 0.025057
k1 k210 0.016792 0.025056
k1 k211 0.016934 0.025053
k1 k212 0.016759 0.025058
k1 k213 0.016745 0.025054
k1 k214 0.016787 0.025055
k1 k215 0.016719 0.025064
k1 k216 0.016797 0.025056
k1 k217 0.016797 0.025056
k1 k218 0.016797 0.025056
k1 k219 0.016796 0.025056
k1 k220 0.016798 0.025057
k1 k221 0.016797 0.025056
k1 k222 0.016797 0.025056
k1 k223 0.016780 0.025055
k1 k224 0.016814 0.025059
k1 k225 0.016795 0.025056
k1 k226 0.016719 0.025063
k1 k227 0.016725 0.025065
k1 k228 0.016794 0.025056
k1 k229 0.016800 0.025056
k1 k230 0.016793 0.025056
k1 k231 0.016797 0.025056
k1 k232 0.016790 0.025057
k1 k233 0.016808 0.025056
k1 k234 0.016802 0.025057
k1 k235 0.016908 0.025062
k1 k236 0.016797 0.025056
k1 k237 0.016797 0.025056
k1 k238 0.016797 0.025056
k1 k239 0.016797 0.025056
k1 k240 0.016804 0.025058
k1 k241 0.016797 0.025056
k1 k242 0.016804 0.025060
k1 k243 0.016797 0.025056
k1 k244 0.016784 0.025039
k1 k245 0.016762 0.025041
k1 k246 0.016797 0.025056
k1 k247 0.016804 0.025057
k1 k248 0.016724 0.025064
k1 k249 0.016797 0.025056
k1 k250 0.016795 0.025057
k1 k251 0.016798 0.025056
k1 k252 0.016798 0.025056
k1 k253 0.016797 0.025056
k1 k254 0.016798 0.025056
k1 k255 0.016798 0.025055
k1 k256 0.016801 0.025056
k1 k257 0.016726 0.025064
k1 k258 0.016797 0.025056
k1 k259 0.016807 0.025056
k1 k260 0.016798 0.025056
k1 k261 0.016796 0.025056
k1 k262 0.016799 0.025056
k1 k263 0.016799 0.025056
k1 k264 0.016796 0.025056
k1 k265 0.016789 0.025060
k1 k266 0.016851 0.025058
k1 k267 0.016797 0.025056
k1 k268 0.016790 0.025055
k1 k269 0.016792 0.025056
k1 k270 0.016800 0.025056
k1 k271 0.016812 0.025055
k1 k272 0.016793 0.025056
k1 k273 0.016797 0.025056
k1 k274 0.016773 0.025056
k1 k275 0.016722 0.025063
k1 k276 0.016737 0.025050
k1 k277 0.016789 0.025058
k1 k278 0.016796 0.025056
k1 k279 0.016797 0.025056
k1 k280 0.016803 0.025055
k1 k281 0.016723 0.025066
k1 k282 0.016797 0.025056
k1 k283 0.016797 0.025056
k1 k284 0.016797 0.025056
k1 k285 0.016797 0.025056
k1 k286 0.016816 0.025056
k1 k287 0.016793 0.025056
k1 k288 0.016837 0.025058
k1 k289 0.016797 0.025056
k1 k290 0.016766 0.025049
k1 k291 0.016757 0.025032
k1 k292 0.016742 0.025065
k1 k293 0.016889 0.025083
k1 k294 0.016783 0.025056
k1 k295 0.017262 0.024905
k1 k296 0.016775 0.025050
k1 k297 0.016591 0.025060
k1 k298 0.017074 0.025263
k1 k299 0.016746 0.025058
k1 k300 0.016810 0.025056
k1 k301 0.016794 0.025057
k1 k302 0.016749 0.025051
k1 k303 0.016799 0.025056
k1 k304 0.016796 0.025056
k1 k305 0.016796 0.025056
k1 k306 0.016797 0.025056
k1 k307 0.016848 0.025063
k1 k308 0.016802 0.025056
k1 k309 0.016807 0.025056
k1 k310 0.016800 0.025056
k1 k311 0.016699 0.025051
k1 k312 0.017041 0.025068
k1 k313 0.016813 0.025056
k1 k314 0.016689 0.025056
k1 k315 0.016797 0.025056
k1 k316 0.016460 0.025039
k1 k317 0.016794 0.025056
k1 k318 0.016855 0.025076
k1 k319 0.016877 0.025029
k1 k320 0.016831 0.025045
k1 k321 0.016785 0.025054
k1 k322 0.016782 0.025057
k1 k323 0.016858 0.025058
k1 k324 0.016795 0.025056
k1 k325 0.016794 0.025056
k1 k326 0.016798 0.025056
k1 k327 0.016898 0.025061
k1 k328 0.016794 0.025055
k1 k329 0.016805 0.025057
k1 k330 0.016764 0.025054
k1 k331 0.016796 0.025056
k1 k332 0.016822 0.025058
k1 k333 0.016965 0.025022
k1 k334 0.016798 0.025055
k1 k335 0.016797 0.025056
k1 k336 0.016616 0.025058
k1 k337 0.017072 0.025041
k1 k338 0.016784 0.025056
k1 k339 0.017017 0.025073
k1 k340 0.016780 0.025064
k1 k341 0.016787 0.025051
k1 k342 0.016810 0.025056
k1 k343 0.016783 0.025056
k1 k344 0.016797 0.025056
k1 k345 0.016796 0.025056
k1 k346 0.016797 0.025056
k1 k347 0.016795 0.025056
k1 k348 0.016795 0.025056
k1 k349 0.016798 0.025056
k1 k350 0.016799 0.025056
k1 k351 0.016805 0.025058
k1 k352 0.016796 0.025056
k1 k353 0.016790 0.025056
k1 k354 0.016805 0.025058
k1 k355 0.016797 0.025056
k1 k356 0.016796 0.025059
k1 k357 0.016787 0.025057
k1 k358 0.016792 0.025058
k1 k359 0.016797 0.025056
k1 k360 0.016790 0.025058
k1 k361 0.016883 0.025061
k1 k362 0.016771 0.025056
k1 k363 0.016796 0.025056
k1 k364 0.016797 0.025056
k1 k365 0.016797 0.025056
k1 k366 0.016794 0.025056
k1 k367 0.016797 0.025056
k1 k368 0.016797 0.025056
k1 k369 0.016797 0.025056
k1 k370 0.016797 0.025056
k1 k371 0.016795 0.025056
k1 k372 0.016797 0.025056
k1 k373 0.016727 0.025064
k1 k374 0.016802 0.025056
k1 k375 0.016798 0.025056
k1 k376 0.016796 0.025056
k1 k377 0.016793 0.025057
k1 k378 0.016794 0.025056
k1 k379 0.016797 0.025056
k1 k380 0.016797 0.025056
k1 k381 0.016731 0.025064
k1 k382 0.016797 0.025056
k1 k383 0.016796 0.025056
k1 k384 0.016797 0.025056
k1 k385 0.016790 0.025058
k1 k386 0.016791 0.025057
k1 k387 0.016793 0.025056
k1 k388 0.016795 0.025056
k1 k389 0.016798 0.025056
k1 k390 0.016797 0.025056
k1 k391 0.016819 0.025053
k1 k392 0.016786 0.025054
k1 k393 0.016799 0.025059
k1 k394 0.016803 0.025056
k1 k395 0.016797 0.025056
k1 k396 0.016833 0.025055
k1 k397 0.016733 0.025048
k1 k398 0.016918 0.025064
k1 k399 0.016780 0.025056
k1 k400 0.016822 0.025061
k1 k401 0.016799 0.025057
k1 k402 0.016854 0.025050
k1 k403 0.016814 0.025049
k1 k404 0.016802 0.025056
k1 k405 0.016799 0.025056
k2 k3 -0.002977 0.029789
k2 k4 -0.001727 0.029846
k2 k5 -0.002108 0.029807
k2 k6 -0.003052 0.029764
k2 k7 -0.002061 0.029792
k2 k8 -0.002374 0.029832
k2 k9 -0.001788 0.029825
k2 k10 -0.001922 0.029824
k2 k11 -0.001972 0.029823
k2 k12 -0.001977 0.029813
k2 k13 -0.001992 0.029822
k2 k14 -0.001299 0.029646
k2 k15 -0.001302 0.029911
k2 k16 -0.001957 0.029820
k2 k17 -0.001898 0.029741
k2 k18 -0.002050 0.029807
k2 k19 -0.001676 0.029877
k2 k20 -0.002082 0.029812
k2 k21 -0.002011 0.029873
k2 k22 -0.001989 0.029824
k2 k23 -0.001807 0.029762
k2 k24 -0.001974 0.029822
k2 k25 -0.001895 0.029812
k2 k26 -0.001928 0.029840
k2 k27 -0.001953 0.029823
k2 k28 -0.001234 0.029766
k2 k29 -0.002113 0.029854
k2 k30 -0.001826 0.029831
k2 k31 -0.002317 0.030102
k2 k32 -0.001958 0.029810
k2 k33 -0.001964 0.029828
k2 k34 -0.001945 0.029823
k2 k35 -0.001908 0.029819
k2 k36 -0.001971 0.029823
k2 k37 -0.001972 0.029823
k2 k38 -0.001951 0.029807
k2 k39 -0.002033 0.029824
k2 k40 -0.001979 0.029824
k2 k41 -0.001930 0.029829
k2 k42 -0.001921 0.029827
k2 k43 -0.002019 0.029826
k2 k44 -0.001970 0.029822
k2 k45 -0.002039 0.029820
k2 k46 -0.001963 0.029824
k2 k47 -0.001969 0.029823
k2 k48 -0.001977 0.029813
k2 k49 -0.002145 0.029823
k2 k50 -0.001912 0.029861
k2 k51 -0.001970 0.029825
k2 k52 -0.001145 0.029897
k2 k53 -0.001859 0.029795
k2 k54 -0.001904 0.029810
k2 k55 -0.001939 0.029821
k2 k56 -0.001160 0.029938
k2 k57 -0.002162 0.029837
k2 k58 -0.002119 0.029826
k2 k59 -0.001972 0.029823
k2 k60 -0.001973 0.029823
k2 k61 -0.001843 0.029822
k2 k62 -0.001958 0.029823
k2 k63 -0.001969 0.029821
k2 k64 -0.001972 0.029823
k2 k65 -0.001972 0.029823
k2 k66 -0.001977 0.029824
k2 k67 -0.002051 0.029829
k2 k68 -0.001817 0.029823
k2 k69 -0.002052 0.029824
k2 k70 -0.002116 0.029791
k2 k71 -0.001985 0.029823
k2 k72 -0.001972 0.029823
k2 k73 -0.001873 0.029817
k2 k74 -0.001972 0.029823
k2 k75 -0.001947 0.029824
k2 k76 -0.001972 0.029823
k2 k77 -0.001953 0.029822
k2 k78 -0.001972 0.029823
k2 k79 -0.001959 0.029818
k2 k80 -0.001969 0.029823
k2 k81 -0.001860 0.029833
k2 k82 -0.001489 0.029872
k2 k83 -0.001961 0.029818
k2 k84 -0.001971 0.029823
k2 k85 -0.001972 0.029823
k2 k86 -0.001974 0.029825
k2 k87 -0.001968 0.029825
k2 k88 -0.001972 0.029823
k2 k89 -0.001971 0.029823
k2 k90 -0.001973 0.029823
k2 k91 -0.001962 0.029823
k2 k92 -0.001971 0.029822
k2 k93 -0.001972 0.029823
k2 k94 -0.001972 0.029823
k2 k95 -0.001972 0.029823
k2 k96 -0.001972 0.029823
k2 k97 -0.001972 0.029823
k2 k98 -0.001972 0.029823
k2 k99 -0.001972 0.029823
k2 k100 -0.001972 0.029823
k2 k101 -0.001979 0.029823
k2 k102 -0.001972 0.029823
k2 k103 -0.001954 0.029822
k2 k104 -0.001441 0.029732
k2 k105 -0.002871 0.029830
k2 k106 -0.002989 0.029783
k2 k107 -0.002632 0.029821
k2 k108 -0.002486 0.029785
k2 k109 -0.002277 0.029842
k2 k110 -0.002383 0.029933
k2 k111 -0.001954 0.029822
k2 k112 -0.001973 0.029823
k2 k113 -0.001972 0.029823
k2 k114 -0.001973 0.029823
k2 k115 -0.001943 0.029819
k2 k116 -0.001991 0.029823
k2 k117 -0.001952 0.029825
k2 k118 -0.001995 0.029821
k2 k119 -0.002050 0.029830
k2 k120 -0.001972 0.029822
k2 k121 -0.001963 0.029822
k2 k122 -0.001972 0.029823
k2 k123 -0.001972 0.029823
k2 k124 -0.001953 0.029822
k2 k125 -0.001973 0.029823
k2 k126 -0.001973 0.029823
k2 k127 -0.001960 0.029823
k2 k128 -0.001968 0.029823
k2 k129 -0.001976 0.029822
k2 k130 -0.001922 0.029824
k2 k131 -0.001972 0.029823
k2 k132 -0.001972 0.029823
k2 k133 -0.001972 0.029823
k2 k134 -0.001972 0.029823
k2 k135 -0.001972 0.029823
k2 k136 -0.001979 0.029823
k2 k137 -0.001972 0.029823
k2 k138 -0.002037 0.029817
k2 k139 -0.001973 0.029827
k2 k140 -0.002032 0.029834
k2 k141 -0.001972 0.029823
k2 k142 -0.001973 0.029822
k2 k143 -0.001972 0.029823
k2 k144 -0.001972 0.029823
k2 k145 -0.001973 0.029823
k2 k146 -0.001971 0.029822
k2 k147 -0.001972 0.029823
k2 k148 -0.001969 0.029821
k2 k149 -0.001973 0.029823
k2 k150 -0.001953 0.029828
k2 k151 -0.001972 0.029823
k2 k152 -0.001972 0.029823
k2 k153 -0.001972 0.029823
k2 k154 -0.001972 0.029822
k2 k155 -0.001972 0.029823
k2 k156 -0.001971 0.029822
k2 k157 -0.001999 0.029830
k2 k158 -0.001973 0.029822
k2 k159 -0.001990 0.029827
k2 k160 -0.001946 0.029817
k2 k161 -0.001792 0.029818
k2 k162 -0.001971 0.029823
k2 k163 -0.002009 0.029824
k2 k164 -0.001971 0.029823
k2 k165 -0.001922 0.029824
k2 k166 -0.001979 0.029822
k2 k167 -0.001981 0.029822
k2 k168 -0.001969 0.029821
k2 k169 -0.001947 0.029821
k2 k170 -0.001986 0.029823
k2 k171 -0.002066 0.029819
k2 k172 -0.001963 0.029824
k2 k173 -0.001997 0.029823
k2 k174 -0.001954 0.029822
k2 k175 -0.001968 0.029823
k2 k176 -0.001967 0.029823
k2 k177 -0.001977 0.029823
k2 k178 -0.001996 0.029824
k2 k179 -0.001941 0.029810
k2 k180 -0.001974 0.029824
k2 k181 -0.002039 0.029768
k2 k182 -0.001972 0.029823
k2 k183 -0.001954 0.029822
k2 k184 -0.001888 0.029826
k2 k185 -0.001993 0.029822
k2 k186 -0.001971 0.029821
k2 k187 -0.001902 0.029828
k2 k188 -0.001979 0.029824
k2 k189 -0.001982 0.029822
k2 k190 -0.002096 0.029799
k2 k191 -0.002004 0.029831
k2 k192 -0.001994 0.029832
k2 k193 -0.001995 0.029829
k2 k194 -0.001978 0.029821
k2 k195 -0.001972 0.029823
k2 k196 -0.001985 0.029823
k2 k197 -0.001973 0.029822
k2 k198 -0.001950 0.029822
k2 k199 -0.001973 0.029817
k2 k200 -0.001968 0.029829
k2 k201 -0.001985 0.029826
k2 k202 -0.001972 0.029823
k2 k203 -0.001897 0.029854
k2 k204 -0.001978 0.029822
k2 k205 -0.001935 0.029823
k2 k206 -0.001974 0.029822
k2 k207 -0.001967 0.029822
k2 k208 -0.002000 0.029819
k2 k209 -0.001970 0.029825
k2 k210 -0.001975 0.029821
k2 k211 -0.002023 0.029823
k2 k212 -0.001915 0.029819
k2 k213 -0.001903 0.029823
k2 k214 -0.002093 0.029823
k2 k215 -0.001987 0.029822
k2 k216 -0.001972 0.029823
k2 k217 -0.001972 0.029822
k2 k218 -0.001973 0.029823
k2 k219 -0.001971 0.029822
k2 k220 -0.001971 0.029823
k2 k221 -0.001972 0.029823
k2 k222 -0.001972 0.029823
k2 k223 -0.002011 0.029828
k2 k224 -0.001993 0.029832
k2 k225 -0.001972 0.029823
k2 k226 -0.001979 0.029825
k2 k227 -0.001991 0.029823
k2 k228 -0.001973 0.029823
k2 k229 -0.001964 0.029823
k2 k230 -0.001975 0.029822
k2 k231 -0.001971 0.029822
k2 k232 -0.001979 0.029821
k2 k233 -0.001952 0.029822
k2 k234 -0.001986 0.029827
k2 k235 -0.001956 0.029822
k2 k236 -0.001973 0.029823
k2 k237 -0.001972 0.029823
k2 k238 -0.001975 0.029822
k2 k239 -0.001973 0.029823
k2 k240 -0.001980 0.029823
k2 k241 -0.001972 0.029823
k2 k242 -0.001971 0.029823
k2 k243 -0.001972 0.029822
k2 k244 -0.001935 0.029826
k2 k245 -0.001953 0.029824
k2 k246 -0.001973 0.029823
k2 k247 -0.001958 0.029823
k2 k248 -0.002154 0.029850
k2 k249 -0.001972 0.029823
k2 k250 -0.001973 0.029822
k2 k251 -0.001974 0.029823
k2 k252 -0.001962 0.029821
k2 k253 -0.001971 0.029822
k2 k254 -0.001976 0.029823
k2 k255 -0.001965 0.029822
k2 k256 -0.001973 0.029822
k2 k257 -0.001992 0.029823
k2 k258 -0.001972 0.029823
k2 k259 -0.001980 0.029822
k2 k260 -0.001972 0.029823
k2 k261 -0.001973 0.029822
k2 k262 -0.001974 0.029822
k2 k263 -0.001975 0.029824
k2 k264 -0.001971 0.029823
k2 k265 -0.001992 0.029816
k2 k266 -0.001874 0.029821
k2 k267 -0.001970 0.029822
k2 k268 -0.001982 0.029823
k2 k269 -0.001971 0.029822
k2 k270 -0.001971 0.029823
k2 k271 -0.001969 0.029822
k2 k272 -0.001976 0.029823
k2 k273 -0.001955 0.029822
k2 k274 -0.001931 0.029824
k2 k275 -0.001990 0.029823
k2 k276 -0.002003 0.029817
k2 k277 -0.001961 0.029824
k2 k278 -0.001972 0.029823
k2 k279 -0.001973 0.029823
k2 k280 -0.001977 0.029823
k2 k281 -0.002001 0.029824
k2 k282 -0.001972 0.029823
k2 k283 -0.001972 0.029823
k2 k284 -0.001973 0.029823
k2 k285 -0.001972 0.029823
k2 k286 -0.001954 0.029825
k2 k287 -0.001968 0.029821
k2 k288 -0.002010 0.029817
k2 k289 -0.001973 0.029823
k2 k290 -0.001871 0.029819
k2 k291 -0.002350 0.029859
k2 k292 -0.002010 0.029821
k2 k293 -0.002073 0.029827
k2 k294 -0.001980 0.029820
k2 k295 -0.001751 0.029786
k2 k296 -0.001954 0.029825
k2 k297 -0.001823 0.029863
k2 k298 -0.001484 0.030194
k2 k299 -0.001936 0.029825
k2 k300 -0.001974 0.029823
k2 k301 -0.001951 0.029822
k2 k302 -0.001980 0.029822
k2 k303 -0.001973 0.029822
k2 k304 -0.001969 0.029822
k2 k305 -0.001970 0.029823
k2 k306 -0.001972 0.029822
k2 k307 -0.001983 0.029823
k2 k308 -0.001964 0.029824
k2 k309 -0.001969 0.029823
k2 k310 -0.001969 0.029822
k2 k311 -0.002111 0.029818
k2 k312 -0.001851 0.029824
k2 k313 -0.001945 0.029821
k2 k314 -0.001824 0.029827
k2 k315 -0.001972 0.029823
k2 k316 -0.002338 0.029834
k2 k317 -0.001972 0.029821
k2 k318 -0.002246 0.029817
k2 k319 -0.002011 0.029811
k2 k320 -0.001816 0.029820
k2 k321 -0.001999 0.029824
k2 k322 -0.001996 0.029824
k2 k323 -0.001978 0.029824
k2 k324 -0.001984 0.029823
k2 k325 -0.001973 0.029822
k2 k326 -0.001972 0.029823
k2 k327 -0.001980 0.029822
k2 k328 -0.001976 0.029824
k2 k329 -0.001972 0.029821
k2 k330 -0.001958 0.029826
k2 k331 -0.001972 0.029822
k2 k332 -0.002066 0.029831
k2 k333 -0.002038 0.029834
k2 k334 -0.001944 0.029825
k2 k335 -0.001972 0.029823
k2 k336 -0.001728 0.029814
k2 k337 -0.001829 0.029707
k2 k338 -0.001965 0.029825
k2 k339 -0.002065 0.029841
k2 k340 -0.001939 0.029843
k2 k341 -0.001787 0.029872
k2 k342 -0.002012 0.029825
k2 k343 -0.001976 0.029822
k2 k344 -0.001972 0.029823
k2 k345 -0.001972 0.029823
k2 k346 -0.001973 0.029823
k2 k347 -0.001954 0.029822
k2 k348 -0.001953 0.029822
k2 k349 -0.001966 0.029822
k2 k350 -0.001967 0.029822
k2 k351 -0.001973 0.029823
k2 k352 -0.001954 0.029822
k2 k353 -0.001968 0.029823
k2 k354 -0.002000 0.029829
k2 k355 -0.001975 0.029823
k2 k356 -0.001988 0.029821
k2 k357 -0.001961 0.029823
k2 k358 -0.001897 0.029821
k2 k359 -0.001975 0.029823
k2 k360 -0.001987 0.029832
k2 k361 -0.001963 0.029822
k2 k362 -0.001991 0.029828
k2 k363 -0.001972 0.029823
k2 k364 -0.001974 0.029823
k2 k365 -0.001972 0.029822
k2 k366 -0.001971 0.029823
k2 k367 -0.001972 0.029823
k2 k368 -0.001972 0.029823
k2 k369 -0.001972 0.029823
k2 k370 -0.001972 0.029823
k2 k371 -0.001953 0.029822
k2 k372 -0.001972 0.029823
k2 k373 -0.001992 0.029823
k2 k374 -0.001967 0.029822
k2 k375 -0.001973 0.029822
k2 k376 -0.001974 0.029822
k2 k377 -0.001966 0.029824
k2 k378 -0.001966 0.029822
k2 k379 -0.001972 0.029823
k2 k380 -0.001972 0.029823
k2 k381 -0.001992 0.029823
k2 k382 -0.001973 0.029822
k2 k383 -0.001973 0.029823
k2 k384 -0.001972 0.029823
k2 k385 -0.002023 0.029826
k2 k386 -0.001975 0.029823
k2 k387 -0.001969 0.029822
k2 k388 -0.001974 0.029823
k2 k389 -0.001971 0.029823
k2 k390 -0.001972 0.029823
k2 k391 -0.001989 0.029822
k2 k392 -0.001978 0.029822
k2 k393 -0.002008 0.029823
k2 k394 -0.001980 0.029823
k2 k395 -0.001972 0.029823
k2 k396 -0.001904 0.029816
k2 k397 -0.002023 0.029822
k2 k398 -0.002116 0.029822
k2 k399 -0.001983 0.029815
k2 k400 -0.001844 0.029822
k2 k401 -0.001976 0.029823
k2 k402 -0.002011 0.029840
k2 k403 -0.001811 0.029829
k2 k404 -0.001914 0.029821
k2 k405 -0.001957 0.029823
k3 k4 0.022967 0.069268
k3 k5 0.023535 0.069262
k3 k6 0.021909 0.069278
k3 k7 0.023236 0.069350
k3 k8 0.023967 0.069220
k3 k9 0.023215 0.069337
k3 k10 0.023272 0.069289
k3 k11 0.023269 0.069290
k3 k12 0.023418 0.069315
k3 k13 0.023257 0.069292
k3 k14 0.024617 0.069038
k3 k15 0.023748 0.069425
k3 k16 0.023310 0.069290
k3 k17 0.022939 0.069246
k3 k18 0.023550 0.069307
k3 k19 0.023238 0.069287
k3 k20 0.023136 0.069328
k3 k21 0.023763 0.069275
k3 k22 0.023190 0.069280
k3 k23 0.023624 0.069435
k3 k24 0.023255 0.069292
k3 k25 0.023443 0.069306
k3 k26 0.022878 0.069257
k3 k27 0.023281 0.069289
k3 k28 0.023821 0.069316
k3 k29 0.023232 0.069235
k3 k30 0.022061 0.069362
k3 k31 0.024194 0.069699
k3 k32 0.023188 0.069275
k3 k33 0.023331 0.069297
k3 k34 0.023560 0.069293
k3 k35 0.023170 0.069281
k3 k36 0.023278 0.069288
k3 k37 0.023271 0.069289
k3 k38 0.023386 0.069262
k3 k39 0.023419 0.069286
k3 k40 0.023320 0.069287
k3 k41 0.023170 0.069285
k3 k42 0.023527 0.069213
k3 k43 0.023237 0.069282
k3 k44 0.023265 0.069290
k3 k45 0.023228 0.069290
k3 k46 0.023210 0.069307
k3 k47 0.023276 0.069290
k3 k48 0.022989 0.069181
k3 k49 0.023084 0.069293
k3 k50 0.023251 0.069294
k3 k51 0.022994 0.069296
k3 k52 0.023338 0.069299
k3 k53 0.022672 0.069399
k3 k54 0.022967 0.069311
k3 k55 0.023043 0.069297
k3 k56 0.024125 0.069035
k3 k57 0.022265 0.069509
k3 k58 0.023312 0.069283
k3 k59 0.023273 0.069289
k3 k60 0.023271 0.069289
k3 k61 0.023370 0.069250
k3 k62 0.023245 0.069286
k3 k63 0.023228 0.069298
k3 k64 0.023271 0.069289
k3 k65 0.023271 0.069289
k3 k66 0.023282 0.069291
k3 k67 0.023259 0.069287
k3 k68 0.023417 0.069270
k3 k69 0.023304 0.069304
k3 k70 0.023157 0.069325
k3 k71 0.023279 0.069290
k3 k72 0.023270 0.069289
k3 k73 0.023307 0.069276
k3 k74 0.023271 0.069289
k3 k75 0.023300 0.069288
k3 k76 0.023271 0.069289
k3 k77 0.023264 0.069290
k3 k78 0.023271 0.069289
k3 k79 0.023202 0.069297
k3 k80 0.023320 0.069288
k3 k81 0.023174 0.069269
k3 k82 0.023668 0.069259
k3 k83 0.023379 0.069288
k3 k84 0.023272 0.069289
k3 k85 0.023271 0.069289
k3 k86 0.023187 0.069301
k3 k87 0.023285 0.069290
k3 k88 0.023271 0.069289
k3 k89 0.023272 0.069289
k3 k90 0.023271 0.069289
k3 k91 0.023309 0.069287
k3 k92 0.023279 0.069290
k3 k93 0.023271 0.069289
k3 k94 0.023271 0.069289
k3 k95 0.023271 0.069289
k3 k96 0.023271 0.069289
k3 k97 0.023271 0.069289
k3 k98 0.023271 0.069289
k3 k99 0.023271 0.069289
k3 k100 0.023271 0.069289
k3 k101 0.023290 0.069290
k3 k102 0.023271 0.069289
k3 k103 0.023264 0.069290
k3 k104 0.023388 0.069443
k3 k105 0.021571 0.069430
k3 k106 0.023825 0.069573
k3 k107 0.022483 0.069185
k3 k108 0.021683 0.069597
k3 k109 0.023013 0.069297
k3 k110 0.025210 0.069377
k3 k111 0.023264 0.069290
k3 k112 0.023269 0.069289
k3 k113 0.023271 0.069289
k3 k114 0.023273 0.069289
k3 k115 0.023228 0.069290
k3 k116 0.023240 0.069291
k3 k117 0.023200 0.069286
k3 k118 0.023226 0.069279
k3 k119 0.022774 0.069331
k3 k120 0.023271 0.069289
k3 k121 0.023267 0.069292
k3 k122 0.023271 0.069289
k3 k123 0.023271 0.069289
k3 k124 0.023258 0.069289
k3 k125 0.023274 0.069289
k3 k126 0.023267 0.069290
k3 k127 0.023265 0.069285
k3 k128 0.023272 0.069289
k3 k129 0.023163 0.069306
k3 k130 0.023274 0.069289
k3 k131 0.023271 0.069289
k3 k132 0.023271 0.069289
k3 k133 0.023272 0.069289
k3 k134 0.023271 0.069289
k3 k135 0.023272 0.069289
k3 k136 0.023289 0.069295
k3 k137 0.023270 0.069289
k3 k138 0.023228 0.069350
k3 k139 0.023316 0.069298
k3 k140 0.023208 0.069301
k3 k141 0.023269 0.069289
k3 k142 0.023281 0.069283
k3 k143 0.023271 0.069289
k3 k144 0.023271 0.069289
k3 k145 0.023271 0.069289
k3 k146 0.023267 0.069289
k3 k147 0.023271 0.069289
k3 k148 0.023356 0.069287
k3 k149 0.023272 0.069290
k3 k150 0.023197 0.069290
k3 k151 0.023271 0.069289
k3 k152 0.023271 0.069289
k3 k153 0.023271 0.069289
k3 k154 0.023269 0.069289
k3 k155 0.023272 0.069289
k3 k156 0.023278 0.069287
k3 k157 0.023331 0.069285
k3 k158 0.023263 0.069286
k3 k159 0.022889 0.069265
k3 k160 0.023321 0.069239
k3 k161 0.023311 0.069212
k3 k162 0.023273 0.069289
k3 k163 0.023170 0.069288
k3 k164 0.023271 0.069289
k3 k165 0.023272 0.069289
k3 k166 0.023289 0.069291
k3 k167 0.023210 0.069279
k3 k168 0.023259 0.069282
k3 k169 0.023346 0.069295
k3 k170 0.023269 0.069290
k3 k171 0.023195 0.069285
k3 k172 0.023273 0.069289
k3 k173 0.023266 0.069289
k3 k174 0.023264 0.069290
k3 k175 0.023260 0.069285
k3 k176 0.023262 0.069289
k3 k177 0.023238 0.069287
k3 k178 0.023189 0.069281
k3 k179 0.023237 0.069296
k3 k180 0.023292 0.069283
k3 k181 0.022849 0.069255
k3 k182 0.023271 0.069289
k3 k183 0.023231 0.069291
k3 k184 0.023346 0.069276
k3 k185 0.023210 0.069287
k3 k186 0.023295 0.069283
k3 k187 0.023192 0.069283
k3 k188 0.023248 0.069298
k3 k189 0.023264 0.069290
k3 k190 0.023197 0.069275
k3 k191 0.023282 0.069292
k3 k192 0.022756 0.069261
k3 k193 0.023401 0.069288
k3 k194 0.023262 0.069289
k3 k195 0.023270 0.069289
k3 k196 0.023280 0.069290
k3 k197 0.023260 0.069288
k3 k198 0.023273 0.069290
k3 k199 0.023287 0.069291
k3 k200 0.023276 0.069295
k3 k201 0.023218 0.069296
k3 k202 0.023271 0.069289
k3 k203 0.023104 0.069263
k3 k204 0.023304 0.069291
k3 k205 0.023298 0.069301
k3 k206 0.023252 0.069287
