Parameter S1 S1_conf ST ST_conf
k18 k265 0.000669 0.008221
k18 k266 0.000665 0.008226
k18 k267 0.000675 0.008229
k18 k268 0.000671 0.008229
k18 k269 0.000673 0.008229
k18 k270 0.000673 0.008229
k18 k271 0.000673 0.008229
k18 k272 0.000677 0.008229
k18 k273 0.000676 0.008229
k18 k274 0.000672 0.008229
k18 k275 0.000666 0.008226
k18 k276 0.000657 0.008223
k18 k277 0.000658 0.008221
k18 k278 0.000673 0.008229
k18 k279 0.000673 0.008229
k18 k280 0.000672 0.008229
k18 k281 0.000674 0.008229
k18 k282 0.000673 0.008229
k18 k283 0.000673 0.008229
k18 k284 0.000674 0.008229
k18 k285 0.000673 0.008229
k18 k286 0.000671 0.008226
k18 k287 0.000674 0.008229
k18 k288 0.000683 0.008228
k18 k289 0.000673 0.008229
k18 k290 0.000662 0.008229
k18 k291 0.000707 0.008247
k18 k292 0.000675 0.008230
k18 k293 0.000666 0.008227
k18 k294 0.000671 0.008229
k18 k295 0.000654 0.008225
k18 k296 0.000633 0.008232
k18 k297 0.000631 0.008242
k18 k298 0.000553 0.008272
k18 k299 0.000663 0.008230
k18 k300 0.000672 0.008229
k18 k301 0.000676 0.008229
k18 k302 0.000672 0.008229
k18 k303 0.000673 0.008229
k18 k304 0.000673 0.008229
k18 k305 0.000673 0.008229
k18 k306 0.000673 0.008229
k18 k307 0.000670 0.008229
k18 k308 0.000676 0.008228
k18 k309 0.000671 0.008228
k18 k310 0.000673 0.008229
k18 k311 0.000668 0.008225
k18 k312 0.000672 0.008249
k18 k313 0.000675 0.008229
k18 k314 0.000665 0.008228
k18 k315 0.000673 0.008229
k18 k316 0.000666 0.008232
k18 k317 0.000672 0.008229
k18 k318 0.000583 0.008231
k18 k319 0.000729 0.008238
k18 k320 0.000657 0.008233
k18 k321 0.000672 0.008229
k18 k322 0.000674 0.008228
k18 k323 0.000676 0.008229
k18 k324 0.000673 0.008229
k18 k325 0.000673 0.008229
k18 k326 0.000673 0.008229
k18 k327 0.000673 0.008229
k18 k328 0.000669 0.008229
k18 k329 0.000671 0.008228
k18 k330 0.000686 0.008231
k18 k331 0.000675 0.008229
k18 k332 0.000662 0.008228
k18 k333 0.000753 0.008219
k18 k334 0.000675 0.008229
k18 k335 0.000673 0.008229
k18 k336 0.000684 0.008230
k18 k337 0.000556 0.008229
k18 k338 0.000672 0.008230
k18 k339 0.000689 0.008217
k18 k340 0.000718 0.008238
k18 k341 0.000693 0.008229
k18 k342 0.000673 0.008229
k18 k343 0.000673 0.008229
k18 k344 0.000673 0.008229
k18 k345 0.000673 0.008229
k18 k346 0.000673 0.008229
k18 k347 0.000675 0.008229
k18 k348 0.000676 0.008229
k18 k349 0.000674 0.008229
k18 k350 0.000674 0.008229
k18 k351 0.000673 0.008229
k18 k352 0.000675 0.008229
k18 k353 0.000671 0.008229
k18 k354 0.000672 0.008229
k18 k355 0.000674 0.008229
k18 k356 0.000679 0.008229
k18 k357 0.000673 0.008229
k18 k358 0.000670 0.008229
k18 k359 0.000675 0.008229
k18 k360 0.000672 0.008230
k18 k361 0.000675 0.008228
k18 k362 0.000670 0.008230
k18 k363 0.000673 0.008229
k18 k364 0.000674 0.008229
k18 k365 0.000673 0.008229
k18 k366 0.000673 0.008229
k18 k367 0.000673 0.008229
k18 k368 0.000673 0.008229
k18 k369 0.000673 0.008229
k18 k370 0.000673 0.008229
k18 k371 0.000675 0.008229
k18 k372 0.000673 0.008229
k18 k373 0.000672 0.008229
k18 k374 0.000673 0.008229
k18 k375 0.000673 0.008229
k18 k376 0.000673 0.008229
k18 k377 0.000672 0.008229
k18 k378 0.000674 0.008229
k18 k379 0.000673 0.008229
k18 k380 0.000673 0.008229
k18 k381 0.000674 0.008229
k18 k382 0.000673 0.008229
k18 k383 0.000673 0.008229
k18 k384 0.000673 0.008229
k18 k385 0.000667 0.008229
k18 k386 0.000674 0.008229
k18 k387 0.000673 0.008229
k18 k388 0.000672 0.008229
k18 k389 0.000672 0.008230
k18 k390 0.000673 0.008229
k18 k391 0.000667 0.008228
k18 k392 0.000656 0.008230
k18 k393 0.000669 0.008228
k18 k394 0.000673 0.008229
k18 k395 0.000673 0.008229
k18 k396 0.000665 0.008227
k18 k397 0.000674 0.008229
k18 k398 0.000695 0.008224
k18 k399 0.000684 0.008230
k18 k400 0.000669 0.008225
k18 k401 0.000666 0.008229
k18 k402 0.000669 0.008227
k18 k403 0.000677 0.008226
k18 k404 0.000669 0.008230
k18 k405 0.000675 0.008229
k19 k20 0.003864 0.005563
k19 k21 0.003864 0.005556
k19 k22 0.003881 0.005566
k19 k23 0.003722 0.005533
k19 k24 0.003879 0.005566
k19 k25 0.003871 0.005573
k19 k26 0.003881 0.005569
k19 k27 0.003879 0.005566
k19 k28 0.003682 0.005488
k19 k29 0.003903 0.005567
k19 k30 0.003883 0.005497
k19 k31 0.004084 0.005620
k19 k32 0.003882 0.005566
k19 k33 0.003878 0.005565
k19 k34 0.003781 0.005394
k19 k35 0.003843 0.005561
k19 k36 0.003879 0.005566
k19 k37 0.003879 0.005566
k19 k38 0.003661 0.005343
k19 k39 0.003891 0.005576
k19 k40 0.003876 0.005566
k19 k41 0.003867 0.005565
k19 k42 0.004031 0.005513
k19 k43 0.003890 0.005568
k19 k44 0.003879 0.005566
k19 k45 0.003878 0.005566
k19 k46 0.003886 0.005568
k19 k47 0.003879 0.005566
k19 k48 0.003922 0.005740
k19 k49 0.003868 0.005585
k19 k50 0.003996 0.005536
k19 k51 0.003881 0.005567
k19 k52 0.003862 0.005567
k19 k53 0.003913 0.005588
k19 k54 0.003835 0.005549
k19 k55 0.003843 0.005562
k19 k56 0.003805 0.005538
k19 k57 0.003860 0.005573
k19 k58 0.003861 0.005562
k19 k59 0.003879 0.005566
k19 k60 0.003879 0.005566
k19 k61 0.003924 0.005569
k19 k62 0.003880 0.005566
k19 k63 0.003882 0.005571
k19 k64 0.003879 0.005567
k19 k65 0.003879 0.005566
k19 k66 0.003879 0.005566
k19 k67 0.003881 0.005567
k19 k68 0.003879 0.005569
k19 k69 0.003896 0.005574
k19 k70 0.003887 0.005569
k19 k71 0.003881 0.005567
k19 k72 0.003879 0.005566
k19 k73 0.003878 0.005565
k19 k74 0.003879 0.005566
k19 k75 0.003875 0.005565
k19 k76 0.003879 0.005566
k19 k77 0.003879 0.005566
k19 k78 0.003879 0.005566
k19 k79 0.003881 0.005567
k19 k80 0.003882 0.005566
k19 k81 0.003904 0.005561
k19 k82 0.003854 0.005555
k19 k83 0.003879 0.005565
k19 k84 0.003879 0.005566
k19 k85 0.003879 0.005566
k19 k86 0.003834 0.005576
k19 k87 0.003876 0.005569
k19 k88 0.003863 0.005560
k19 k89 0.003853 0.005560
k19 k90 0.003878 0.005566
k19 k91 0.003878 0.005566
k19 k92 0.003950 0.005597
k19 k93 0.003879 0.005566
k19 k94 0.003879 0.005566
k19 k95 0.003879 0.005566
k19 k96 0.003879 0.005566
k19 k97 0.003879 0.005566
k19 k98 0.003879 0.005566
k19 k99 0.003879 0.005566
k19 k100 0.003879 0.005566
k19 k101 0.003876 0.005565
k19 k102 0.003879 0.005566
k19 k103 0.003879 0.005566
k19 k104 0.003921 0.005604
k19 k105 0.003769 0.005531
k19 k106 0.004124 0.005576
k19 k107 0.004056 0.005572
k19 k108 0.003886 0.005548
k19 k109 0.003894 0.005579
k19 k110 0.003906 0.005530
k19 k111 0.003879 0.005566
k19 k112 0.003879 0.005566
k19 k113 0.003879 0.005566
k19 k114 0.003878 0.005566
k19 k115 0.003885 0.005568
k19 k116 0.003879 0.005566
k19 k117 0.003875 0.005570
k19 k118 0.003873 0.005560
k19 k119 0.003880 0.005556
k19 k120 0.003879 0.005566
k19 k121 0.003878 0.005566
k19 k122 0.003879 0.005566
k19 k123 0.003879 0.005566
k19 k124 0.003879 0.005566
k19 k125 0.003879 0.005566
k19 k126 0.003879 0.005566
k19 k127 0.003878 0.005567
k19 k128 0.003879 0.005566
k19 k129 0.003879 0.005566
k19 k130 0.003879 0.005566
k19 k131 0.003879 0.005566
k19 k132 0.003879 0.005566
k19 k133 0.003879 0.005566
k19 k134 0.003879 0.005566
k19 k135 0.003879 0.005566
k19 k136 0.003876 0.005566
k19 k137 0.003879 0.005566
k19 k138 0.003883 0.005573
k19 k139 0.003888 0.005574
k19 k140 0.003885 0.005576
k19 k141 0.003879 0.005566
k19 k142 0.003882 0.005568
k19 k143 0.003879 0.005566
k19 k144 0.003879 0.005566
k19 k145 0.003879 0.005566
k19 k146 0.003879 0.005566
k19 k147 0.003879 0.005566
k19 k148 0.003865 0.005562
k19 k149 0.003879 0.005566
k19 k150 0.003889 0.005570
k19 k151 0.003879 0.005566
k19 k152 0.003879 0.005566
k19 k153 0.003879 0.005566
k19 k154 0.003879 0.005566
k19 k155 0.003879 0.005566
k19 k156 0.003879 0.005566
k19 k157 0.003879 0.005567
k19 k158 0.003878 0.005567
k19 k159 0.003874 0.005565
k19 k160 0.003885 0.005570
k19 k161 0.003904 0.005567
k19 k162 0.003879 0.005566
k19 k163 0.003896 0.005571
k19 k164 0.003879 0.005566
k19 k165 0.003879 0.005566
k19 k166 0.003879 0.005566
k19 k167 0.003879 0.005566
k19 k168 0.003879 0.005566
k19 k169 0.003871 0.005560
k19 k170 0.003879 0.005566
k19 k171 0.003879 0.005566
k19 k172 0.003879 0.005566
k19 k173 0.003879 0.005566
k19 k174 0.003879 0.005566
k19 k175 0.003878 0.005566
k19 k176 0.003879 0.005566
k19 k177 0.003879 0.005566
k19 k178 0.003886 0.005569
k19 k179 0.003858 0.005562
k19 k180 0.003878 0.005565
k19 k181 0.003862 0.005514
k19 k182 0.003879 0.005566
k19 k183 0.003876 0.005565
k19 k184 0.003891 0.005570
k19 k185 0.003880 0.005566
k19 k186 0.003877 0.005566
k19 k187 0.003879 0.005566
k19 k188 0.003878 0.005566
k19 k189 0.003878 0.005567
k19 k190 0.003947 0.005541
k19 k191 0.003885 0.005565
k19 k192 0.003989 0.005593
k19 k193 0.003885 0.005577
k19 k194 0.003876 0.005568
k19 k195 0.003879 0.005566
k19 k196 0.003878 0.005566
k19 k197 0.003879 0.005566
k19 k198 0.003879 0.005566
k19 k199 0.003880 0.005568
k19 k200 0.003881 0.005566
k19 k201 0.003873 0.005568
k19 k202 0.003879 0.005566
k19 k203 0.003844 0.005542
k19 k204 0.003877 0.005566
k19 k205 0.003880 0.005565
k19 k206 0.003878 0.005566
k19 k207 0.003881 0.005567
k19 k208 0.003879 0.005566
k19 k209 0.003876 0.005567
k19 k210 0.003879 0.005566
k19 k211 0.003863 0.005570
k19 k212 0.003839 0.005577
k19 k213 0.003816 0.005558
k19 k214 0.003872 0.005567
k19 k215 0.003878 0.005567
k19 k216 0.003879 0.005566
k19 k217 0.003879 0.005566
k19 k218 0.003879 0.005566
k19 k219 0.003879 0.005566
k19 k220 0.003879 0.005566
k19 k221 0.003879 0.005566
k19 k222 0.003879 0.005566
k19 k223 0.003888 0.005572
k19 k224 0.003881 0.005566
k19 k225 0.003879 0.005566
k19 k226 0.003880 0.005567
k19 k227 0.003879 0.005566
k19 k228 0.003878 0.005567
k19 k229 0.003879 0.005566
k19 k230 0.003879 0.005566
k19 k231 0.003879 0.005566
k19 k232 0.003879 0.005566
k19 k233 0.003878 0.005568
k19 k234 0.003889 0.005565
k19 k235 0.003875 0.005568
k19 k236 0.003879 0.005566
k19 k237 0.003879 0.005566
k19 k238 0.003879 0.005566
k19 k239 0.003879 0.005566
k19 k240 0.003878 0.005566
k19 k241 0.003879 0.005566
k19 k242 0.003879 0.005566
k19 k243 0.003879 0.005566
k19 k244 0.003881 0.005567
k19 k245 0.003878 0.005566
k19 k246 0.003879 0.005566
k19 k247 0.003882 0.005567
k19 k248 0.003879 0.005566
k19 k249 0.003879 0.005566
k19 k250 0.003879 0.005566
k19 k251 0.003879 0.005566
k19 k252 0.003879 0.005566
k19 k253 0.003879 0.005566
k19 k254 0.003879 0.005567
k19 k255 0.003878 0.005566
k19 k256 0.003879 0.005566
k19 k257 0.003879 0.005566
k19 k258 0.003879 0.005566
k19 k259 0.003879 0.005566
k19 k260 0.003879 0.005566
k19 k261 0.003879 0.005566
k19 k262 0.003873 0.005565
k19 k263 0.003880 0.005566
k19 k264 0.003879 0.005566
k19 k265 0.003892 0.005574
k19 k266 0.003882 0.005563
k19 k267 0.003879 0.005566
k19 k268 0.003879 0.005567
k19 k269 0.003879 0.005566
k19 k270 0.003882 0.005565
k19 k271 0.003879 0.005566
k19 k272 0.003878 0.005566
k19 k273 0.003879 0.005566
k19 k274 0.003902 0.005557
k19 k275 0.003879 0.005564
k19 k276 0.003855 0.005562
k19 k277 0.003874 0.005566
k19 k278 0.003879 0.005566
k19 k279 0.003879 0.005566
k19 k280 0.003879 0.005566
k19 k281 0.003879 0.005566
k19 k282 0.003879 0.005566
k19 k283 0.003879 0.005566
k19 k284 0.003879 0.005566
k19 k285 0.003879 0.005566
k19 k286 0.003877 0.005566
k19 k287 0.003879 0.005566
k19 k288 0.003868 0.005558
k19 k289 0.003879 0.005566
k19 k290 0.003893 0.005569
k19 k291 0.003922 0.005608
k19 k292 0.003880 0.005567
k19 k293 0.003915 0.005570
k19 k294 0.003879 0.005566
k19 k295 0.003947 0.005525
k19 k296 0.003864 0.005572
k19 k297 0.003927 0.005589
k19 k298 0.003977 0.005675
k19 k299 0.003881 0.005565
k19 k300 0.003879 0.005566
k19 k301 0.003879 0.005566
k19 k302 0.003877 0.005566
k19 k303 0.003879 0.005566
k19 k304 0.003879 0.005566
k19 k305 0.003879 0.005566
k19 k306 0.003879 0.005566
k19 k307 0.003877 0.005566
k19 k308 0.003879 0.005566
k19 k309 0.003881 0.005567
k19 k310 0.003878 0.005566
k19 k311 0.003881 0.005567
k19 k312 0.003912 0.005566
k19 k313 0.003880 0.005566
k19 k314 0.003893 0.005569
k19 k315 0.003879 0.005566
k19 k316 0.004039 0.005628
k19 k317 0.003878 0.005567
k19 k318 0.003857 0.005562
k19 k319 0.003879 0.005572
k19 k320 0.003874 0.005562
k19 k321 0.003881 0.005567
k19 k322 0.003878 0.005566
k19 k323 0.003876 0.005566
k19 k324 0.003879 0.005566
k19 k325 0.003879 0.005566
k19 k326 0.003879 0.005566
k19 k327 0.003879 0.005566
k19 k328 0.003879 0.005566
k19 k329 0.003878 0.005566
k19 k330 0.003881 0.005568
k19 k331 0.003879 0.005566
k19 k332 0.003888 0.005568
k19 k333 0.003909 0.005593
k19 k334 0.003879 0.005566
k19 k335 0.003879 0.005566
k19 k336 0.003877 0.005566
k19 k337 0.004064 0.005651
k19 k338 0.003879 0.005566
k19 k339 0.003893 0.005590
k19 k340 0.003878 0.005565
k19 k341 0.003874 0.005567
k19 k342 0.003880 0.005566
k19 k343 0.003879 0.005566
k19 k344 0.003879 0.005566
k19 k345 0.003879 0.005566
k19 k346 0.003879 0.005566
k19 k347 0.003879 0.005566
k19 k348 0.003879 0.005566
k19 k349 0.003879 0.005566
k19 k350 0.003879 0.005566
k19 k351 0.003879 0.005566
k19 k352 0.003879 0.005566
k19 k353 0.003879 0.005566
k19 k354 0.003878 0.005567
k19 k355 0.003879 0.005566
k19 k356 0.003879 0.005567
k19 k357 0.003878 0.005566
k19 k358 0.003879 0.005566
k19 k359 0.003879 0.005566
k19 k360 0.003878 0.005565
k19 k361 0.003882 0.005565
k19 k362 0.003880 0.005567
k19 k363 0.003879 0.005566
k19 k364 0.003879 0.005566
k19 k365 0.003879 0.005566
k19 k366 0.003879 0.005566
k19 k367 0.003879 0.005566
k19 k368 0.003879 0.005566
k19 k369 0.003879 0.005566
k19 k370 0.003879 0.005566
k19 k371 0.003879 0.005566
k19 k372 0.003879 0.005566
k19 k373 0.003879 0.005566
k19 k374 0.003879 0.005566
k19 k375 0.003879 0.005566
k19 k376 0.003879 0.005566
k19 k377 0.003881 0.005567
k19 k378 0.003880 0.005566
k19 k379 0.003879 0.005566
k19 k380 0.003879 0.005566
k19 k381 0.003879 0.005566
k19 k382 0.003879 0.005566
k19 k383 0.003879 0.005566
k19 k384 0.003879 0.005566
k19 k385 0.003878 0.005566
k19 k386 0.003879 0.005566
k19 k387 0.003879 0.005566
k19 k388 0.003879 0.005566
k19 k389 0.003879 0.005566
k19 k390 0.003879 0.005566
k19 k391 0.003879 0.005567
k19 k392 0.003879 0.005566
k19 k393 0.003879 0.005567
k19 k394 0.003879 0.005566
k19 k395 0.003879 0.005566
k19 k396 0.003899 0.005576
k19 k397 0.003877 0.005566
k19 k398 0.003886 0.005570
k19 k399 0.003876 0.005566
k19 k400 0.003883 0.005565
k19 k401 0.003876 0.005567
k19 k402 0.003880 0.005563
k19 k403 0.003888 0.005569
k19 k404 0.003878 0.005566
k19 k405 0.003879 0.005566
k20 k21 0.002019 0.011423
k20 k22 0.001756 0.011370
k20 k23 0.001518 0.011224
k20 k24 0.001747 0.011370
k20 k25 0.001735 0.011377
k20 k26 0.001713 0.011393
k20 k27 0.001751 0.011370
k20 k28 0.001759 0.011379
k20 k29 0.001729 0.011381
k20 k30 0.001798 0.011323
k20 k31 0.001895 0.011361
k20 k32 0.001751 0.011370
k20 k33 0.001747 0.011370
k20 k34 0.001535 0.011349
k20 k35 0.001711 0.011371
k20 k36 0.001749 0.011369
k20 k37 0.001749 0.011369
k20 k38 0.001627 0.011327
k20 k39 0.001754 0.011376
k20 k40 0.001744 0.011369
k20 k41 0.001652 0.011415
k20 k42 0.002169 0.011412
k20 k43 0.001750 0.011371
k20 k44 0.001750 0.011369
k20 k45 0.001739 0.011369
k20 k46 0.001775 0.011354
k20 k47 0.001747 0.011369
k20 k48 0.001747 0.011363
k20 k49 0.001768 0.011350
k20 k50 0.001925 0.011373
k20 k51 0.001847 0.011371
k20 k52 0.001687 0.011391
k20 k53 0.001665 0.011384
k20 k54 0.001668 0.011365
k20 k55 0.001594 0.011370
k20 k56 0.001648 0.011390
k20 k57 0.001761 0.011355
k20 k58 0.001740 0.011384
k20 k59 0.001749 0.011369
k20 k60 0.001749 0.011369
k20 k61 0.001903 0.011345
k20 k62 0.001747 0.011370
k20 k63 0.001711 0.011381
k20 k64 0.001749 0.011369
k20 k65 0.001749 0.011369
k20 k66 0.001752 0.011370
k20 k67 0.001713 0.011369
k20 k68 0.001711 0.011385
k20 k69 0.001744 0.011366
k20 k70 0.001787 0.011343
k20 k71 0.001750 0.011372
k20 k72 0.001748 0.011369
k20 k73 0.001753 0.011370
k20 k74 0.001749 0.011369
k20 k75 0.001756 0.011368
k20 k76 0.001749 0.011369
k20 k77 0.001749 0.011369
k20 k78 0.001749 0.011369
k20 k79 0.001747 0.011369
k20 k80 0.001745 0.011356
k20 k81 0.001687 0.011373
k20 k82 0.001855 0.011347
k20 k83 0.001749 0.011370
k20 k84 0.001748 0.011369
k20 k85 0.001749 0.011369
k20 k86 0.001616 0.011412
k20 k87 0.001751 0.011372
k20 k88 0.001760 0.011368
k20 k89 0.001753 0.011369
k20 k90 0.001749 0.011369
k20 k91 0.001740 0.011369
k20 k92 0.001747 0.011354
k20 k93 0.001750 0.011369
k20 k94 0.001749 0.011369
k20 k95 0.001749 0.011369
k20 k96 0.001749 0.011369
k20 k97 0.001749 0.011369
k20 k98 0.001749 0.011369
k20 k99 0.001749 0.011369
k20 k100 0.001749 0.011369
k20 k101 0.001748 0.011369
k20 k102 0.001749 0.011369
k20 k103 0.001749 0.011369
k20 k104 0.001588 0.011397
k20 k105 0.001639 0.011338
k20 k106 0.001734 0.011499
k20 k107 0.001531 0.011389
k20 k108 0.001973 0.011353
k20 k109 0.001755 0.011376
k20 k110 0.001709 0.011388
k20 k111 0.001749 0.011369
k20 k112 0.001749 0.011369
k20 k113 0.001749 0.011369
k20 k114 0.001751 0.011369
k20 k115 0.001745 0.011371
k20 k116 0.001749 0.011369
k20 k117 0.001743 0.011372
k20 k118 0.001732 0.011369
k20 k119 0.001751 0.011363
k20 k120 0.001749 0.011369
k20 k121 0.001749 0.011370
k20 k122 0.001749 0.011369
k20 k123 0.001749 0.011369
k20 k124 0.001749 0.011369
k20 k125 0.001749 0.011369
k20 k126 0.001749 0.011369
k20 k127 0.001745 0.011369
k20 k128 0.001750 0.011369
k20 k129 0.001742 0.011371
k20 k130 0.001746 0.011369
k20 k131 0.001749 0.011369
k20 k132 0.001749 0.011369
k20 k133 0.001749 0.011369
k20 k134 0.001749 0.011369
k20 k135 0.001749 0.011369
k20 k136 0.001744 0.011368
k20 k137 0.001749 0.011369
k20 k138 0.001764 0.011369
k20 k139 0.001749 0.011368
k20 k140 0.001758 0.011379
k20 k141 0.001749 0.011369
k20 k142 0.001751 0.011369
k20 k143 0.001749 0.011369
k20 k144 0.001749 0.011369
k20 k145 0.001749 0.011369
k20 k146 0.001749 0.011369
k20 k147 0.001748 0.011369
k20 k148 0.001750 0.011371
k20 k149 0.001750 0.011370
k20 k150 0.001749 0.011372
k20 k151 0.001749 0.011369
k20 k152 0.001749 0.011369
k20 k153 0.001749 0.011369
k20 k154 0.001749 0.011369
k20 k155 0.001749 0.011369
k20 k156 0.001750 0.011369
k20 k157 0.001747 0.011367
k20 k158 0.001749 0.011369
k20 k159 0.001691 0.011362
k20 k160 0.001744 0.011366
k20 k161 0.001747 0.011360
k20 k162 0.001748 0.011369
k20 k163 0.001749 0.011368
k20 k164 0.001749 0.011369
k20 k165 0.001746 0.011369
k20 k166 0.001749 0.011369
k20 k167 0.001750 0.011369
k20 k168 0.001749 0.011369
k20 k169 0.001747 0.011369
k20 k170 0.001746 0.011369
k20 k171 0.001756 0.011373
k20 k172 0.001749 0.011369
k20 k173 0.001788 0.011372
k20 k174 0.001749 0.011369
k20 k175 0.001748 0.011369
k20 k176 0.001748 0.011369
k20 k177 0.001749 0.011369
k20 k178 0.001756 0.011370
k20 k179 0.001757 0.011371
k20 k180 0.001748 0.011369
k20 k181 0.001693 0.011416
k20 k182 0.001749 0.011369
k20 k183 0.001750 0.011370
k20 k184 0.001749 0.011369
k20 k185 0.001749 0.011369
k20 k186 0.001745 0.011369
k20 k187 0.001746 0.011369
k20 k188 0.001764 0.011372
k20 k189 0.001743 0.011369
k20 k190 0.001754 0.011368
k20 k191 0.001750 0.011367
k20 k192 0.001779 0.011374
k20 k193 0.001742 0.011375
k20 k194 0.001750 0.011371
k20 k195 0.001749 0.011369
k20 k196 0.001750 0.011369
k20 k197 0.001748 0.011369
k20 k198 0.001749 0.011369
k20 k199 0.001748 0.011371
k20 k200 0.001750 0.011369
k20 k201 0.001750 0.011370
k20 k202 0.001749 0.011369
k20 k203 0.002020 0.011177
k20 k204 0.001749 0.011369
k20 k205 0.001751 0.011371
k20 k206 0.001747 0.011370
k20 k207 0.001751 0.011370
k20 k208 0.001758 0.011368
k20 k209 0.001751 0.011370
k20 k210 0.001748 0.011369
k20 k211 0.001785 0.011369
k20 k212 0.001751 0.011368
k20 k213 0.001746 0.011353
k20 k214 0.001765 0.011368
k20 k215 0.001751 0.011369
k20 k216 0.001749 0.011369
k20 k217 0.001749 0.011369
k20 k218 0.001749 0.011369
k20 k219 0.001749 0.011369
k20 k220 0.001749 0.011369
k20 k221 0.001749 0.011369
k20 k222 0.001749 0.011369
k20 k223 0.001759 0.011371
k20 k224 0.001744 0.011369
k20 k225 0.001749 0.011369
k20 k226 0.001749 0.011370
k20 k227 0.001749 0.011369
k20 k228 0.001748 0.011369
k20 k229 0.001749 0.011369
k20 k230 0.001748 0.011369
k20 k231 0.001749 0.011369
k20 k232 0.001764 0.011371
k20 k233 0.001742 0.011368
k20 k234 0.001750 0.011370
k20 k235 0.001747 0.011370
k20 k236 0.001749 0.011369
k20 k237 0.001749 0.011369
k20 k238 0.001749 0.011369
k20 k239 0.001749 0.011369
k20 k240 0.001752 0.011369
k20 k241 0.001749 0.011369
k20 k242 0.001748 0.011369
k20 k243 0.001748 0.011369
k20 k244 0.001749 0.011370
k20 k245 0.001746 0.011372
k20 k246 0.001749 0.011369
k20 k247 0.001751 0.011369
k20 k248 0.001748 0.011369
k20 k249 0.001749 0.011369
k20 k250 0.001749 0.011369
k20 k251 0.001749 0.011370
k20 k252 0.001749 0.011370
k20 k253 0.001748 0.011369
k20 k254 0.001749 0.011369
k20 k255 0.001752 0.011370
k20 k256 0.001749 0.011369
k20 k257 0.001749 0.011369
k20 k258 0.001749 0.011369
k20 k259 0.001749 0.011369
k20 k260 0.001749 0.011369
k20 k261 0.001749 0.011369
k20 k262 0.001749 0.011370
k20 k263 0.001749 0.011369
k20 k264 0.001749 0.011369
k20 k265 0.001759 0.011366
k20 k266 0.001746 0.011370
k20 k267 0.001748 0.011370
k20 k268 0.001745 0.011370
k20 k269 0.001749 0.011369
k20 k270 0.001748 0.011369
k20 k271 0.001750 0.011369
k20 k272 0.001748 0.011370
k20 k273 0.001748 0.011369
k20 k274 0.001751 0.011369
k20 k275 0.001745 0.011370
k20 k276 0.001765 0.011357
k20 k277 0.001737 0.011372
k20 k278 0.001748 0.011369
k20 k279 0.001749 0.011369
k20 k280 0.001748 0.011369
k20 k281 0.001750 0.011370
k20 k282 0.001749 0.011369
k20 k283 0.001749 0.011369
k20 k284 0.001749 0.011369
k20 k285 0.001749 0.011369
k20 k286 0.001738 0.011372
k20 k287 0.001749 0.011369
k20 k288 0.001748 0.011359
k20 k289 0.001748 0.011369
k20 k290 0.001758 0.011372
k20 k291 0.001792 0.011379
k20 k292 0.001745 0.011369
k20 k293 0.001670 0.011361
k20 k294 0.001751 0.011369
k20 k295 0.001795 0.011366
k20 k296 0.001775 0.011360
k20 k297 0.001741 0.011372
k20 k298 0.001719 0.011427
k20 k299 0.001780 0.011372
k20 k300 0.001752 0.011369
k20 k301 0.001714 0.011370
k20 k302 0.001745 0.011370
k20 k303 0.001748 0.011369
k20 k304 0.001748 0.011369
k20 k305 0.001749 0.011369
k20 k306 0.001749 0.011369
k20 k307 0.001742 0.011372
k20 k308 0.001740 0.011366
k20 k309 0.001749 0.011369
k20 k310 0.001743 0.011372
k20 k311 0.001731 0.011364
k20 k312 0.001832 0.011398
k20 k313 0.001761 0.011363
k20 k314 0.001761 0.011364
k20 k315 0.001749 0.011369
k20 k316 0.001836 0.011362
k20 k317 0.001747 0.011370
k20 k318 0.001770 0.011362
k20 k319 0.001666 0.011366
k20 k320 0.001750 0.011364
k20 k321 0.001748 0.011369
k20 k322 0.001753 0.011369
k20 k323 0.001756 0.011369
k20 k324 0.001749 0.011369
k20 k325 0.001749 0.011369
k20 k326 0.001749 0.011369
k20 k327 0.001747 0.011369
k20 k328 0.001751 0.011369
k20 k329 0.001756 0.011372
k20 k330 0.001752 0.011370
k20 k331 0.001762 0.011365
k20 k332 0.001702 0.011384
k20 k333 0.001767 0.011374
k20 k334 0.001766 0.011362
k20 k335 0.001749 0.011369
k20 k336 0.001723 0.011362
k20 k337 0.001774 0.011344
k20 k338 0.001742 0.011370
k20 k339 0.001725 0.011385
k20 k340 0.001744 0.011374
k20 k341 0.001776 0.011357
k20 k342 0.001750 0.011369
k20 k343 0.001749 0.011369
k20 k344 0.001749 0.011369
k20 k345 0.001749 0.011369
k20 k346 0.001749 0.011369
k20 k347 0.001749 0.011369
k20 k348 0.001749 0.011369
k20 k349 0.001750 0.011370
k20 k350 0.001748 0.011369
k20 k351 0.001750 0.011369
k20 k352 0.001748 0.011369
k20 k353 0.001748 0.011369
k20 k354 0.001742 0.011370
k20 k355 0.001745 0.011369
k20 k356 0.001750 0.011370
k20 k357 0.001743 0.011368
k20 k358 0.001752 0.011371
k20 k359 0.001747 0.011370
k20 k360 0.001749 0.011369
k20 k361 0.001750 0.011369
k20 k362 0.001754 0.011368
k20 k363 0.001749 0.011369
k20 k364 0.001749 0.011369
k20 k365 0.001749 0.011369
k20 k366 0.001749 0.011369
