Parameter S1 S1_conf ST ST_conf
k116 k192 0.000661 0.001439
k116 k193 0.000665 0.001448
k116 k194 0.000653 0.001424
k116 k195 0.000653 0.001424
k116 k196 0.000653 0.001424
k116 k197 0.000653 0.001424
k116 k198 0.000653 0.001424
k116 k199 0.000654 0.001425
k116 k200 0.000653 0.001424
k116 k201 0.000653 0.001424
k116 k202 0.000653 0.001424
k116 k203 0.000596 0.001311
k116 k204 0.000654 0.001425
k116 k205 0.000653 0.001424
k116 k206 0.000653 0.001424
k116 k207 0.000655 0.001427
k116 k208 0.000653 0.001423
k116 k209 0.000653 0.001424
k116 k210 0.000653 0.001424
k116 k211 0.000653 0.001424
k116 k212 0.000649 0.001416
k116 k213 0.000662 0.001442
k116 k214 0.000653 0.001423
k116 k215 0.000653 0.001424
k116 k216 0.000653 0.001424
k116 k217 0.000653 0.001424
k116 k218 0.000653 0.001424
k116 k219 0.000653 0.001424
k116 k220 0.000653 0.001424
k116 k221 0.000653 0.001424
k116 k222 0.000653 0.001424
k116 k223 0.000659 0.001435
k116 k224 0.000653 0.001424
k116 k225 0.000653 0.001424
k116 k226 0.000653 0.001424
k116 k227 0.000653 0.001424
k116 k228 0.000653 0.001424
k116 k229 0.000653 0.001424
k116 k230 0.000653 0.001424
k116 k231 0.000653 0.001424
k116 k232 0.000653 0.001424
k116 k233 0.000654 0.001424
k116 k234 0.000656 0.001428
k116 k235 0.000654 0.001425
k116 k236 0.000653 0.001424
k116 k237 0.000653 0.001424
k116 k238 0.000653 0.001424
k116 k239 0.000653 0.001424
k116 k240 0.000653 0.001424
k116 k241 0.000653 0.001424
k116 k242 0.000653 0.001424
k116 k243 0.000653 0.001424
k116 k244 0.000653 0.001424
k116 k245 0.000653 0.001424
k116 k246 0.000653 0.001424
k116 k247 0.000653 0.001424
k116 k248 0.000653 0.001424
k116 k249 0.000653 0.001424
k116 k250 0.000653 0.001424
k116 k251 0.000653 0.001424
k116 k252 0.000653 0.001424
k116 k253 0.000653 0.001424
k116 k254 0.000653 0.001424
k116 k255 0.000653 0.001424
k116 k256 0.000653 0.001424
k116 k257 0.000653 0.001424
k116 k258 0.000653 0.001424
k116 k259 0.000653 0.001424
k116 k260 0.000653 0.001424
k116 k261 0.000653 0.001424
k116 k262 0.000653 0.001424
k116 k263 0.000653 0.001424
k116 k264 0.000653 0.001424
k116 k265 0.000658 0.001433
k116 k266 0.000653 0.001424
k116 k267 0.000653 0.001424
k116 k268 0.000653 0.001424
k116 k269 0.000653 0.001424
k116 k270 0.000653 0.001424
k116 k271 0.000653 0.001424
k116 k272 0.000653 0.001424
k116 k273 0.000653 0.001424
k116 k274 0.000653 0.001424
k116 k275 0.000654 0.001426
k116 k276 0.000644 0.001405
k116 k277 0.000653 0.001424
k116 k278 0.000653 0.001424
k116 k279 0.000653 0.001424
k116 k280 0.000653 0.001424
k116 k281 0.000653 0.001424
k116 k282 0.000653 0.001424
k116 k283 0.000653 0.001424
k116 k284 0.000653 0.001424
k116 k285 0.000653 0.001424
k116 k286 0.000653 0.001424
k116 k287 0.000653 0.001424
k116 k288 0.000653 0.001424
k116 k289 0.000653 0.001424
k116 k290 0.000653 0.001424
k116 k291 0.000667 0.001451
k116 k292 0.000653 0.001424
k116 k293 0.000653 0.001423
k116 k294 0.000654 0.001425
k116 k295 0.000654 0.001424
k116 k296 0.000653 0.001423
k116 k297 0.000662 0.001441
k116 k298 0.000705 0.001526
k116 k299 0.000652 0.001422
k116 k300 0.000653 0.001424
k116 k301 0.000653 0.001424
k116 k302 0.000653 0.001424
k116 k303 0.000653 0.001424
k116 k304 0.000653 0.001424
k116 k305 0.000653 0.001424
k116 k306 0.000653 0.001424
k116 k307 0.000653 0.001424
k116 k308 0.000653 0.001424
k116 k309 0.000653 0.001424
k116 k310 0.000653 0.001424
k116 k311 0.000653 0.001424
k116 k312 0.000650 0.001417
k116 k313 0.000653 0.001424
k116 k314 0.000653 0.001424
k116 k315 0.000653 0.001424
k116 k316 0.000653 0.001424
k116 k317 0.000653 0.001424
k116 k318 0.000663 0.001444
k116 k319 0.000653 0.001423
k116 k320 0.000653 0.001424
k116 k321 0.000653 0.001424
k116 k322 0.000653 0.001424
k116 k323 0.000653 0.001424
k116 k324 0.000653 0.001424
k116 k325 0.000653 0.001424
k116 k326 0.000653 0.001424
k116 k327 0.000653 0.001424
k116 k328 0.000653 0.001424
k116 k329 0.000653 0.001424
k116 k330 0.000653 0.001424
k116 k331 0.000653 0.001424
k116 k332 0.000653 0.001424
k116 k333 0.000646 0.001411
k116 k334 0.000653 0.001424
k116 k335 0.000653 0.001424
k116 k336 0.000653 0.001424
k116 k337 0.000653 0.001424
k116 k338 0.000654 0.001425
k116 k339 0.000654 0.001426
k116 k340 0.000654 0.001428
k116 k341 0.000653 0.001424
k116 k342 0.000653 0.001424
k116 k343 0.000653 0.001424
k116 k344 0.000653 0.001424
k116 k345 0.000653 0.001424
k116 k346 0.000653 0.001424
k116 k347 0.000653 0.001424
k116 k348 0.000653 0.001424
k116 k349 0.000653 0.001424
k116 k350 0.000653 0.001424
k116 k351 0.000653 0.001424
k116 k352 0.000653 0.001424
k116 k353 0.000653 0.001424
k116 k354 0.000653 0.001424
k116 k355 0.000653 0.001424
k116 k356 0.000653 0.001424
k116 k357 0.000653 0.001424
k116 k358 0.000653 0.001424
k116 k359 0.000653 0.001424
k116 k360 0.000653 0.001424
k116 k361 0.000653 0.001424
k116 k362 0.000653 0.001424
k116 k363 0.000653 0.001424
k116 k364 0.000653 0.001424
k116 k365 0.000653 0.001424
k116 k366 0.000653 0.001424
k116 k367 0.000653 0.001424
k116 k368 0.000653 0.001424
k116 k369 0.000653 0.001424
k116 k370 0.000653 0.001424
k116 k371 0.000653 0.001424
k116 k372 0.000653 0.001424
k116 k373 0.000653 0.001424
k116 k374 0.000653 0.001424
k116 k375 0.000653 0.001424
k116 k376 0.000653 0.001424
k116 k377 0.000653 0.001424
k116 k378 0.000653 0.001424
k116 k379 0.000653 0.001424
k116 k380 0.000653 0.001424
k116 k381 0.000653 0.001424
k116 k382 0.000653 0.001424
k116 k383 0.000653 0.001424
k116 k384 0.000653 0.001424
k116 k385 0.000653 0.001424
k116 k386 0.000653 0.001424
k116 k387 0.000653 0.001424
k116 k388 0.000653 0.001424
k116 k389 0.000653 0.001424
k116 k390 0.000653 0.001424
k116 k391 0.000653 0.001424
k116 k392 0.000653 0.001424
k116 k393 0.000653 0.001424
k116 k394 0.000653 0.001424
k116 k395 0.000653 0.001424
k116 k396 0.000654 0.001425
k116 k397 0.000653 0.001424
k116 k398 0.000653 0.001424
k116 k399 0.000653 0.001424
k116 k400 0.000653 0.001424
k116 k401 0.000653 0.001424
k116 k402 0.000654 0.001425
k116 k403 0.000653 0.001424
k116 k404 0.000653 0.001424
k116 k405 0.000653 0.001424
k117 k118 0.000638 0.001632
k117 k119 0.000640 0.001632
k117 k120 0.000642 0.001635
k117 k121 0.000642 0.001635
k117 k122 0.000642 0.001635
k117 k123 0.000642 0.001635
k117 k124 0.000642 0.001635
k117 k125 0.000642 0.001635
k117 k126 0.000642 0.001635
k117 k127 0.000642 0.001635
k117 k128 0.000642 0.001635
k117 k129 0.000642 0.001635
k117 k130 0.000642 0.001635
k117 k131 0.000642 0.001635
k117 k132 0.000642 0.001635
k117 k133 0.000642 0.001635
k117 k134 0.000642 0.001635
k117 k135 0.000642 0.001635
k117 k136 0.000642 0.001635
k117 k137 0.000642 0.001635
k117 k138 0.000638 0.001636
k117 k139 0.000643 0.001637
k117 k140 0.000648 0.001638
k117 k141 0.000642 0.001635
k117 k142 0.000642 0.001635
k117 k143 0.000642 0.001635
k117 k144 0.000642 0.001635
k117 k145 0.000642 0.001635
k117 k146 0.000642 0.001635
k117 k147 0.000642 0.001635
k117 k148 0.000642 0.001635
k117 k149 0.000642 0.001635
k117 k150 0.000641 0.001636
k117 k151 0.000642 0.001635
k117 k152 0.000642 0.001635
k117 k153 0.000642 0.001635
k117 k154 0.000642 0.001635
k117 k155 0.000642 0.001635
k117 k156 0.000642 0.001635
k117 k157 0.000642 0.001635
k117 k158 0.000642 0.001635
k117 k159 0.000639 0.001635
k117 k160 0.000644 0.001635
k117 k161 0.000643 0.001636
k117 k162 0.000642 0.001635
k117 k163 0.000642 0.001635
k117 k164 0.000642 0.001635
k117 k165 0.000642 0.001635
k117 k166 0.000642 0.001635
k117 k167 0.000642 0.001635
k117 k168 0.000642 0.001635
k117 k169 0.000642 0.001635
k117 k170 0.000642 0.001635
k117 k171 0.000642 0.001636
k117 k172 0.000642 0.001635
k117 k173 0.000644 0.001635
k117 k174 0.000642 0.001635
k117 k175 0.000642 0.001635
k117 k176 0.000642 0.001635
k117 k177 0.000642 0.001635
k117 k178 0.000641 0.001633
k117 k179 0.000647 0.001642
k117 k180 0.000642 0.001635
k117 k181 0.000581 0.001547
k117 k182 0.000642 0.001635
k117 k183 0.000642 0.001635
k117 k184 0.000641 0.001636
k117 k185 0.000641 0.001635
k117 k186 0.000643 0.001637
k117 k187 0.000642 0.001636
k117 k188 0.000642 0.001635
k117 k189 0.000642 0.001635
k117 k190 0.000640 0.001635
k117 k191 0.000638 0.001631
k117 k192 0.000650 0.001649
k117 k193 0.000653 0.001656
k117 k194 0.000642 0.001635
k117 k195 0.000642 0.001635
k117 k196 0.000642 0.001635
k117 k197 0.000642 0.001635
k117 k198 0.000642 0.001635
k117 k199 0.000642 0.001636
k117 k200 0.000642 0.001635
k117 k201 0.000642 0.001635
k117 k202 0.000642 0.001635
k117 k203 0.000586 0.001536
k117 k204 0.000642 0.001636
k117 k205 0.000648 0.001635
k117 k206 0.000642 0.001635
k117 k207 0.000643 0.001638
k117 k208 0.000641 0.001635
k117 k209 0.000642 0.001635
k117 k210 0.000642 0.001636
k117 k211 0.000642 0.001635
k117 k212 0.000639 0.001628
k117 k213 0.000649 0.001650
k117 k214 0.000640 0.001634
k117 k215 0.000642 0.001635
k117 k216 0.000642 0.001635
k117 k217 0.000642 0.001635
k117 k218 0.000642 0.001635
k117 k219 0.000642 0.001635
k117 k220 0.000642 0.001635
k117 k221 0.000642 0.001635
k117 k222 0.000642 0.001635
k117 k223 0.000648 0.001645
k117 k224 0.000642 0.001635
k117 k225 0.000642 0.001635
k117 k226 0.000642 0.001635
k117 k227 0.000642 0.001635
k117 k228 0.000642 0.001635
k117 k229 0.000642 0.001635
k117 k230 0.000642 0.001635
k117 k231 0.000642 0.001635
k117 k232 0.000642 0.001635
k117 k233 0.000641 0.001635
k117 k234 0.000644 0.001639
k117 k235 0.000642 0.001636
k117 k236 0.000642 0.001635
k117 k237 0.000642 0.001635
k117 k238 0.000642 0.001635
k117 k239 0.000642 0.001635
k117 k240 0.000642 0.001635
k117 k241 0.000642 0.001635
k117 k242 0.000642 0.001635
k117 k243 0.000642 0.001635
k117 k244 0.000643 0.001635
k117 k245 0.000643 0.001635
k117 k246 0.000642 0.001635
k117 k247 0.000642 0.001635
k117 k248 0.000642 0.001635
k117 k249 0.000642 0.001635
k117 k250 0.000642 0.001635
k117 k251 0.000642 0.001635
k117 k252 0.000642 0.001635
k117 k253 0.000642 0.001635
k117 k254 0.000642 0.001635
k117 k255 0.000642 0.001635
k117 k256 0.000642 0.001635
k117 k257 0.000642 0.001635
k117 k258 0.000642 0.001635
k117 k259 0.000642 0.001635
k117 k260 0.000642 0.001635
k117 k261 0.000642 0.001635
k117 k262 0.000642 0.001635
k117 k263 0.000642 0.001635
k117 k264 0.000642 0.001635
k117 k265 0.000647 0.001643
k117 k266 0.000642 0.001636
k117 k267 0.000642 0.001636
k117 k268 0.000642 0.001635
k117 k269 0.000642 0.001635
k117 k270 0.000642 0.001635
k117 k271 0.000642 0.001635
k117 k272 0.000642 0.001635
k117 k273 0.000642 0.001635
k117 k274 0.000642 0.001635
k117 k275 0.000643 0.001637
k117 k276 0.000632 0.001619
k117 k277 0.000642 0.001635
k117 k278 0.000642 0.001635
k117 k279 0.000642 0.001635
k117 k280 0.000642 0.001635
k117 k281 0.000644 0.001635
k117 k282 0.000642 0.001635
k117 k283 0.000642 0.001635
k117 k284 0.000642 0.001635
k117 k285 0.000642 0.001635
k117 k286 0.000642 0.001636
k117 k287 0.000641 0.001635
k117 k288 0.000642 0.001635
k117 k289 0.000642 0.001635
k117 k290 0.000642 0.001635
k117 k291 0.000654 0.001660
k117 k292 0.000642 0.001636
k117 k293 0.000642 0.001634
k117 k294 0.000641 0.001636
k117 k295 0.000647 0.001635
k117 k296 0.000642 0.001635
k117 k297 0.000654 0.001651
k117 k298 0.000707 0.001727
k117 k299 0.000648 0.001639
k117 k300 0.000642 0.001635
k117 k301 0.000642 0.001635
k117 k302 0.000642 0.001635
k117 k303 0.000642 0.001635
k117 k304 0.000642 0.001635
k117 k305 0.000642 0.001635
k117 k306 0.000642 0.001635
k117 k307 0.000642 0.001635
k117 k308 0.000642 0.001635
k117 k309 0.000642 0.001635
k117 k310 0.000642 0.001635
k117 k311 0.000639 0.001636
k117 k312 0.000631 0.001630
k117 k313 0.000642 0.001635
k117 k314 0.000633 0.001638
k117 k315 0.000642 0.001635
k117 k316 0.000663 0.001639
k117 k317 0.000642 0.001635
k117 k318 0.000662 0.001654
k117 k319 0.000648 0.001635
k117 k320 0.000640 0.001636
k117 k321 0.000642 0.001635
k117 k322 0.000642 0.001635
k117 k323 0.000644 0.001635
k117 k324 0.000642 0.001635
k117 k325 0.000642 0.001635
k117 k326 0.000642 0.001635
k117 k327 0.000642 0.001635
k117 k328 0.000642 0.001635
k117 k329 0.000642 0.001635
k117 k330 0.000642 0.001635
k117 k331 0.000642 0.001635
k117 k332 0.000648 0.001635
k117 k333 0.000622 0.001623
k117 k334 0.000642 0.001635
k117 k335 0.000642 0.001635
k117 k336 0.000631 0.001636
k117 k337 0.000632 0.001637
k117 k338 0.000643 0.001636
k117 k339 0.000628 0.001636
k117 k340 0.000647 0.001639
k117 k341 0.000644 0.001636
k117 k342 0.000642 0.001635
k117 k343 0.000642 0.001635
k117 k344 0.000642 0.001635
k117 k345 0.000642 0.001635
k117 k346 0.000642 0.001635
k117 k347 0.000642 0.001635
k117 k348 0.000642 0.001635
k117 k349 0.000642 0.001635
k117 k350 0.000642 0.001635
k117 k351 0.000642 0.001635
k117 k352 0.000642 0.001635
k117 k353 0.000641 0.001635
k117 k354 0.000639 0.001635
k117 k355 0.000642 0.001635
k117 k356 0.000646 0.001636
k117 k357 0.000641 0.001635
k117 k358 0.000645 0.001636
k117 k359 0.000642 0.001635
k117 k360 0.000640 0.001634
k117 k361 0.000643 0.001635
k117 k362 0.000647 0.001637
k117 k363 0.000642 0.001635
k117 k364 0.000642 0.001635
k117 k365 0.000642 0.001635
k117 k366 0.000642 0.001635
k117 k367 0.000642 0.001635
k117 k368 0.000642 0.001635
k117 k369 0.000642 0.001635
k117 k370 0.000642 0.001635
k117 k371 0.000642 0.001635
k117 k372 0.000642 0.001635
k117 k373 0.000642 0.001635
k117 k374 0.000642 0.001635
k117 k375 0.000642 0.001635
k117 k376 0.000642 0.001635
k117 k377 0.000642 0.001635
k117 k378 0.000642 0.001635
k117 k379 0.000642 0.001635
k117 k380 0.000642 0.001635
k117 k381 0.000642 0.001635
k117 k382 0.000642 0.001635
k117 k383 0.000642 0.001635
k117 k384 0.000642 0.001635
k117 k385 0.000643 0.001635
k117 k386 0.000642 0.001635
k117 k387 0.000642 0.001635
k117 k388 0.000642 0.001635
k117 k389 0.000642 0.001635
k117 k390 0.000642 0.001635
k117 k391 0.000642 0.001635
k117 k392 0.000642 0.001635
k117 k393 0.000642 0.001636
k117 k394 0.000642 0.001635
k117 k395 0.000642 0.001635
k117 k396 0.000639 0.001636
k117 k397 0.000642 0.001635
k117 k398 0.000650 0.001635
k117 k399 0.000639 0.001636
k117 k400 0.000644 0.001635
k117 k401 0.000642 0.001635
k117 k402 0.000645 0.001636
k117 k403 0.000641 0.001635
k117 k404 0.000641 0.001635
k117 k405 0.000642 0.001635
k118 k119 0.000676 0.001733
k118 k120 0.000678 0.001737
k118 k121 0.000678 0.001737
k118 k122 0.000678 0.001737
k118 k123 0.000678 0.001737
k118 k124 0.000678 0.001737
k118 k125 0.000678 0.001737
k118 k126 0.000678 0.001737
k118 k127 0.000678 0.001737
k118 k128 0.000678 0.001737
k118 k129 0.000678 0.001737
k118 k130 0.000678 0.001737
k118 k131 0.000678 0.001737
k118 k132 0.000678 0.001737
k118 k133 0.000678 0.001737
k118 k134 0.000678 0.001737
k118 k135 0.000678 0.001737
k118 k136 0.000679 0.001737
k118 k137 0.000678 0.001737
k118 k138 0.000686 0.001738
k118 k139 0.000680 0.001738
k118 k140 0.000678 0.001738
k118 k141 0.000678 0.001737
k118 k142 0.000678 0.001737
k118 k143 0.000678 0.001737
k118 k144 0.000678 0.001737
k118 k145 0.000678 0.001737
k118 k146 0.000678 0.001737
k118 k147 0.000678 0.001737
k118 k148 0.000678 0.001737
k118 k149 0.000678 0.001737
k118 k150 0.000679 0.001737
k118 k151 0.000678 0.001737
k118 k152 0.000678 0.001737
k118 k153 0.000678 0.001737
k118 k154 0.000678 0.001737
k118 k155 0.000678 0.001737
k118 k156 0.000678 0.001737
k118 k157 0.000678 0.001737
k118 k158 0.000678 0.001737
k118 k159 0.000678 0.001736
k118 k160 0.000680 0.001736
k118 k161 0.000684 0.001738
k118 k162 0.000678 0.001737
k118 k163 0.000679 0.001737
k118 k164 0.000678 0.001737
k118 k165 0.000678 0.001737
k118 k166 0.000678 0.001737
k118 k167 0.000678 0.001737
k118 k168 0.000678 0.001737
k118 k169 0.000678 0.001737
k118 k170 0.000678 0.001737
k118 k171 0.000679 0.001737
k118 k172 0.000678 0.001737
k118 k173 0.000678 0.001737
k118 k174 0.000678 0.001737
k118 k175 0.000678 0.001737
k118 k176 0.000678 0.001737
k118 k177 0.000678 0.001737
k118 k178 0.000677 0.001735
k118 k179 0.000681 0.001743
k118 k180 0.000677 0.001737
k118 k181 0.000618 0.001655
k118 k182 0.000678 0.001737
k118 k183 0.000678 0.001737
k118 k184 0.000679 0.001737
k118 k185 0.000678 0.001737
k118 k186 0.000678 0.001738
k118 k187 0.000678 0.001737
k118 k188 0.000677 0.001737
k118 k189 0.000678 0.001737
k118 k190 0.000677 0.001737
k118 k191 0.000677 0.001733
k118 k192 0.000692 0.001749
k118 k193 0.000686 0.001756
k118 k194 0.000678 0.001737
k118 k195 0.000678 0.001737
k118 k196 0.000678 0.001737
k118 k197 0.000678 0.001737
k118 k198 0.000678 0.001737
k118 k199 0.000680 0.001738
k118 k200 0.000679 0.001737
k118 k201 0.000678 0.001737
k118 k202 0.000678 0.001737
k118 k203 0.000644 0.001648
k118 k204 0.000679 0.001738
k118 k205 0.000679 0.001737
k118 k206 0.000678 0.001737
k118 k207 0.000680 0.001739
k118 k208 0.000677 0.001736
k118 k209 0.000677 0.001737
k118 k210 0.000678 0.001737
k118 k211 0.000676 0.001737
k118 k212 0.000674 0.001730
k118 k213 0.000689 0.001751
k118 k214 0.000677 0.001736
k118 k215 0.000677 0.001737
k118 k216 0.000678 0.001737
k118 k217 0.000678 0.001737
k118 k218 0.000678 0.001737
k118 k219 0.000678 0.001737
k118 k220 0.000678 0.001737
k118 k221 0.000678 0.001737
k118 k222 0.000678 0.001737
k118 k223 0.000683 0.001746
k118 k224 0.000677 0.001736
k118 k225 0.000677 0.001737
k118 k226 0.000678 0.001737
k118 k227 0.000678 0.001737
k118 k228 0.000678 0.001737
k118 k229 0.000678 0.001737
k118 k230 0.000678 0.001737
k118 k231 0.000678 0.001737
k118 k232 0.000678 0.001737
k118 k233 0.000679 0.001737
k118 k234 0.000680 0.001740
k118 k235 0.000678 0.001737
k118 k236 0.000678 0.001737
k118 k237 0.000678 0.001737
k118 k238 0.000678 0.001737
k118 k239 0.000678 0.001737
k118 k240 0.000678 0.001737
k118 k241 0.000678 0.001737
k118 k242 0.000678 0.001737
k118 k243 0.000678 0.001737
k118 k244 0.000678 0.001736
k118 k245 0.000676 0.001736
k118 k246 0.000678 0.001737
k118 k247 0.000678 0.001737
k118 k248 0.000678 0.001737
k118 k249 0.000678 0.001737
k118 k250 0.000678 0.001737
k118 k251 0.000678 0.001737
k118 k252 0.000678 0.001737
k118 k253 0.000678 0.001737
k118 k254 0.000678 0.001737
k118 k255 0.000678 0.001737
k118 k256 0.000678 0.001737
k118 k257 0.000678 0.001737
k118 k258 0.000678 0.001737
k118 k259 0.000678 0.001737
k118 k260 0.000678 0.001737
k118 k261 0.000678 0.001737
k118 k262 0.000678 0.001737
k118 k263 0.000678 0.001737
k118 k264 0.000678 0.001737
k118 k265 0.000681 0.001744
k118 k266 0.000677 0.001737
k118 k267 0.000678 0.001737
k118 k268 0.000678 0.001737
k118 k269 0.000678 0.001737
k118 k270 0.000678 0.001737
k118 k271 0.000678 0.001737
k118 k272 0.000678 0.001737
k118 k273 0.000678 0.001737
k118 k274 0.000677 0.001737
k118 k275 0.000678 0.001738
k118 k276 0.000669 0.001722
k118 k277 0.000677 0.001737
k118 k278 0.000678 0.001737
k118 k279 0.000678 0.001737
k118 k280 0.000678 0.001737
k118 k281 0.000678 0.001737
k118 k282 0.000678 0.001737
k118 k283 0.000678 0.001737
k118 k284 0.000678 0.001737
k118 k285 0.000678 0.001737
k118 k286 0.000678 0.001737
k118 k287 0.000678 0.001737
k118 k288 0.000677 0.001737
k118 k289 0.000678 0.001737
k118 k290 0.000679 0.001737
k118 k291 0.000690 0.001759
k118 k292 0.000678 0.001737
k118 k293 0.000691 0.001736
k118 k294 0.000677 0.001738
k118 k295 0.000665 0.001737
k118 k296 0.000676 0.001736
k118 k297 0.000684 0.001750
k118 k298 0.000765 0.001819
k118 k299 0.000692 0.001734
k118 k300 0.000678 0.001737
k118 k301 0.000678 0.001737
k118 k302 0.000676 0.001737
k118 k303 0.000678 0.001737
k118 k304 0.000678 0.001737
k118 k305 0.000678 0.001737
k118 k306 0.000678 0.001737
k118 k307 0.000677 0.001737
k118 k308 0.000677 0.001737
k118 k309 0.000678 0.001737
k118 k310 0.000678 0.001737
k118 k311 0.000680 0.001736
k118 k312 0.000683 0.001731
k118 k313 0.000678 0.001737
k118 k314 0.000661 0.001737
k118 k315 0.000678 0.001737
k118 k316 0.000647 0.001736
k118 k317 0.000678 0.001737
k118 k318 0.000675 0.001754
k118 k319 0.000669 0.001737
k118 k320 0.000668 0.001735
k118 k321 0.000679 0.001737
k118 k322 0.000678 0.001737
k118 k323 0.000679 0.001737
k118 k324 0.000678 0.001737
k118 k325 0.000678 0.001737
k118 k326 0.000678 0.001737
k118 k327 0.000678 0.001737
k118 k328 0.000678 0.001737
k118 k329 0.000678 0.001737
k118 k330 0.000677 0.001736
k118 k331 0.000678 0.001737
k118 k332 0.000678 0.001736
k118 k333 0.000661 0.001726
k118 k334 0.000678 0.001737
k118 k335 0.000678 0.001737
k118 k336 0.000678 0.001737
k118 k337 0.000694 0.001740
k118 k338 0.000678 0.001737
k118 k339 0.000656 0.001739
k118 k340 0.000682 0.001740
k118 k341 0.000679 0.001737
k118 k342 0.000678 0.001737
k118 k343 0.000678 0.001737
k118 k344 0.000678 0.001737
k118 k345 0.000678 0.001737
k118 k346 0.000678 0.001737
k118 k347 0.000678 0.001737
k118 k348 0.000678 0.001737
k118 k349 0.000678 0.001737
k118 k350 0.000678 0.001737
k118 k351 0.000678 0.001737
k118 k352 0.000678 0.001737
k118 k353 0.000678 0.001737
k118 k354 0.000676 0.001737
k118 k355 0.000678 0.001737
k118 k356 0.000676 0.001737
k118 k357 0.000678 0.001737
k118 k358 0.000677 0.001737
k118 k359 0.000678 0.001737
k118 k360 0.000677 0.001736
k118 k361 0.000678 0.001737
k118 k362 0.000677 0.001737
k118 k363 0.000678 0.001737
k118 k364 0.000678 0.001737
k118 k365 0.000678 0.001737
k118 k366 0.000678 0.001737
k118 k367 0.000678 0.001737
k118 k368 0.000678 0.001737
k118 k369 0.000678 0.001737
k118 k370 0.000678 0.001737
k118 k371 0.000678 0.001737
k118 k372 0.000678 0.001737
k118 k373 0.000678 0.001737
k118 k374 0.000678 0.001737
k118 k375 0.000678 0.001737
k118 k376 0.000678 0.001737
k118 k377 0.000678 0.001737
k118 k378 0.000678 0.001737
k118 k379 0.000678 0.001737
k118 k380 0.000678 0.001737
k118 k381 0.000678 0.001737
k118 k382 0.000678 0.001737
k118 k383 0.000678 0.001737
k118 k384 0.000678 0.001737
k118 k385 0.000678 0.001737
k118 k386 0.000678 0.001737
k118 k387 0.000678 0.001737
k118 k388 0.000678 0.001737
k118 k389 0.000678 0.001737
k118 k390 0.000678 0.001737
k118 k391 0.000678 0.001737
k118 k392 0.000678 0.001737
k118 k393 0.000677 0.001737
k118 k394 0.000678 0.001737
k118 k395 0.000678 0.001737
k118 k396 0.000680 0.001737
k118 k397 0.000678 0.001737
k118 k398 0.000679 0.001737
k118 k399 0.000676 0.001737
k118 k400 0.000677 0.001736
k118 k401 0.000678 0.001737
k118 k402 0.000681 0.001737
k118 k403 0.000676 0.001737
k118 k404 0.000677 0.001737
k118 k405 0.000678 0.001737
k119 k120 0.001611 0.002732
k119 k121 0.001611 0.002732
k119 k122 0.001611 0.002732
k119 k123 0.001611 0.002732
k119 k124 0.001611 0.002732
k119 k125 0.001611 0.002732
k119 k126 0.001611 0.002732
k119 k127 0.001611 0.002732
k119 k128 0.001611 0.002732
k119 k129 0.001609 0.002731
k119 k130 0.001611 0.002732
k119 k131 0.001611 0.002732
k119 k132 0.001611 0.002732
k119 k133 0.001611 0.002732
k119 k134 0.001611 0.002732
k119 k135 0.001611 0.002732
k119 k136 0.001611 0.002732
k119 k137 0.001611 0.002732
k119 k138 0.001612 0.002731
k119 k139 0.001611 0.002733
k119 k140 0.001609 0.002733
k119 k141 0.001611 0.002732
k119 k142 0.001612 0.002732
k119 k143 0.001611 0.002732
k119 k144 0.001611 0.002732
k119 k145 0.001611 0.002732
k119 k146 0.001611 0.002732
k119 k147 0.001611 0.002732
k119 k148 0.001610 0.002732
k119 k149 0.001611 0.002732
k119 k150 0.001613 0.002732
k119 k151 0.001611 0.002732
k119 k152 0.001611 0.002732
k119 k153 0.001611 0.002732
k119 k154 0.001611 0.002732
k119 k155 0.001611 0.002732
k119 k156 0.001611 0.002732
k119 k157 0.001611 0.002732
k119 k158 0.001611 0.002732
k119 k159 0.001606 0.002731
k119 k160 0.001605 0.002731
k119 k161 0.001607 0.002733
k119 k162 0.001611 0.002732
k119 k163 0.001610 0.002732
k119 k164 0.001611 0.002732
k119 k165 0.001611 0.002732
k119 k166 0.001611 0.002732
k119 k167 0.001611 0.002732
k119 k168 0.001611 0.002732
k119 k169 0.001612 0.002732
k119 k170 0.001611 0.002732
k119 k171 0.001608 0.002731
k119 k172 0.001611 0.002732
k119 k173 0.001612 0.002732
k119 k174 0.001611 0.002732
k119 k175 0.001611 0.002732
k119 k176 0.001611 0.002732
k119 k177 0.001611 0.002732
k119 k178 0.001611 0.002731
k119 k179 0.001606 0.002728
k119 k180 0.001609 0.002732
k119 k181 0.001568 0.002677
k119 k182 0.001611 0.002732
k119 k183 0.001611 0.002732
k119 k184 0.001612 0.002731
k119 k185 0.001611 0.002732
k119 k186 0.001612 0.002732
k119 k187 0.001610 0.002732
k119 k188 0.001611 0.002732
k119 k189 0.001611 0.002732
k119 k190 0.001612 0.002732
k119 k191 0.001609 0.002729
k119 k192 0.001626 0.002741
k119 k193 0.001614 0.002744
k119 k194 0.001610 0.002732
k119 k195 0.001611 0.002732
k119 k196 0.001611 0.002732
k119 k197 0.001611 0.002732
k119 k198 0.001611 0.002732
k119 k199 0.001598 0.002725
k119 k200 0.001613 0.002732
k119 k201 0.001612 0.002732
k119 k202 0.001611 0.002732
k119 k203 0.001526 0.002670
