Parameter S1 S1_conf ST ST_conf
k20 k319 0.007764 0.015284
k20 k320 0.007821 0.015235
k20 k321 0.007735 0.015238
k20 k322 0.007742 0.015239
k20 k323 0.007758 0.015242
k20 k324 0.007739 0.015239
k20 k325 0.007740 0.015239
k20 k326 0.007739 0.015239
k20 k327 0.007741 0.015239
k20 k328 0.007737 0.015238
k20 k329 0.007742 0.015236
k20 k330 0.007709 0.015265
k20 k331 0.007740 0.015239
k20 k332 0.007753 0.015219
k20 k333 0.007661 0.015165
k20 k334 0.007716 0.015247
k20 k335 0.007739 0.015239
k20 k336 0.007626 0.015165
k20 k337 0.007831 0.015060
k20 k338 0.007726 0.015238
k20 k339 0.007431 0.015371
k20 k340 0.007586 0.015225
k20 k341 0.007694 0.015193
k20 k342 0.007739 0.015239
k20 k343 0.007739 0.015239
k20 k344 0.007739 0.015239
k20 k345 0.007739 0.015239
k20 k346 0.007739 0.015239
k20 k347 0.007739 0.015239
k20 k348 0.007739 0.015239
k20 k349 0.007738 0.015238
k20 k350 0.007739 0.015239
k20 k351 0.007736 0.015246
k20 k352 0.007741 0.015239
k20 k353 0.007736 0.015239
k20 k354 0.007707 0.015244
k20 k355 0.007747 0.015245
k20 k356 0.007729 0.015238
k20 k357 0.007728 0.015227
k20 k358 0.007742 0.015236
k20 k359 0.007739 0.015239
k20 k360 0.007722 0.015244
k20 k361 0.007753 0.015239
k20 k362 0.007836 0.015254
k20 k363 0.007739 0.015239
k20 k364 0.007739 0.015239
k20 k365 0.007739 0.015239
k20 k366 0.007739 0.015239
k20 k367 0.007739 0.015239
k20 k368 0.007739 0.015239
k20 k369 0.007739 0.015239
k20 k370 0.007739 0.015239
k20 k371 0.007739 0.015239
k20 k372 0.007739 0.015239
k20 k373 0.007739 0.015239
k20 k374 0.007739 0.015239
k20 k375 0.007739 0.015239
k20 k376 0.007739 0.015239
k20 k377 0.007739 0.015239
k20 k378 0.007738 0.015239
k20 k379 0.007739 0.015239
k20 k380 0.007739 0.015239
k20 k381 0.007739 0.015239
k20 k382 0.007739 0.015239
k20 k383 0.007739 0.015239
k20 k384 0.007739 0.015239
k20 k385 0.007729 0.015238
k20 k386 0.007734 0.015232
k20 k387 0.007738 0.015239
k20 k388 0.007739 0.015239
k20 k389 0.007739 0.015239
k20 k390 0.007739 0.015239
k20 k391 0.007738 0.015239
k20 k392 0.007741 0.015239
k20 k393 0.007751 0.015232
k20 k394 0.007740 0.015239
k20 k395 0.007739 0.015239
k20 k396 0.007771 0.015275
k20 k397 0.007730 0.015218
k20 k398 0.007926 0.015296
k20 k399 0.007715 0.015201
k20 k400 0.007736 0.015234
k20 k401 0.007739 0.015239
k20 k402 0.007671 0.015275
k20 k403 0.007760 0.015248
k20 k404 0.007733 0.015217
k20 k405 0.007740 0.015239
k21 k22 -0.005772 0.036819
k21 k23 -0.005729 0.036776
k21 k24 -0.005764 0.036817
k21 k25 -0.005732 0.036823
k21 k26 -0.005831 0.036814
k21 k27 -0.005747 0.036821
k21 k28 -0.005564 0.036757
k21 k29 -0.005614 0.036821
k21 k30 -0.005602 0.036864
k21 k31 -0.005898 0.036744
k21 k32 -0.005730 0.036837
k21 k33 -0.005761 0.036819
k21 k34 -0.006031 0.036724
k21 k35 -0.005801 0.036818
k21 k36 -0.005756 0.036817
k21 k37 -0.005757 0.036817
k21 k38 -0.006262 0.036935
k21 k39 -0.005827 0.036847
k21 k40 -0.005759 0.036814
k21 k41 -0.005819 0.036825
k21 k42 -0.005191 0.036712
k21 k43 -0.005912 0.036800
k21 k44 -0.005754 0.036817
k21 k45 -0.005785 0.036819
k21 k46 -0.005648 0.036818
k21 k47 -0.005749 0.036815
k21 k48 -0.005886 0.036764
k21 k49 -0.005899 0.036829
k21 k50 -0.005670 0.036876
k21 k51 -0.005608 0.036831
k21 k52 -0.005473 0.036831
k21 k53 -0.005858 0.036803
k21 k54 -0.005593 0.036808
k21 k55 -0.005856 0.036820
k21 k56 -0.005667 0.036801
k21 k57 -0.006202 0.036769
k21 k58 -0.005689 0.036801
k21 k59 -0.005758 0.036817
k21 k60 -0.005758 0.036817
k21 k61 -0.006048 0.036823
k21 k62 -0.005764 0.036818
k21 k63 -0.005859 0.036836
k21 k64 -0.005759 0.036817
k21 k65 -0.005759 0.036817
k21 k66 -0.005760 0.036817
k21 k67 -0.005765 0.036818
k21 k68 -0.005914 0.036818
k21 k69 -0.005782 0.036823
k21 k70 -0.005754 0.036765
k21 k71 -0.005746 0.036823
k21 k72 -0.005758 0.036817
k21 k73 -0.005725 0.036836
k21 k74 -0.005758 0.036817
k21 k75 -0.005794 0.036819
k21 k76 -0.005758 0.036817
k21 k77 -0.005756 0.036817
k21 k78 -0.005758 0.036817
k21 k79 -0.005759 0.036817
k21 k80 -0.004901 0.036697
k21 k81 -0.005771 0.036815
k21 k82 -0.005156 0.036673
k21 k83 -0.005709 0.036824
k21 k84 -0.005760 0.036817
k21 k85 -0.005759 0.036817
k21 k86 -0.005929 0.036815
k21 k87 -0.005769 0.036822
k21 k88 -0.005710 0.036813
k21 k89 -0.005781 0.036809
k21 k90 -0.005771 0.036817
k21 k91 -0.005837 0.036825
k21 k92 -0.005709 0.036895
k21 k93 -0.005759 0.036821
k21 k94 -0.005758 0.036817
k21 k95 -0.005758 0.036817
k21 k96 -0.005758 0.036817
k21 k97 -0.005759 0.036817
k21 k98 -0.005758 0.036817
k21 k99 -0.005758 0.036817
k21 k100 -0.005758 0.036817
k21 k101 -0.005762 0.036817
k21 k102 -0.005758 0.036817
k21 k103 -0.005756 0.036817
k21 k104 -0.006012 0.036818
k21 k105 -0.005911 0.036885
k21 k106 -0.005672 0.036843
k21 k107 -0.005305 0.036854
k21 k108 -0.004490 0.036227
k21 k109 -0.005761 0.036781
k21 k110 -0.006191 0.036833
k21 k111 -0.005756 0.036817
k21 k112 -0.005758 0.036817
k21 k113 -0.005758 0.036817
k21 k114 -0.005755 0.036817
k21 k115 -0.005513 0.036783
k21 k116 -0.005758 0.036817
k21 k117 -0.005735 0.036819
k21 k118 -0.005758 0.036811
k21 k119 -0.005713 0.036817
k21 k120 -0.005758 0.036817
k21 k121 -0.005755 0.036816
k21 k122 -0.005758 0.036817
k21 k123 -0.005758 0.036817
k21 k124 -0.005757 0.036817
k21 k125 -0.005758 0.036817
k21 k126 -0.005759 0.036817
k21 k127 -0.005751 0.036816
k21 k128 -0.005758 0.036817
k21 k129 -0.005749 0.036812
k21 k130 -0.005784 0.036819
k21 k131 -0.005758 0.036817
k21 k132 -0.005758 0.036817
k21 k133 -0.005758 0.036817
k21 k134 -0.005758 0.036817
k21 k135 -0.005759 0.036817
k21 k136 -0.005742 0.036817
k21 k137 -0.005758 0.036817
k21 k138 -0.005779 0.036825
k21 k139 -0.005765 0.036821
k21 k140 -0.005827 0.036821
k21 k141 -0.005758 0.036817
k21 k142 -0.005760 0.036813
k21 k143 -0.005758 0.036817
k21 k144 -0.005758 0.036817
k21 k145 -0.005759 0.036817
k21 k146 -0.005759 0.036817
k21 k147 -0.005758 0.036817
k21 k148 -0.005784 0.036812
k21 k149 -0.005762 0.036818
k21 k150 -0.005727 0.036815
k21 k151 -0.005758 0.036817
k21 k152 -0.005758 0.036817
k21 k153 -0.005758 0.036817
k21 k154 -0.005758 0.036817
k21 k155 -0.005758 0.036817
k21 k156 -0.005759 0.036817
k21 k157 -0.005757 0.036818
k21 k158 -0.005757 0.036817
k21 k159 -0.005715 0.036816
k21 k160 -0.005701 0.036814
k21 k161 -0.005549 0.036807
k21 k162 -0.005758 0.036817
k21 k163 -0.005783 0.036818
k21 k164 -0.005757 0.036817
k21 k165 -0.005784 0.036819
k21 k166 -0.005758 0.036817
k21 k167 -0.005755 0.036817
k21 k168 -0.005752 0.036816
k21 k169 -0.005808 0.036811
k21 k170 -0.005745 0.036815
k21 k171 -0.005641 0.036824
k21 k172 -0.005758 0.036817
k21 k173 -0.005847 0.036811
k21 k174 -0.005757 0.036817
k21 k175 -0.005760 0.036817
k21 k176 -0.005758 0.036817
k21 k177 -0.005758 0.036818
k21 k178 -0.005700 0.036817
k21 k179 -0.005758 0.036814
k21 k180 -0.005759 0.036817
k21 k181 -0.005874 0.036792
k21 k182 -0.005758 0.036817
k21 k183 -0.005759 0.036817
k21 k184 -0.005743 0.036823
k21 k185 -0.005759 0.036817
k21 k186 -0.005743 0.036817
k21 k187 -0.005748 0.036824
k21 k188 -0.005737 0.036813
k21 k189 -0.005768 0.036817
k21 k190 -0.005787 0.036809
k21 k191 -0.005744 0.036821
k21 k192 -0.005851 0.036818
k21 k193 -0.005866 0.036826
k21 k194 -0.005774 0.036816
k21 k195 -0.005758 0.036817
k21 k196 -0.005759 0.036817
k21 k197 -0.005758 0.036817
k21 k198 -0.005763 0.036817
k21 k199 -0.005766 0.036813
k21 k200 -0.005844 0.036818
k21 k201 -0.005755 0.036818
k21 k202 -0.005758 0.036817
k21 k203 -0.006091 0.036792
k21 k204 -0.005762 0.036818
k21 k205 -0.005681 0.036816
k21 k206 -0.005749 0.036818
k21 k207 -0.005758 0.036817
k21 k208 -0.005754 0.036817
k21 k209 -0.005749 0.036819
k21 k210 -0.005750 0.036817
k21 k211 -0.005708 0.036806
k21 k212 -0.005747 0.036813
k21 k213 -0.005776 0.036819
k21 k214 -0.005742 0.036810
k21 k215 -0.005741 0.036817
k21 k216 -0.005758 0.036817
k21 k217 -0.005758 0.036817
k21 k218 -0.005758 0.036817
k21 k219 -0.005759 0.036817
k21 k220 -0.005759 0.036817
k21 k221 -0.005758 0.036817
k21 k222 -0.005758 0.036817
k21 k223 -0.005739 0.036818
k21 k224 -0.005740 0.036816
k21 k225 -0.005758 0.036817
k21 k226 -0.005760 0.036817
k21 k227 -0.005758 0.036817
k21 k228 -0.005758 0.036817
k21 k229 -0.005757 0.036817
k21 k230 -0.005759 0.036818
k21 k231 -0.005755 0.036817
k21 k232 -0.005755 0.036817
k21 k233 -0.005752 0.036817
k21 k234 -0.005752 0.036816
k21 k235 -0.005770 0.036819
k21 k236 -0.005758 0.036817
k21 k237 -0.005758 0.036817
k21 k238 -0.005759 0.036817
k21 k239 -0.005759 0.036817
k21 k240 -0.005750 0.036817
k21 k241 -0.005758 0.036817
k21 k242 -0.005751 0.036817
k21 k243 -0.005759 0.036817
k21 k244 -0.005760 0.036817
k21 k245 -0.005771 0.036819
k21 k246 -0.005759 0.036817
k21 k247 -0.005761 0.036817
k21 k248 -0.005768 0.036816
k21 k249 -0.005758 0.036817
k21 k250 -0.005759 0.036817
k21 k251 -0.005755 0.036817
k21 k252 -0.005762 0.036817
k21 k253 -0.005758 0.036817
k21 k254 -0.005753 0.036817
k21 k255 -0.005755 0.036818
k21 k256 -0.005759 0.036817
k21 k257 -0.005758 0.036817
k21 k258 -0.005758 0.036817
k21 k259 -0.005759 0.036817
k21 k260 -0.005759 0.036817
k21 k261 -0.005758 0.036817
k21 k262 -0.005757 0.036817
k21 k263 -0.005758 0.036817
k21 k264 -0.005759 0.036817
k21 k265 -0.005705 0.036818
k21 k266 -0.005734 0.036816
k21 k267 -0.005759 0.036818
k21 k268 -0.005764 0.036817
k21 k269 -0.005759 0.036817
k21 k270 -0.005757 0.036817
k21 k271 -0.005755 0.036817
k21 k272 -0.005767 0.036819
k21 k273 -0.005757 0.036816
k21 k274 -0.005761 0.036818
k21 k275 -0.005737 0.036815
k21 k276 -0.005759 0.036811
k21 k277 -0.005737 0.036818
k21 k278 -0.005754 0.036818
k21 k279 -0.005758 0.036817
k21 k280 -0.005751 0.036816
k21 k281 -0.005758 0.036820
k21 k282 -0.005758 0.036817
k21 k283 -0.005758 0.036817
k21 k284 -0.005758 0.036817
k21 k285 -0.005758 0.036817
k21 k286 -0.005766 0.036816
k21 k287 -0.005766 0.036817
k21 k288 -0.005771 0.036814
k21 k289 -0.005759 0.036817
k21 k290 -0.005818 0.036813
k21 k291 -0.005514 0.036803
k21 k292 -0.005765 0.036816
k21 k293 -0.005799 0.036781
k21 k294 -0.005735 0.036818
k21 k295 -0.005838 0.036834
k21 k296 -0.005795 0.036822
k21 k297 -0.005866 0.036845
k21 k298 -0.005479 0.036825
k21 k299 -0.005952 0.036859
k21 k300 -0.005754 0.036817
k21 k301 -0.005777 0.036816
k21 k302 -0.005852 0.036801
k21 k303 -0.005757 0.036817
k21 k304 -0.005764 0.036817
k21 k305 -0.005759 0.036817
k21 k306 -0.005758 0.036817
k21 k307 -0.005774 0.036822
k21 k308 -0.005782 0.036817
k21 k309 -0.005785 0.036813
k21 k310 -0.005757 0.036816
k21 k311 -0.005727 0.036792
k21 k312 -0.006151 0.036789
k21 k313 -0.005774 0.036817
k21 k314 -0.005540 0.036839
k21 k315 -0.005758 0.036817
k21 k316 -0.005328 0.036781
k21 k317 -0.005694 0.036819
k21 k318 -0.005966 0.036775
k21 k319 -0.005838 0.036841
k21 k320 -0.005864 0.036790
k21 k321 -0.005769 0.036815
k21 k322 -0.005761 0.036818
k21 k323 -0.005794 0.036815
k21 k324 -0.005764 0.036817
k21 k325 -0.005757 0.036817
k21 k326 -0.005760 0.036817
k21 k327 -0.005757 0.036817
k21 k328 -0.005769 0.036817
k21 k329 -0.005751 0.036819
k21 k330 -0.005853 0.036807
k21 k331 -0.005770 0.036818
k21 k332 -0.005894 0.036789
k21 k333 -0.005567 0.036881
k21 k334 -0.005753 0.036817
k21 k335 -0.005758 0.036817
k21 k336 -0.006162 0.036821
k21 k337 -0.006291 0.036743
k21 k338 -0.005765 0.036824
k21 k339 -0.006082 0.036875
k21 k340 -0.006013 0.036902
k21 k341 -0.005942 0.036788
k21 k342 -0.005759 0.036817
k21 k343 -0.005758 0.036817
k21 k344 -0.005758 0.036817
k21 k345 -0.005758 0.036817
k21 k346 -0.005758 0.036817
k21 k347 -0.005757 0.036817
k21 k348 -0.005756 0.036817
k21 k349 -0.005757 0.036817
k21 k350 -0.005758 0.036817
k21 k351 -0.005769 0.036817
k21 k352 -0.005758 0.036817
k21 k353 -0.005773 0.036815
k21 k354 -0.005866 0.036817
k21 k355 -0.005765 0.036817
k21 k356 -0.005749 0.036812
k21 k357 -0.005729 0.036817
k21 k358 -0.005767 0.036836
k21 k359 -0.005763 0.036817
k21 k360 -0.005713 0.036808
k21 k361 -0.005747 0.036816
k21 k362 -0.005748 0.036798
k21 k363 -0.005760 0.036817
k21 k364 -0.005757 0.036817
k21 k365 -0.005758 0.036817
k21 k366 -0.005759 0.036817
k21 k367 -0.005759 0.036817
k21 k368 -0.005758 0.036817
k21 k369 -0.005758 0.036817
k21 k370 -0.005758 0.036817
k21 k371 -0.005756 0.036817
k21 k372 -0.005759 0.036817
k21 k373 -0.005758 0.036817
k21 k374 -0.005730 0.036815
k21 k375 -0.005757 0.036817
k21 k376 -0.005757 0.036817
k21 k377 -0.005758 0.036818
k21 k378 -0.005756 0.036818
k21 k379 -0.005757 0.036817
k21 k380 -0.005758 0.036817
k21 k381 -0.005755 0.036817
k21 k382 -0.005758 0.036817
k21 k383 -0.005759 0.036817
k21 k384 -0.005758 0.036817
k21 k385 -0.005762 0.036816
k21 k386 -0.005753 0.036817
k21 k387 -0.005760 0.036817
k21 k388 -0.005758 0.036817
k21 k389 -0.005758 0.036817
k21 k390 -0.005758 0.036817
k21 k391 -0.005759 0.036815
k21 k392 -0.005756 0.036817
k21 k393 -0.005767 0.036817
k21 k394 -0.005758 0.036817
k21 k395 -0.005758 0.036817
k21 k396 -0.005737 0.036822
k21 k397 -0.005760 0.036819
k21 k398 -0.005693 0.036850
k21 k399 -0.005711 0.036808
k21 k400 -0.005695 0.036820
k21 k401 -0.005754 0.036818
k21 k402 -0.005838 0.036815
k21 k403 -0.005741 0.036820
k21 k404 -0.005700 0.036814
k21 k405 -0.005756 0.036817
k22 k23 -0.000510 0.002956
k22 k24 -0.000458 0.003022
k22 k25 -0.000459 0.003022
k22 k26 -0.000456 0.003023
k22 k27 -0.000459 0.003022
k22 k28 -0.000460 0.003015
k22 k29 -0.000454 0.003017
k22 k30 -0.000400 0.003058
k22 k31 -0.000444 0.003012
k22 k32 -0.000456 0.003022
k22 k33 -0.000459 0.003022
k22 k34 -0.000442 0.002995
k22 k35 -0.000461 0.003017
k22 k36 -0.000459 0.003022
k22 k37 -0.000459 0.003022
k22 k38 -0.000496 0.003021
k22 k39 -0.000461 0.003021
k22 k40 -0.000458 0.003021
k22 k41 -0.000454 0.003022
k22 k42 -0.000437 0.003021
k22 k43 -0.000457 0.003022
k22 k44 -0.000459 0.003022
k22 k45 -0.000460 0.003022
k22 k46 -0.000457 0.003025
k22 k47 -0.000459 0.003022
k22 k48 -0.000443 0.003019
k22 k49 -0.000473 0.003023
k22 k50 -0.000462 0.003025
k22 k51 -0.000467 0.003024
k22 k52 -0.000460 0.003020
k22 k53 -0.000461 0.003026
k22 k54 -0.000468 0.003014
k22 k55 -0.000456 0.003022
k22 k56 -0.000475 0.003005
k22 k57 -0.000473 0.003036
k22 k58 -0.000468 0.003023
k22 k59 -0.000459 0.003022
k22 k60 -0.000459 0.003022
k22 k61 -0.000469 0.003023
k22 k62 -0.000458 0.003021
k22 k63 -0.000461 0.003023
k22 k64 -0.000459 0.003022
k22 k65 -0.000459 0.003022
k22 k66 -0.000459 0.003022
k22 k67 -0.000459 0.003022
k22 k68 -0.000462 0.003021
k22 k69 -0.000465 0.003020
k22 k70 -0.000449 0.003021
k22 k71 -0.000459 0.003022
k22 k72 -0.000459 0.003022
k22 k73 -0.000465 0.003021
k22 k74 -0.000459 0.003022
k22 k75 -0.000461 0.003022
k22 k76 -0.000459 0.003022
k22 k77 -0.000459 0.003022
k22 k78 -0.000459 0.003022
k22 k79 -0.000460 0.003022
k22 k80 -0.000428 0.003027
k22 k81 -0.000474 0.003021
k22 k82 -0.000449 0.003019
k22 k83 -0.000459 0.003022
k22 k84 -0.000459 0.003022
k22 k85 -0.000459 0.003022
k22 k86 -0.000471 0.003021
k22 k87 -0.000459 0.003022
k22 k88 -0.000466 0.003021
k22 k89 -0.000458 0.003022
k22 k90 -0.000459 0.003022
k22 k91 -0.000458 0.003022
k22 k92 -0.000453 0.003023
k22 k93 -0.000459 0.003022
k22 k94 -0.000459 0.003022
k22 k95 -0.000459 0.003022
k22 k96 -0.000459 0.003022
k22 k97 -0.000459 0.003022
k22 k98 -0.000459 0.003022
k22 k99 -0.000459 0.003022
k22 k100 -0.000459 0.003022
k22 k101 -0.000457 0.003022
k22 k102 -0.000459 0.003022
k22 k103 -0.000459 0.003022
k22 k104 -0.000462 0.003003
k22 k105 -0.000408 0.003051
k22 k106 -0.000466 0.003003
k22 k107 -0.000454 0.003012
k22 k108 -0.000417 0.003000
k22 k109 -0.000456 0.003025
k22 k110 -0.000438 0.003023
k22 k111 -0.000459 0.003022
k22 k112 -0.000459 0.003022
k22 k113 -0.000459 0.003022
k22 k114 -0.000459 0.003022
k22 k115 -0.000462 0.003021
k22 k116 -0.000459 0.003022
k22 k117 -0.000463 0.003021
k22 k118 -0.000461 0.003020
k22 k119 -0.000467 0.003020
k22 k120 -0.000459 0.003022
k22 k121 -0.000459 0.003022
k22 k122 -0.000459 0.003022
k22 k123 -0.000459 0.003022
k22 k124 -0.000459 0.003022
k22 k125 -0.000459 0.003022
k22 k126 -0.000459 0.003022
k22 k127 -0.000459 0.003022
k22 k128 -0.000459 0.003022
k22 k129 -0.000465 0.003021
k22 k130 -0.000457 0.003022
k22 k131 -0.000459 0.003022
k22 k132 -0.000459 0.003022
k22 k133 -0.000459 0.003022
k22 k134 -0.000459 0.003022
k22 k135 -0.000459 0.003022
k22 k136 -0.000458 0.003022
k22 k137 -0.000459 0.003022
k22 k138 -0.000464 0.003022
k22 k139 -0.000456 0.003023
k22 k140 -0.000456 0.003023
k22 k141 -0.000459 0.003022
k22 k142 -0.000461 0.003022
k22 k143 -0.000459 0.003022
k22 k144 -0.000459 0.003022
k22 k145 -0.000459 0.003022
k22 k146 -0.000459 0.003022
k22 k147 -0.000459 0.003022
k22 k148 -0.000460 0.003022
k22 k149 -0.000459 0.003022
k22 k150 -0.000462 0.003022
k22 k151 -0.000459 0.003022
k22 k152 -0.000459 0.003022
k22 k153 -0.000459 0.003022
k22 k154 -0.000459 0.003022
k22 k155 -0.000459 0.003022
k22 k156 -0.000459 0.003022
k22 k157 -0.000455 0.003023
k22 k158 -0.000459 0.003022
k22 k159 -0.000450 0.003020
k22 k160 -0.000455 0.003021
k22 k161 -0.000454 0.003020
k22 k162 -0.000459 0.003022
k22 k163 -0.000459 0.003022
k22 k164 -0.000459 0.003022
k22 k165 -0.000457 0.003022
k22 k166 -0.000459 0.003022
k22 k167 -0.000459 0.003022
k22 k168 -0.000459 0.003022
k22 k169 -0.000459 0.003022
k22 k170 -0.000458 0.003022
k22 k171 -0.000465 0.003020
k22 k172 -0.000459 0.003022
k22 k173 -0.000459 0.003022
k22 k174 -0.000459 0.003022
k22 k175 -0.000459 0.003022
k22 k176 -0.000459 0.003022
k22 k177 -0.000459 0.003022
k22 k178 -0.000462 0.003021
k22 k179 -0.000456 0.003025
k22 k180 -0.000460 0.003022
k22 k181 -0.000549 0.002994
k22 k182 -0.000459 0.003022
k22 k183 -0.000459 0.003022
k22 k184 -0.000458 0.003022
k22 k185 -0.000459 0.003022
k22 k186 -0.000458 0.003023
k22 k187 -0.000459 0.003022
k22 k188 -0.000462 0.003021
k22 k189 -0.000459 0.003022
k22 k190 -0.000462 0.003021
k22 k191 -0.000462 0.003019
k22 k192 -0.000450 0.003024
k22 k193 -0.000448 0.003038
k22 k194 -0.000459 0.003022
k22 k195 -0.000459 0.003022
k22 k196 -0.000459 0.003022
k22 k197 -0.000459 0.003022
k22 k198 -0.000459 0.003022
k22 k199 -0.000458 0.003023
k22 k200 -0.000460 0.003022
k22 k201 -0.000459 0.003022
k22 k202 -0.000459 0.003022
k22 k203 -0.000544 0.002980
k22 k204 -0.000458 0.003022
k22 k205 -0.000454 0.003023
k22 k206 -0.000460 0.003022
k22 k207 -0.000458 0.003023
k22 k208 -0.000458 0.003022
k22 k209 -0.000459 0.003022
k22 k210 -0.000459 0.003022
k22 k211 -0.000466 0.003018
k22 k212 -0.000463 0.003018
k22 k213 -0.000458 0.003029
k22 k214 -0.000454 0.003020
k22 k215 -0.000461 0.003021
k22 k216 -0.000459 0.003022
k22 k217 -0.000459 0.003022
k22 k218 -0.000459 0.003022
k22 k219 -0.000459 0.003022
k22 k220 -0.000459 0.003022
k22 k221 -0.000459 0.003022
k22 k222 -0.000459 0.003022
k22 k223 -0.000453 0.003027
k22 k224 -0.000459 0.003021
k22 k225 -0.000459 0.003022
k22 k226 -0.000459 0.003022
k22 k227 -0.000459 0.003022
k22 k228 -0.000459 0.003022
k22 k229 -0.000459 0.003022
k22 k230 -0.000459 0.003022
k22 k231 -0.000459 0.003022
k22 k232 -0.000459 0.003022
k22 k233 -0.000458 0.003022
k22 k234 -0.000457 0.003024
k22 k235 -0.000458 0.003022
k22 k236 -0.000459 0.003022
k22 k237 -0.000459 0.003022
k22 k238 -0.000459 0.003022
k22 k239 -0.000459 0.003022
k22 k240 -0.000459 0.003022
k22 k241 -0.000459 0.003022
k22 k242 -0.000459 0.003022
k22 k243 -0.000459 0.003022
k22 k244 -0.000459 0.003022
k22 k245 -0.000458 0.003022
k22 k246 -0.000459 0.003022
k22 k247 -0.000459 0.003022
k22 k248 -0.000459 0.003022
k22 k249 -0.000459 0.003022
k22 k250 -0.000459 0.003022
k22 k251 -0.000459 0.003022
k22 k252 -0.000459 0.003022
k22 k253 -0.000459 0.003022
k22 k254 -0.000458 0.003022
k22 k255 -0.000459 0.003022
k22 k256 -0.000459 0.003022
k22 k257 -0.000459 0.003022
k22 k258 -0.000459 0.003022
k22 k259 -0.000459 0.003022
k22 k260 -0.000459 0.003022
k22 k261 -0.000459 0.003022
k22 k262 -0.000459 0.003022
k22 k263 -0.000459 0.003022
k22 k264 -0.000459 0.003022
k22 k265 -0.000455 0.003026
k22 k266 -0.000458 0.003022
k22 k267 -0.000458 0.003022
k22 k268 -0.000459 0.003022
k22 k269 -0.000459 0.003022
k22 k270 -0.000459 0.003022
k22 k271 -0.000459 0.003022
k22 k272 -0.000459 0.003022
k22 k273 -0.000459 0.003022
k22 k274 -0.000458 0.003022
k22 k275 -0.000457 0.003023
k22 k276 -0.000469 0.003013
k22 k277 -0.000460 0.003022
k22 k278 -0.000459 0.003022
k22 k279 -0.000459 0.003022
k22 k280 -0.000459 0.003022
k22 k281 -0.000459 0.003022
k22 k282 -0.000459 0.003022
k22 k283 -0.000459 0.003022
k22 k284 -0.000459 0.003022
k22 k285 -0.000459 0.003022
k22 k286 -0.000458 0.003021
k22 k287 -0.000459 0.003022
k22 k288 -0.000458 0.003021
k22 k289 -0.000459 0.003022
k22 k290 -0.000458 0.003022
k22 k291 -0.000444 0.003035
k22 k292 -0.000458 0.003022
k22 k293 -0.000462 0.003024
k22 k294 -0.000451 0.003022
k22 k295 -0.000457 0.003025
k22 k296 -0.000460 0.003021
k22 k297 -0.000461 0.003032
k22 k298 -0.000407 0.003072
k22 k299 -0.000460 0.003023
k22 k300 -0.000459 0.003022
k22 k301 -0.000459 0.003022
k22 k302 -0.000463 0.003021
k22 k303 -0.000459 0.003022
k22 k304 -0.000459 0.003022
k22 k305 -0.000459 0.003022
k22 k306 -0.000459 0.003022
k22 k307 -0.000460 0.003022
k22 k308 -0.000458 0.003022
k22 k309 -0.000459 0.003022
k22 k310 -0.000460 0.003022
k22 k311 -0.000458 0.003022
k22 k312 -0.000462 0.003012
k22 k313 -0.000458 0.003022
k22 k314 -0.000460 0.003023
k22 k315 -0.000459 0.003022
k22 k316 -0.000491 0.003019
k22 k317 -0.000459 0.003022
k22 k318 -0.000432 0.003027
k22 k319 -0.000480 0.003031
k22 k320 -0.000451 0.003022
k22 k321 -0.000460 0.003022
k22 k322 -0.000459 0.003022
k22 k323 -0.000460 0.003022
k22 k324 -0.000459 0.003022
k22 k325 -0.000459 0.003022
k22 k326 -0.000459 0.003022
k22 k327 -0.000459 0.003022
k22 k328 -0.000459 0.003022
k22 k329 -0.000458 0.003022
k22 k330 -0.000459 0.003022
k22 k331 -0.000459 0.003022
k22 k332 -0.000455 0.003022
k22 k333 -0.000445 0.003021
k22 k334 -0.000458 0.003022
k22 k335 -0.000459 0.003022
k22 k336 -0.000448 0.003025
k22 k337 -0.000425 0.003021
k22 k338 -0.000453 0.003024
k22 k339 -0.000442 0.003033
k22 k340 -0.000452 0.003024
k22 k341 -0.000462 0.003029
k22 k342 -0.000459 0.003022
k22 k343 -0.000459 0.003022
k22 k344 -0.000459 0.003022
k22 k345 -0.000459 0.003022
k22 k346 -0.000459 0.003022
k22 k347 -0.000459 0.003022
k22 k348 -0.000459 0.003022
k22 k349 -0.000459 0.003022
k22 k350 -0.000459 0.003022
k22 k351 -0.000459 0.003022
k22 k352 -0.000459 0.003022
k22 k353 -0.000459 0.003022
k22 k354 -0.000461 0.003022
k22 k355 -0.000459 0.003022
k22 k356 -0.000459 0.003021
k22 k357 -0.000459 0.003022
k22 k358 -0.000459 0.003022
k22 k359 -0.000458 0.003022
k22 k360 -0.000458 0.003021
k22 k361 -0.000461 0.003022
k22 k362 -0.000461 0.003023
k22 k363 -0.000459 0.003022
k22 k364 -0.000459 0.003022
k22 k365 -0.000459 0.003022
k22 k366 -0.000459 0.003022
k22 k367 -0.000459 0.003022
k22 k368 -0.000459 0.003022
k22 k369 -0.000459 0.003022
k22 k370 -0.000459 0.003022
k22 k371 -0.000459 0.003022
k22 k372 -0.000459 0.003022
k22 k373 -0.000459 0.003022
k22 k374 -0.000459 0.003022
k22 k375 -0.000459 0.003022
k22 k376 -0.000459 0.003022
k22 k377 -0.000459 0.003022
k22 k378 -0.000459 0.003022
