Parameter S1 S1_conf ST ST_conf
k84 k296 -0.000734 0.001451
k84 k297 -0.000724 0.001432
k84 k298 -0.000505 0.000994
k84 k299 -0.000734 0.001450
k84 k300 -0.000734 0.001450
k84 k301 -0.000734 0.001450
k84 k302 -0.000733 0.001450
k84 k303 -0.000734 0.001450
k84 k304 -0.000734 0.001450
k84 k305 -0.000734 0.001450
k84 k306 -0.000734 0.001450
k84 k307 -0.000734 0.001450
k84 k308 -0.000734 0.001450
k84 k309 -0.000734 0.001450
k84 k310 -0.000734 0.001450
k84 k311 -0.000734 0.001450
k84 k312 -0.000735 0.001453
k84 k313 -0.000734 0.001450
k84 k314 -0.000734 0.001450
k84 k315 -0.000734 0.001450
k84 k316 -0.000734 0.001450
k84 k317 -0.000734 0.001450
k84 k318 -0.000725 0.001437
k84 k319 -0.000734 0.001450
k84 k320 -0.000734 0.001450
k84 k321 -0.000734 0.001450
k84 k322 -0.000734 0.001450
k84 k323 -0.000734 0.001450
k84 k324 -0.000734 0.001450
k84 k325 -0.000734 0.001450
k84 k326 -0.000734 0.001450
k84 k327 -0.000734 0.001450
k84 k328 -0.000734 0.001450
k84 k329 -0.000734 0.001450
k84 k330 -0.000734 0.001450
k84 k331 -0.000734 0.001450
k84 k332 -0.000733 0.001450
k84 k333 -0.000739 0.001459
k84 k334 -0.000734 0.001450
k84 k335 -0.000734 0.001450
k84 k336 -0.000734 0.001450
k84 k337 -0.000735 0.001450
k84 k338 -0.000733 0.001450
k84 k339 -0.000733 0.001449
k84 k340 -0.000733 0.001448
k84 k341 -0.000734 0.001450
k84 k342 -0.000734 0.001450
k84 k343 -0.000734 0.001450
k84 k344 -0.000734 0.001450
k84 k345 -0.000734 0.001450
k84 k346 -0.000734 0.001450
k84 k347 -0.000734 0.001450
k84 k348 -0.000734 0.001450
k84 k349 -0.000734 0.001450
k84 k350 -0.000734 0.001450
k84 k351 -0.000734 0.001450
k84 k352 -0.000734 0.001450
k84 k353 -0.000734 0.001450
k84 k354 -0.000734 0.001450
k84 k355 -0.000733 0.001450
k84 k356 -0.000734 0.001450
k84 k357 -0.000734 0.001450
k84 k358 -0.000733 0.001450
k84 k359 -0.000734 0.001450
k84 k360 -0.000734 0.001450
k84 k361 -0.000734 0.001450
k84 k362 -0.000734 0.001450
k84 k363 -0.000734 0.001450
k84 k364 -0.000734 0.001450
k84 k365 -0.000734 0.001450
k84 k366 -0.000734 0.001450
k84 k367 -0.000734 0.001450
k84 k368 -0.000734 0.001450
k84 k369 -0.000734 0.001450
k84 k370 -0.000734 0.001450
k84 k371 -0.000734 0.001450
k84 k372 -0.000734 0.001450
k84 k373 -0.000734 0.001450
k84 k374 -0.000734 0.001450
k84 k375 -0.000734 0.001450
k84 k376 -0.000734 0.001450
k84 k377 -0.000734 0.001450
k84 k378 -0.000734 0.001450
k84 k379 -0.000734 0.001450
k84 k380 -0.000734 0.001450
k84 k381 -0.000734 0.001450
k84 k382 -0.000734 0.001450
k84 k383 -0.000734 0.001450
k84 k384 -0.000734 0.001450
k84 k385 -0.000734 0.001450
k84 k386 -0.000734 0.001450
k84 k387 -0.000734 0.001450
k84 k388 -0.000734 0.001450
k84 k389 -0.000734 0.001450
k84 k390 -0.000734 0.001450
k84 k391 -0.000734 0.001450
k84 k392 -0.000734 0.001450
k84 k393 -0.000734 0.001450
k84 k394 -0.000734 0.001450
k84 k395 -0.000734 0.001450
k84 k396 -0.000734 0.001451
k84 k397 -0.000734 0.001450
k84 k398 -0.000734 0.001450
k84 k399 -0.000734 0.001450
k84 k400 -0.000734 0.001450
k84 k401 -0.000734 0.001450
k84 k402 -0.000734 0.001450
k84 k403 -0.000734 0.001451
k84 k404 -0.000734 0.001450
k84 k405 -0.000734 0.001450
k85 k86 -0.000719 0.001449
k85 k87 -0.000720 0.001451
k85 k88 -0.000720 0.001451
k85 k89 -0.000720 0.001451
k85 k90 -0.000720 0.001451
k85 k91 -0.000720 0.001451
k85 k92 -0.000720 0.001451
k85 k93 -0.000720 0.001451
k85 k94 -0.000720 0.001451
k85 k95 -0.000720 0.001451
k85 k96 -0.000720 0.001451
k85 k97 -0.000720 0.001451
k85 k98 -0.000720 0.001451
k85 k99 -0.000720 0.001451
k85 k100 -0.000720 0.001451
k85 k101 -0.000720 0.001451
k85 k102 -0.000720 0.001451
k85 k103 -0.000720 0.001451
k85 k104 -0.000685 0.001383
k85 k105 -0.000736 0.001484
k85 k106 -0.000711 0.001436
k85 k107 -0.000717 0.001443
k85 k108 -0.000722 0.001459
k85 k109 -0.000709 0.001430
k85 k110 -0.000721 0.001451
k85 k111 -0.000720 0.001451
k85 k112 -0.000720 0.001451
k85 k113 -0.000720 0.001451
k85 k114 -0.000720 0.001451
k85 k115 -0.000722 0.001455
k85 k116 -0.000720 0.001450
k85 k117 -0.000720 0.001451
k85 k118 -0.000711 0.001434
k85 k119 -0.000708 0.001428
k85 k120 -0.000720 0.001451
k85 k121 -0.000720 0.001451
k85 k122 -0.000720 0.001451
k85 k123 -0.000720 0.001451
k85 k124 -0.000720 0.001451
k85 k125 -0.000720 0.001451
k85 k126 -0.000720 0.001451
k85 k127 -0.000720 0.001451
k85 k128 -0.000720 0.001450
k85 k129 -0.000720 0.001450
k85 k130 -0.000720 0.001451
k85 k131 -0.000720 0.001451
k85 k132 -0.000720 0.001451
k85 k133 -0.000720 0.001451
k85 k134 -0.000720 0.001451
k85 k135 -0.000720 0.001451
k85 k136 -0.000720 0.001450
k85 k137 -0.000720 0.001451
k85 k138 -0.000720 0.001451
k85 k139 -0.000726 0.001462
k85 k140 -0.000725 0.001461
k85 k141 -0.000720 0.001451
k85 k142 -0.000720 0.001451
k85 k143 -0.000720 0.001451
k85 k144 -0.000720 0.001451
k85 k145 -0.000720 0.001451
k85 k146 -0.000720 0.001451
k85 k147 -0.000720 0.001451
k85 k148 -0.000720 0.001451
k85 k149 -0.000720 0.001451
k85 k150 -0.000720 0.001452
k85 k151 -0.000720 0.001451
k85 k152 -0.000720 0.001451
k85 k153 -0.000720 0.001451
k85 k154 -0.000720 0.001451
k85 k155 -0.000720 0.001451
k85 k156 -0.000720 0.001451
k85 k157 -0.000720 0.001451
k85 k158 -0.000720 0.001451
k85 k159 -0.000720 0.001451
k85 k160 -0.000718 0.001447
k85 k161 -0.000720 0.001450
k85 k162 -0.000720 0.001451
k85 k163 -0.000720 0.001451
k85 k164 -0.000720 0.001451
k85 k165 -0.000720 0.001451
k85 k166 -0.000720 0.001451
k85 k167 -0.000720 0.001451
k85 k168 -0.000720 0.001451
k85 k169 -0.000720 0.001451
k85 k170 -0.000720 0.001451
k85 k171 -0.000719 0.001449
k85 k172 -0.000720 0.001451
k85 k173 -0.000720 0.001451
k85 k174 -0.000720 0.001451
k85 k175 -0.000720 0.001451
k85 k176 -0.000720 0.001451
k85 k177 -0.000720 0.001451
k85 k178 -0.000722 0.001454
k85 k179 -0.000716 0.001444
k85 k180 -0.000720 0.001451
k85 k181 -0.000773 0.001556
k85 k182 -0.000720 0.001451
k85 k183 -0.000720 0.001451
k85 k184 -0.000720 0.001451
k85 k185 -0.000720 0.001451
k85 k186 -0.000720 0.001451
k85 k187 -0.000720 0.001450
k85 k188 -0.000720 0.001451
k85 k189 -0.000720 0.001451
k85 k190 -0.000720 0.001451
k85 k191 -0.000722 0.001455
k85 k192 -0.000712 0.001436
k85 k193 -0.000706 0.001423
k85 k194 -0.000720 0.001451
k85 k195 -0.000720 0.001451
k85 k196 -0.000720 0.001451
k85 k197 -0.000720 0.001451
k85 k198 -0.000720 0.001451
k85 k199 -0.000720 0.001450
k85 k200 -0.000720 0.001451
k85 k201 -0.000720 0.001451
k85 k202 -0.000720 0.001451
k85 k203 -0.000781 0.001572
k85 k204 -0.000719 0.001449
k85 k205 -0.000720 0.001450
k85 k206 -0.000720 0.001451
k85 k207 -0.000718 0.001447
k85 k208 -0.000721 0.001452
k85 k209 -0.000720 0.001451
k85 k210 -0.000720 0.001450
k85 k211 -0.000720 0.001451
k85 k212 -0.000724 0.001458
k85 k213 -0.000711 0.001434
k85 k214 -0.000721 0.001452
k85 k215 -0.000720 0.001451
k85 k216 -0.000720 0.001451
k85 k217 -0.000720 0.001451
k85 k218 -0.000720 0.001451
k85 k219 -0.000720 0.001451
k85 k220 -0.000720 0.001451
k85 k221 -0.000720 0.001451
k85 k222 -0.000720 0.001451
k85 k223 -0.000715 0.001440
k85 k224 -0.000720 0.001451
k85 k225 -0.000720 0.001451
k85 k226 -0.000720 0.001451
k85 k227 -0.000720 0.001451
k85 k228 -0.000720 0.001451
k85 k229 -0.000720 0.001451
k85 k230 -0.000720 0.001451
k85 k231 -0.000720 0.001451
k85 k232 -0.000720 0.001451
k85 k233 -0.000720 0.001450
k85 k234 -0.000718 0.001447
k85 k235 -0.000720 0.001450
k85 k236 -0.000720 0.001451
k85 k237 -0.000720 0.001451
k85 k238 -0.000720 0.001451
k85 k239 -0.000720 0.001451
k85 k240 -0.000720 0.001451
k85 k241 -0.000720 0.001451
k85 k242 -0.000720 0.001451
k85 k243 -0.000720 0.001451
k85 k244 -0.000720 0.001450
k85 k245 -0.000719 0.001450
k85 k246 -0.000720 0.001451
k85 k247 -0.000720 0.001451
k85 k248 -0.000720 0.001451
k85 k249 -0.000720 0.001451
k85 k250 -0.000720 0.001451
k85 k251 -0.000720 0.001451
k85 k252 -0.000720 0.001451
k85 k253 -0.000720 0.001451
k85 k254 -0.000720 0.001451
k85 k255 -0.000720 0.001451
k85 k256 -0.000720 0.001451
k85 k257 -0.000720 0.001451
k85 k258 -0.000720 0.001451
k85 k259 -0.000720 0.001451
k85 k260 -0.000720 0.001451
k85 k261 -0.000720 0.001451
k85 k262 -0.000720 0.001451
k85 k263 -0.000720 0.001451
k85 k264 -0.000720 0.001451
k85 k265 -0.000716 0.001443
k85 k266 -0.000720 0.001451
k85 k267 -0.000720 0.001451
k85 k268 -0.000720 0.001451
k85 k269 -0.000720 0.001451
k85 k270 -0.000720 0.001451
k85 k271 -0.000720 0.001451
k85 k272 -0.000720 0.001451
k85 k273 -0.000720 0.001451
k85 k274 -0.000720 0.001451
k85 k275 -0.000719 0.001449
k85 k276 -0.000730 0.001470
k85 k277 -0.000720 0.001451
k85 k278 -0.000720 0.001451
k85 k279 -0.000720 0.001451
k85 k280 -0.000720 0.001451
k85 k281 -0.000720 0.001450
k85 k282 -0.000720 0.001451
k85 k283 -0.000720 0.001451
k85 k284 -0.000720 0.001451
k85 k285 -0.000720 0.001451
k85 k286 -0.000720 0.001450
k85 k287 -0.000720 0.001451
k85 k288 -0.000724 0.001459
k85 k289 -0.000720 0.001451
k85 k290 -0.000719 0.001450
k85 k291 -0.000603 0.001218
k85 k292 -0.000720 0.001450
k85 k293 -0.000720 0.001451
k85 k294 -0.000720 0.001450
k85 k295 -0.000719 0.001450
k85 k296 -0.000720 0.001451
k85 k297 -0.000711 0.001433
k85 k298 -0.000490 0.000994
k85 k299 -0.000720 0.001451
k85 k300 -0.000720 0.001451
k85 k301 -0.000720 0.001451
k85 k302 -0.000720 0.001451
k85 k303 -0.000720 0.001451
k85 k304 -0.000720 0.001451
k85 k305 -0.000720 0.001451
k85 k306 -0.000720 0.001451
k85 k307 -0.000720 0.001451
k85 k308 -0.000720 0.001451
k85 k309 -0.000720 0.001451
k85 k310 -0.000720 0.001451
k85 k311 -0.000720 0.001451
k85 k312 -0.000722 0.001454
k85 k313 -0.000720 0.001451
k85 k314 -0.000720 0.001451
k85 k315 -0.000720 0.001451
k85 k316 -0.000719 0.001451
k85 k317 -0.000720 0.001451
k85 k318 -0.000713 0.001438
k85 k319 -0.000720 0.001451
k85 k320 -0.000720 0.001451
k85 k321 -0.000720 0.001451
k85 k322 -0.000720 0.001451
k85 k323 -0.000720 0.001451
k85 k324 -0.000720 0.001451
k85 k325 -0.000720 0.001451
k85 k326 -0.000720 0.001451
k85 k327 -0.000720 0.001451
k85 k328 -0.000720 0.001451
k85 k329 -0.000720 0.001451
k85 k330 -0.000720 0.001451
k85 k331 -0.000720 0.001451
k85 k332 -0.000720 0.001451
k85 k333 -0.000724 0.001459
k85 k334 -0.000720 0.001451
k85 k335 -0.000720 0.001451
k85 k336 -0.000720 0.001451
k85 k337 -0.000720 0.001451
k85 k338 -0.000720 0.001450
k85 k339 -0.000720 0.001450
k85 k340 -0.000719 0.001449
k85 k341 -0.000720 0.001451
k85 k342 -0.000720 0.001451
k85 k343 -0.000720 0.001451
k85 k344 -0.000720 0.001451
k85 k345 -0.000720 0.001451
k85 k346 -0.000720 0.001451
k85 k347 -0.000720 0.001451
k85 k348 -0.000720 0.001451
k85 k349 -0.000720 0.001451
k85 k350 -0.000720 0.001451
k85 k351 -0.000720 0.001451
k85 k352 -0.000720 0.001451
k85 k353 -0.000720 0.001451
k85 k354 -0.000720 0.001451
k85 k355 -0.000720 0.001451
k85 k356 -0.000720 0.001451
k85 k357 -0.000720 0.001451
k85 k358 -0.000720 0.001451
k85 k359 -0.000720 0.001451
k85 k360 -0.000720 0.001450
k85 k361 -0.000720 0.001451
k85 k362 -0.000720 0.001451
k85 k363 -0.000720 0.001451
k85 k364 -0.000720 0.001451
k85 k365 -0.000720 0.001451
k85 k366 -0.000720 0.001451
k85 k367 -0.000720 0.001451
k85 k368 -0.000720 0.001451
k85 k369 -0.000720 0.001451
k85 k370 -0.000720 0.001451
k85 k371 -0.000720 0.001451
k85 k372 -0.000720 0.001451
k85 k373 -0.000720 0.001451
k85 k374 -0.000720 0.001451
k85 k375 -0.000720 0.001451
k85 k376 -0.000720 0.001451
k85 k377 -0.000720 0.001451
k85 k378 -0.000720 0.001451
k85 k379 -0.000720 0.001451
k85 k380 -0.000720 0.001451
k85 k381 -0.000720 0.001451
k85 k382 -0.000720 0.001451
k85 k383 -0.000720 0.001451
k85 k384 -0.000720 0.001451
k85 k385 -0.000720 0.001451
k85 k386 -0.000720 0.001451
k85 k387 -0.000720 0.001451
k85 k388 -0.000720 0.001451
k85 k389 -0.000720 0.001451
k85 k390 -0.000720 0.001451
k85 k391 -0.000720 0.001450
k85 k392 -0.000720 0.001451
k85 k393 -0.000720 0.001451
k85 k394 -0.000720 0.001451
k85 k395 -0.000720 0.001451
k85 k396 -0.000721 0.001452
k85 k397 -0.000720 0.001451
k85 k398 -0.000720 0.001451
k85 k399 -0.000720 0.001451
k85 k400 -0.000720 0.001451
k85 k401 -0.000720 0.001451
k85 k402 -0.000720 0.001451
k85 k403 -0.000720 0.001451
k85 k404 -0.000720 0.001451
k85 k405 -0.000720 0.001451
k86 k87 -0.002331 0.005813
k86 k88 -0.002327 0.005813
k86 k89 -0.002327 0.005813
k86 k90 -0.002327 0.005813
k86 k91 -0.002326 0.005813
k86 k92 -0.002327 0.005813
k86 k93 -0.002327 0.005813
k86 k94 -0.002327 0.005813
k86 k95 -0.002327 0.005813
k86 k96 -0.002327 0.005813
k86 k97 -0.002327 0.005813
k86 k98 -0.002327 0.005813
k86 k99 -0.002327 0.005813
k86 k100 -0.002327 0.005813
k86 k101 -0.002323 0.005814
k86 k102 -0.002327 0.005813
k86 k103 -0.002329 0.005813
k86 k104 -0.002417 0.005759
k86 k105 -0.002908 0.005803
k86 k106 -0.003076 0.005902
k86 k107 -0.002366 0.005815
k86 k108 -0.002685 0.005730
k86 k109 -0.002272 0.005803
k86 k110 -0.002318 0.005831
k86 k111 -0.002329 0.005813
k86 k112 -0.002327 0.005813
k86 k113 -0.002327 0.005813
k86 k114 -0.002327 0.005813
k86 k115 -0.002342 0.005814
k86 k116 -0.002328 0.005813
k86 k117 -0.002312 0.005816
k86 k118 -0.002313 0.005807
k86 k119 -0.002357 0.005811
k86 k120 -0.002327 0.005813
k86 k121 -0.002328 0.005814
k86 k122 -0.002327 0.005813
k86 k123 -0.002327 0.005813
k86 k124 -0.002330 0.005813
k86 k125 -0.002327 0.005813
k86 k126 -0.002327 0.005813
k86 k127 -0.002327 0.005814
k86 k128 -0.002327 0.005813
k86 k129 -0.002334 0.005814
k86 k130 -0.002319 0.005813
k86 k131 -0.002327 0.005813
k86 k132 -0.002327 0.005813
k86 k133 -0.002327 0.005813
k86 k134 -0.002327 0.005813
k86 k135 -0.002327 0.005813
k86 k136 -0.002332 0.005814
k86 k137 -0.002327 0.005813
k86 k138 -0.002321 0.005810
k86 k139 -0.002329 0.005818
k86 k140 -0.002326 0.005821
k86 k141 -0.002327 0.005813
k86 k142 -0.002322 0.005813
k86 k143 -0.002327 0.005813
k86 k144 -0.002327 0.005813
k86 k145 -0.002327 0.005813
k86 k146 -0.002327 0.005813
k86 k147 -0.002327 0.005813
k86 k148 -0.002338 0.005813
k86 k149 -0.002327 0.005813
k86 k150 -0.002322 0.005814
k86 k151 -0.002327 0.005813
k86 k152 -0.002327 0.005813
k86 k153 -0.002327 0.005813
k86 k154 -0.002327 0.005813
k86 k155 -0.002327 0.005813
k86 k156 -0.002327 0.005813
k86 k157 -0.002343 0.005814
k86 k158 -0.002328 0.005813
k86 k159 -0.002353 0.005811
k86 k160 -0.002357 0.005819
k86 k161 -0.002395 0.005820
k86 k162 -0.002326 0.005813
k86 k163 -0.002329 0.005814
k86 k164 -0.002326 0.005813
k86 k165 -0.002319 0.005813
k86 k166 -0.002327 0.005813
k86 k167 -0.002327 0.005813
k86 k168 -0.002327 0.005813
k86 k169 -0.002314 0.005815
k86 k170 -0.002327 0.005813
k86 k171 -0.002318 0.005813
k86 k172 -0.002325 0.005813
k86 k173 -0.002320 0.005812
k86 k174 -0.002329 0.005813
k86 k175 -0.002327 0.005813
k86 k176 -0.002327 0.005814
k86 k177 -0.002326 0.005813
k86 k178 -0.002329 0.005813
k86 k179 -0.002337 0.005819
k86 k180 -0.002329 0.005813
k86 k181 -0.002390 0.005906
k86 k182 -0.002327 0.005813
k86 k183 -0.002332 0.005813
k86 k184 -0.002334 0.005816
k86 k185 -0.002322 0.005813
k86 k186 -0.002341 0.005813
k86 k187 -0.002377 0.005836
k86 k188 -0.002324 0.005812
k86 k189 -0.002326 0.005814
k86 k190 -0.002330 0.005813
k86 k191 -0.002336 0.005813
k86 k192 -0.002304 0.005818
k86 k193 -0.002388 0.005803
k86 k194 -0.002328 0.005813
k86 k195 -0.002327 0.005813
k86 k196 -0.002327 0.005813
k86 k197 -0.002327 0.005813
k86 k198 -0.002324 0.005813
k86 k199 -0.002324 0.005813
k86 k200 -0.002320 0.005813
k86 k201 -0.002331 0.005812
k86 k202 -0.002327 0.005813
k86 k203 -0.002312 0.005846
k86 k204 -0.002320 0.005813
k86 k205 -0.002346 0.005819
k86 k206 -0.002328 0.005813
k86 k207 -0.002332 0.005813
k86 k208 -0.002329 0.005815
k86 k209 -0.002329 0.005813
k86 k210 -0.002305 0.005804
k86 k211 -0.002322 0.005820
k86 k212 -0.002325 0.005817
k86 k213 -0.002542 0.005774
k86 k214 -0.002266 0.005812
k86 k215 -0.002327 0.005813
k86 k216 -0.002327 0.005813
k86 k217 -0.002327 0.005813
k86 k218 -0.002327 0.005813
k86 k219 -0.002327 0.005813
k86 k220 -0.002327 0.005813
k86 k221 -0.002327 0.005813
k86 k222 -0.002327 0.005813
k86 k223 -0.002283 0.005798
k86 k224 -0.002339 0.005815
k86 k225 -0.002329 0.005813
k86 k226 -0.002329 0.005813
k86 k227 -0.002328 0.005813
k86 k228 -0.002327 0.005813
k86 k229 -0.002327 0.005813
k86 k230 -0.002328 0.005813
k86 k231 -0.002326 0.005813
k86 k232 -0.002330 0.005813
k86 k233 -0.002320 0.005812
k86 k234 -0.002323 0.005811
k86 k235 -0.002338 0.005811
k86 k236 -0.002327 0.005813
k86 k237 -0.002327 0.005813
k86 k238 -0.002327 0.005813
k86 k239 -0.002327 0.005813
k86 k240 -0.002327 0.005813
k86 k241 -0.002327 0.005813
k86 k242 -0.002326 0.005813
k86 k243 -0.002327 0.005813
k86 k244 -0.002329 0.005813
k86 k245 -0.002318 0.005817
k86 k246 -0.002327 0.005813
k86 k247 -0.002329 0.005813
k86 k248 -0.002331 0.005813
k86 k249 -0.002327 0.005813
k86 k250 -0.002327 0.005813
k86 k251 -0.002327 0.005813
k86 k252 -0.002328 0.005813
k86 k253 -0.002326 0.005813
k86 k254 -0.002327 0.005813
k86 k255 -0.002331 0.005814
k86 k256 -0.002328 0.005813
k86 k257 -0.002328 0.005813
k86 k258 -0.002327 0.005813
k86 k259 -0.002328 0.005813
k86 k260 -0.002327 0.005813
k86 k261 -0.002327 0.005813
k86 k262 -0.002326 0.005813
k86 k263 -0.002325 0.005813
k86 k264 -0.002327 0.005813
k86 k265 -0.002356 0.005813
k86 k266 -0.002336 0.005816
k86 k267 -0.002320 0.005813
k86 k268 -0.002322 0.005813
k86 k269 -0.002327 0.005813
k86 k270 -0.002326 0.005813
k86 k271 -0.002329 0.005814
k86 k272 -0.002323 0.005814
k86 k273 -0.002330 0.005814
k86 k274 -0.002332 0.005813
k86 k275 -0.002326 0.005813
k86 k276 -0.002337 0.005824
k86 k277 -0.002328 0.005816
k86 k278 -0.002327 0.005813
k86 k279 -0.002327 0.005813
k86 k280 -0.002326 0.005813
k86 k281 -0.002323 0.005813
k86 k282 -0.002327 0.005813
k86 k283 -0.002327 0.005813
k86 k284 -0.002328 0.005813
k86 k285 -0.002327 0.005813
k86 k286 -0.002314 0.005817
k86 k287 -0.002324 0.005813
k86 k288 -0.002311 0.005810
k86 k289 -0.002327 0.005813
k86 k290 -0.002297 0.005819
k86 k291 -0.002310 0.005745
k86 k292 -0.002329 0.005813
k86 k293 -0.002333 0.005802
k86 k294 -0.002334 0.005813
k86 k295 -0.002252 0.005790
k86 k296 -0.002330 0.005813
k86 k297 -0.002251 0.005803
k86 k298 -0.002311 0.005680
k86 k299 -0.002338 0.005816
k86 k300 -0.002329 0.005813
k86 k301 -0.002331 0.005813
k86 k302 -0.002322 0.005814
k86 k303 -0.002327 0.005813
k86 k304 -0.002327 0.005813
k86 k305 -0.002328 0.005814
k86 k306 -0.002327 0.005813
k86 k307 -0.002314 0.005812
k86 k308 -0.002331 0.005814
k86 k309 -0.002324 0.005813
k86 k310 -0.002327 0.005813
k86 k311 -0.002305 0.005818
k86 k312 -0.002234 0.005833
k86 k313 -0.002330 0.005814
k86 k314 -0.002384 0.005813
k86 k315 -0.002327 0.005813
k86 k316 -0.002406 0.005792
k86 k317 -0.002324 0.005813
k86 k318 -0.002378 0.005802
k86 k319 -0.002383 0.005809
k86 k320 -0.002293 0.005819
k86 k321 -0.002324 0.005813
k86 k322 -0.002327 0.005813
k86 k323 -0.002335 0.005813
k86 k324 -0.002327 0.005813
k86 k325 -0.002327 0.005813
k86 k326 -0.002327 0.005813
k86 k327 -0.002327 0.005813
k86 k328 -0.002323 0.005814
k86 k329 -0.002329 0.005812
k86 k330 -0.002325 0.005814
k86 k331 -0.002327 0.005813
k86 k332 -0.002325 0.005817
k86 k333 -0.002311 0.005819
k86 k334 -0.002317 0.005813
k86 k335 -0.002327 0.005813
k86 k336 -0.002275 0.005823
k86 k337 -0.002410 0.005785
k86 k338 -0.002323 0.005813
k86 k339 -0.002518 0.005831
k86 k340 -0.002301 0.005817
k86 k341 -0.002319 0.005813
k86 k342 -0.002327 0.005813
k86 k343 -0.002327 0.005813
k86 k344 -0.002327 0.005813
k86 k345 -0.002327 0.005813
k86 k346 -0.002327 0.005813
k86 k347 -0.002329 0.005813
k86 k348 -0.002329 0.005813
k86 k349 -0.002326 0.005814
k86 k350 -0.002327 0.005814
k86 k351 -0.002325 0.005813
k86 k352 -0.002329 0.005813
k86 k353 -0.002328 0.005813
k86 k354 -0.002325 0.005812
k86 k355 -0.002325 0.005813
k86 k356 -0.002327 0.005812
k86 k357 -0.002324 0.005814
k86 k358 -0.002293 0.005814
k86 k359 -0.002327 0.005813
k86 k360 -0.002306 0.005815
k86 k361 -0.002366 0.005807
k86 k362 -0.002340 0.005812
k86 k363 -0.002327 0.005813
k86 k364 -0.002327 0.005813
k86 k365 -0.002327 0.005813
k86 k366 -0.002327 0.005813
k86 k367 -0.002327 0.005813
k86 k368 -0.002327 0.005813
k86 k369 -0.002327 0.005813
k86 k370 -0.002327 0.005813
k86 k371 -0.002329 0.005813
k86 k372 -0.002327 0.005813
k86 k373 -0.002328 0.005813
k86 k374 -0.002326 0.005813
k86 k375 -0.002327 0.005813
k86 k376 -0.002327 0.005813
k86 k377 -0.002328 0.005813
k86 k378 -0.002331 0.005813
k86 k379 -0.002325 0.005813
k86 k380 -0.002327 0.005813
k86 k381 -0.002327 0.005813
k86 k382 -0.002327 0.005813
k86 k383 -0.002328 0.005813
k86 k384 -0.002327 0.005813
k86 k385 -0.002325 0.005813
k86 k386 -0.002329 0.005813
k86 k387 -0.002327 0.005813
k86 k388 -0.002327 0.005813
k86 k389 -0.002327 0.005813
k86 k390 -0.002327 0.005813
k86 k391 -0.002325 0.005812
k86 k392 -0.002324 0.005812
k86 k393 -0.002333 0.005814
k86 k394 -0.002329 0.005813
k86 k395 -0.002327 0.005813
k86 k396 -0.002323 0.005814
k86 k397 -0.002314 0.005814
k86 k398 -0.002322 0.005819
k86 k399 -0.002363 0.005811
k86 k400 -0.002321 0.005815
k86 k401 -0.002328 0.005813
k86 k402 -0.002349 0.005815
k86 k403 -0.002344 0.005815
k86 k404 -0.002332 0.005812
k86 k405 -0.002325 0.005814
k87 k88 -0.000811 0.001716
k87 k89 -0.000811 0.001716
k87 k90 -0.000811 0.001716
k87 k91 -0.000811 0.001716
k87 k92 -0.000811 0.001716
k87 k93 -0.000811 0.001716
k87 k94 -0.000811 0.001716
k87 k95 -0.000811 0.001716
k87 k96 -0.000811 0.001716
k87 k97 -0.000811 0.001716
k87 k98 -0.000811 0.001716
k87 k99 -0.000811 0.001716
k87 k100 -0.000811 0.001716
k87 k101 -0.000811 0.001716
k87 k102 -0.000811 0.001716
k87 k103 -0.000811 0.001716
k87 k104 -0.000766 0.001662
k87 k105 -0.000870 0.001752
k87 k106 -0.000799 0.001705
k87 k107 -0.000808 0.001707
k87 k108 -0.000800 0.001731
k87 k109 -0.000797 0.001700
k87 k110 -0.000820 0.001713
k87 k111 -0.000811 0.001716
k87 k112 -0.000811 0.001716
k87 k113 -0.000811 0.001716
k87 k114 -0.000811 0.001716
k87 k115 -0.000814 0.001720
k87 k116 -0.000811 0.001716
k87 k117 -0.000811 0.001716
k87 k118 -0.000799 0.001702
k87 k119 -0.000797 0.001697
k87 k120 -0.000811 0.001716
k87 k121 -0.000811 0.001716
k87 k122 -0.000811 0.001716
k87 k123 -0.000811 0.001716
k87 k124 -0.000810 0.001716
k87 k125 -0.000811 0.001716
k87 k126 -0.000811 0.001716
k87 k127 -0.000811 0.001716
k87 k128 -0.000811 0.001716
k87 k129 -0.000811 0.001715
k87 k130 -0.000810 0.001716
k87 k131 -0.000811 0.001716
k87 k132 -0.000811 0.001716
k87 k133 -0.000811 0.001716
k87 k134 -0.000811 0.001716
k87 k135 -0.000811 0.001716
k87 k136 -0.000810 0.001716
k87 k137 -0.000811 0.001716
k87 k138 -0.000817 0.001716
k87 k139 -0.000814 0.001726
k87 k140 -0.000817 0.001725
k87 k141 -0.000811 0.001716
k87 k142 -0.000811 0.001716
k87 k143 -0.000811 0.001716
k87 k144 -0.000811 0.001716
k87 k145 -0.000811 0.001716
k87 k146 -0.000811 0.001716
k87 k147 -0.000811 0.001716
k87 k148 -0.000811 0.001716
k87 k149 -0.000811 0.001716
k87 k150 -0.000811 0.001717
k87 k151 -0.000811 0.001716
k87 k152 -0.000811 0.001716
k87 k153 -0.000811 0.001716
k87 k154 -0.000811 0.001716
k87 k155 -0.000811 0.001716
k87 k156 -0.000811 0.001716
k87 k157 -0.000809 0.001716
k87 k158 -0.000811 0.001716
k87 k159 -0.000801 0.001717
k87 k160 -0.000812 0.001713
