Parameter S1 S1_conf ST ST_conf
k23 k195 -0.006178 0.013737
k23 k196 -0.006181 0.013737
k23 k197 -0.006178 0.013737
k23 k198 -0.006180 0.013737
k23 k199 -0.006146 0.013735
k23 k200 -0.006157 0.013739
k23 k201 -0.006190 0.013735
k23 k202 -0.006179 0.013737
k23 k203 -0.006306 0.013733
k23 k204 -0.006195 0.013736
k23 k205 -0.006171 0.013740
k23 k206 -0.006196 0.013740
k23 k207 -0.006182 0.013736
k23 k208 -0.006168 0.013737
k23 k209 -0.006186 0.013735
k23 k210 -0.006190 0.013737
k23 k211 -0.006286 0.013740
k23 k212 -0.006188 0.013733
k23 k213 -0.005943 0.013714
k23 k214 -0.006105 0.013759
k23 k215 -0.006158 0.013735
k23 k216 -0.006178 0.013737
k23 k217 -0.006179 0.013737
k23 k218 -0.006179 0.013737
k23 k219 -0.006179 0.013737
k23 k220 -0.006179 0.013737
k23 k221 -0.006179 0.013737
k23 k222 -0.006179 0.013737
k23 k223 -0.006155 0.013738
k23 k224 -0.006199 0.013738
k23 k225 -0.006175 0.013737
k23 k226 -0.006151 0.013735
k23 k227 -0.006150 0.013735
k23 k228 -0.006175 0.013736
k23 k229 -0.006179 0.013737
k23 k230 -0.006179 0.013736
k23 k231 -0.006178 0.013737
k23 k232 -0.006187 0.013735
k23 k233 -0.006172 0.013739
k23 k234 -0.006217 0.013737
k23 k235 -0.006179 0.013740
k23 k236 -0.006178 0.013737
k23 k237 -0.006179 0.013737
k23 k238 -0.006182 0.013737
k23 k239 -0.006179 0.013737
k23 k240 -0.006176 0.013737
k23 k241 -0.006179 0.013737
k23 k242 -0.006184 0.013737
k23 k243 -0.006177 0.013736
k23 k244 -0.006164 0.013736
k23 k245 -0.006152 0.013732
k23 k246 -0.006179 0.013737
k23 k247 -0.006168 0.013734
k23 k248 -0.006148 0.013734
k23 k249 -0.006179 0.013737
k23 k250 -0.006178 0.013737
k23 k251 -0.006178 0.013736
k23 k252 -0.006186 0.013737
k23 k253 -0.006181 0.013737
k23 k254 -0.006185 0.013737
k23 k255 -0.006178 0.013738
k23 k256 -0.006177 0.013736
k23 k257 -0.006150 0.013735
k23 k258 -0.006179 0.013737
k23 k259 -0.006179 0.013737
k23 k260 -0.006179 0.013737
k23 k261 -0.006178 0.013737
k23 k262 -0.006182 0.013737
k23 k263 -0.006181 0.013737
k23 k264 -0.006179 0.013737
k23 k265 -0.006308 0.013729
k23 k266 -0.006195 0.013736
k23 k267 -0.006185 0.013736
k23 k268 -0.006164 0.013736
k23 k269 -0.006177 0.013737
k23 k270 -0.006180 0.013737
k23 k271 -0.006175 0.013737
k23 k272 -0.006181 0.013737
k23 k273 -0.006177 0.013737
k23 k274 -0.006178 0.013738
k23 k275 -0.006157 0.013736
k23 k276 -0.006207 0.013737
k23 k277 -0.006186 0.013746
k23 k278 -0.006178 0.013737
k23 k279 -0.006179 0.013737
k23 k280 -0.006181 0.013737
k23 k281 -0.006155 0.013735
k23 k282 -0.006179 0.013737
k23 k283 -0.006179 0.013737
k23 k284 -0.006185 0.013736
k23 k285 -0.006179 0.013737
k23 k286 -0.006165 0.013740
k23 k287 -0.006181 0.013736
k23 k288 -0.006160 0.013738
k23 k289 -0.006179 0.013737
k23 k290 -0.006187 0.013727
k23 k291 -0.006462 0.013697
k23 k292 -0.006159 0.013732
k23 k293 -0.006224 0.013725
k23 k294 -0.006171 0.013727
k23 k295 -0.005496 0.013689
k23 k296 -0.006176 0.013736
k23 k297 -0.006065 0.013736
k23 k298 -0.006124 0.013705
k23 k299 -0.006087 0.013733
k23 k300 -0.006178 0.013737
k23 k301 -0.006190 0.013738
k23 k302 -0.006181 0.013735
k23 k303 -0.006179 0.013737
k23 k304 -0.006181 0.013737
k23 k305 -0.006181 0.013737
k23 k306 -0.006179 0.013737
k23 k307 -0.006169 0.013735
k23 k308 -0.006176 0.013737
k23 k309 -0.006168 0.013736
k23 k310 -0.006164 0.013740
k23 k311 -0.006174 0.013734
k23 k312 -0.006116 0.013732
k23 k313 -0.006158 0.013736
k23 k314 -0.006107 0.013743
k23 k315 -0.006179 0.013737
k23 k316 -0.006505 0.013751
k23 k317 -0.006178 0.013736
k23 k318 -0.006244 0.013726
k23 k319 -0.006239 0.013722
k23 k320 -0.006077 0.013732
k23 k321 -0.006181 0.013737
k23 k322 -0.006186 0.013737
k23 k323 -0.006212 0.013738
k23 k324 -0.006179 0.013737
k23 k325 -0.006181 0.013737
k23 k326 -0.006180 0.013737
k23 k327 -0.006176 0.013737
k23 k328 -0.006160 0.013736
k23 k329 -0.006216 0.013738
k23 k330 -0.006163 0.013735
k23 k331 -0.006185 0.013737
k23 k332 -0.006098 0.013758
k23 k333 -0.005977 0.013764
k23 k334 -0.006159 0.013736
k23 k335 -0.006179 0.013737
k23 k336 -0.006215 0.013745
k23 k337 -0.005763 0.013727
k23 k338 -0.006175 0.013738
k23 k339 -0.006215 0.013751
k23 k340 -0.006087 0.013728
k23 k341 -0.006050 0.013743
k23 k342 -0.006177 0.013737
k23 k343 -0.006177 0.013737
k23 k344 -0.006179 0.013737
k23 k345 -0.006179 0.013737
k23 k346 -0.006179 0.013737
k23 k347 -0.006178 0.013737
k23 k348 -0.006178 0.013737
k23 k349 -0.006186 0.013736
k23 k350 -0.006181 0.013737
k23 k351 -0.006176 0.013736
k23 k352 -0.006178 0.013737
k23 k353 -0.006185 0.013736
k23 k354 -0.006155 0.013738
k23 k355 -0.006175 0.013737
k23 k356 -0.006216 0.013736
k23 k357 -0.006165 0.013737
k23 k358 -0.006141 0.013738
k23 k359 -0.006179 0.013737
k23 k360 -0.006172 0.013737
k23 k361 -0.006181 0.013733
k23 k362 -0.006173 0.013736
k23 k363 -0.006179 0.013737
k23 k364 -0.006181 0.013736
k23 k365 -0.006180 0.013737
k23 k366 -0.006179 0.013737
k23 k367 -0.006179 0.013737
k23 k368 -0.006179 0.013737
k23 k369 -0.006179 0.013737
k23 k370 -0.006179 0.013737
k23 k371 -0.006178 0.013737
k23 k372 -0.006179 0.013737
k23 k373 -0.006150 0.013735
k23 k374 -0.006178 0.013737
k23 k375 -0.006178 0.013737
k23 k376 -0.006181 0.013737
k23 k377 -0.006176 0.013736
k23 k378 -0.006182 0.013737
k23 k379 -0.006179 0.013737
k23 k380 -0.006179 0.013737
k23 k381 -0.006148 0.013735
k23 k382 -0.006179 0.013737
k23 k383 -0.006185 0.013736
k23 k384 -0.006179 0.013737
k23 k385 -0.006169 0.013754
k23 k386 -0.006186 0.013738
k23 k387 -0.006179 0.013737
k23 k388 -0.006176 0.013736
k23 k389 -0.006180 0.013736
k23 k390 -0.006179 0.013737
k23 k391 -0.006193 0.013734
k23 k392 -0.006179 0.013738
k23 k393 -0.006175 0.013739
k23 k394 -0.006184 0.013736
k23 k395 -0.006179 0.013737
k23 k396 -0.006189 0.013736
k23 k397 -0.006182 0.013736
k23 k398 -0.006190 0.013714
k23 k399 -0.006157 0.013728
k23 k400 -0.006154 0.013737
k23 k401 -0.006182 0.013738
k23 k402 -0.006167 0.013733
k23 k403 -0.006149 0.013741
k23 k404 -0.006178 0.013735
k23 k405 -0.006187 0.013736
k24 k25 -0.000584 0.001497
k24 k26 -0.000594 0.001497
k24 k27 -0.000584 0.001497
k24 k28 -0.000605 0.001546
k24 k29 -0.000585 0.001501
k24 k30 -0.000621 0.001521
k24 k31 -0.000607 0.001498
k24 k32 -0.000587 0.001497
k24 k33 -0.000584 0.001497
k24 k34 -0.000655 0.001635
k24 k35 -0.000590 0.001506
k24 k36 -0.000585 0.001497
k24 k37 -0.000585 0.001497
k24 k38 -0.000670 0.001663
k24 k39 -0.000579 0.001484
k24 k40 -0.000585 0.001497
k24 k41 -0.000584 0.001497
k24 k42 -0.000580 0.001497
k24 k43 -0.000584 0.001497
k24 k44 -0.000585 0.001497
k24 k45 -0.000585 0.001497
k24 k46 -0.000584 0.001496
k24 k47 -0.000584 0.001497
k24 k48 -0.000580 0.001497
k24 k49 -0.000586 0.001500
k24 k50 -0.000580 0.001489
k24 k51 -0.000579 0.001488
k24 k52 -0.000573 0.001500
k24 k53 -0.000581 0.001482
k24 k54 -0.000603 0.001537
k24 k55 -0.000583 0.001497
k24 k56 -0.000587 0.001506
k24 k57 -0.000565 0.001467
k24 k58 -0.000574 0.001498
k24 k59 -0.000585 0.001497
k24 k60 -0.000585 0.001497
k24 k61 -0.000587 0.001499
k24 k62 -0.000585 0.001497
k24 k63 -0.000583 0.001497
k24 k64 -0.000585 0.001497
k24 k65 -0.000585 0.001497
k24 k66 -0.000585 0.001497
k24 k67 -0.000585 0.001497
k24 k68 -0.000586 0.001500
k24 k69 -0.000597 0.001521
k24 k70 -0.000588 0.001497
k24 k71 -0.000589 0.001497
k24 k72 -0.000585 0.001497
k24 k73 -0.000585 0.001497
k24 k74 -0.000585 0.001497
k24 k75 -0.000586 0.001497
k24 k76 -0.000585 0.001497
k24 k77 -0.000584 0.001497
k24 k78 -0.000585 0.001497
k24 k79 -0.000586 0.001497
k24 k80 -0.000586 0.001497
k24 k81 -0.000583 0.001493
k24 k82 -0.000586 0.001496
k24 k83 -0.000586 0.001498
k24 k84 -0.000585 0.001497
k24 k85 -0.000585 0.001497
k24 k86 -0.000590 0.001496
k24 k87 -0.000586 0.001497
k24 k88 -0.000585 0.001497
k24 k89 -0.000585 0.001497
k24 k90 -0.000585 0.001497
k24 k91 -0.000585 0.001497
k24 k92 -0.000585 0.001497
k24 k93 -0.000585 0.001497
k24 k94 -0.000585 0.001497
k24 k95 -0.000585 0.001497
k24 k96 -0.000585 0.001497
k24 k97 -0.000585 0.001497
k24 k98 -0.000585 0.001497
k24 k99 -0.000585 0.001497
k24 k100 -0.000585 0.001497
k24 k101 -0.000585 0.001497
k24 k102 -0.000585 0.001497
k24 k103 -0.000584 0.001497
k24 k104 -0.000562 0.001433
k24 k105 -0.000603 0.001528
k24 k106 -0.000573 0.001484
k24 k107 -0.000581 0.001491
k24 k108 -0.000587 0.001504
k24 k109 -0.000568 0.001478
k24 k110 -0.000560 0.001499
k24 k111 -0.000584 0.001497
k24 k112 -0.000585 0.001497
k24 k113 -0.000585 0.001497
k24 k114 -0.000585 0.001497
k24 k115 -0.000587 0.001502
k24 k116 -0.000588 0.001497
k24 k117 -0.000586 0.001497
k24 k118 -0.000577 0.001481
k24 k119 -0.000573 0.001475
k24 k120 -0.000585 0.001497
k24 k121 -0.000585 0.001497
k24 k122 -0.000585 0.001497
k24 k123 -0.000585 0.001497
k24 k124 -0.000584 0.001497
k24 k125 -0.000585 0.001497
k24 k126 -0.000585 0.001497
k24 k127 -0.000585 0.001497
k24 k128 -0.000585 0.001497
k24 k129 -0.000584 0.001497
k24 k130 -0.000582 0.001497
k24 k131 -0.000585 0.001497
k24 k132 -0.000585 0.001497
k24 k133 -0.000585 0.001497
k24 k134 -0.000585 0.001497
k24 k135 -0.000585 0.001497
k24 k136 -0.000585 0.001497
k24 k137 -0.000585 0.001497
k24 k138 -0.000582 0.001498
k24 k139 -0.000592 0.001509
k24 k140 -0.000593 0.001507
k24 k141 -0.000585 0.001497
k24 k142 -0.000585 0.001497
k24 k143 -0.000585 0.001497
k24 k144 -0.000585 0.001497
k24 k145 -0.000585 0.001497
k24 k146 -0.000585 0.001497
k24 k147 -0.000585 0.001497
k24 k148 -0.000585 0.001497
k24 k149 -0.000585 0.001497
k24 k150 -0.000584 0.001498
k24 k151 -0.000585 0.001497
k24 k152 -0.000585 0.001497
k24 k153 -0.000585 0.001497
k24 k154 -0.000585 0.001497
k24 k155 -0.000585 0.001497
k24 k156 -0.000585 0.001497
k24 k157 -0.000585 0.001497
k24 k158 -0.000585 0.001497
k24 k159 -0.000585 0.001498
k24 k160 -0.000582 0.001494
k24 k161 -0.000587 0.001497
k24 k162 -0.000585 0.001497
k24 k163 -0.000585 0.001497
k24 k164 -0.000585 0.001497
k24 k165 -0.000582 0.001497
k24 k166 -0.000585 0.001497
k24 k167 -0.000585 0.001497
k24 k168 -0.000585 0.001497
k24 k169 -0.000586 0.001497
k24 k170 -0.000585 0.001497
k24 k171 -0.000586 0.001496
k24 k172 -0.000585 0.001497
k24 k173 -0.000586 0.001497
k24 k174 -0.000584 0.001497
k24 k175 -0.000585 0.001497
k24 k176 -0.000585 0.001497
k24 k177 -0.000585 0.001497
k24 k178 -0.000588 0.001501
k24 k179 -0.000582 0.001491
k24 k180 -0.000585 0.001497
k24 k181 -0.000623 0.001599
k24 k182 -0.000585 0.001497
k24 k183 -0.000585 0.001497
k24 k184 -0.000586 0.001497
k24 k185 -0.000585 0.001498
k24 k186 -0.000585 0.001497
k24 k187 -0.000585 0.001497
k24 k188 -0.000585 0.001497
k24 k189 -0.000584 0.001497
k24 k190 -0.000586 0.001498
k24 k191 -0.000587 0.001502
k24 k192 -0.000583 0.001483
k24 k193 -0.000572 0.001471
k24 k194 -0.000585 0.001497
k24 k195 -0.000585 0.001497
k24 k196 -0.000585 0.001497
k24 k197 -0.000585 0.001497
k24 k198 -0.000585 0.001497
k24 k199 -0.000585 0.001497
k24 k200 -0.000584 0.001497
k24 k201 -0.000585 0.001497
k24 k202 -0.000585 0.001497
k24 k203 -0.000630 0.001614
k24 k204 -0.000585 0.001496
k24 k205 -0.000585 0.001497
k24 k206 -0.000585 0.001498
k24 k207 -0.000583 0.001494
k24 k208 -0.000585 0.001499
k24 k209 -0.000585 0.001497
k24 k210 -0.000586 0.001497
k24 k211 -0.000584 0.001498
k24 k212 -0.000588 0.001505
k24 k213 -0.000581 0.001482
k24 k214 -0.000586 0.001499
k24 k215 -0.000588 0.001497
k24 k216 -0.000585 0.001497
k24 k217 -0.000585 0.001497
k24 k218 -0.000585 0.001497
k24 k219 -0.000585 0.001497
k24 k220 -0.000585 0.001497
k24 k221 -0.000585 0.001497
k24 k222 -0.000585 0.001497
k24 k223 -0.000581 0.001487
k24 k224 -0.000585 0.001498
k24 k225 -0.000585 0.001498
k24 k226 -0.000588 0.001497
k24 k227 -0.000588 0.001497
k24 k228 -0.000585 0.001498
k24 k229 -0.000585 0.001497
k24 k230 -0.000585 0.001497
k24 k231 -0.000585 0.001497
k24 k232 -0.000585 0.001497
k24 k233 -0.000584 0.001497
k24 k234 -0.000583 0.001494
k24 k235 -0.000585 0.001497
k24 k236 -0.000585 0.001497
k24 k237 -0.000585 0.001497
k24 k238 -0.000585 0.001497
k24 k239 -0.000585 0.001497
k24 k240 -0.000585 0.001497
k24 k241 -0.000585 0.001497
k24 k242 -0.000585 0.001497
k24 k243 -0.000585 0.001497
k24 k244 -0.000584 0.001497
k24 k245 -0.000584 0.001496
k24 k246 -0.000585 0.001497
k24 k247 -0.000585 0.001497
k24 k248 -0.000588 0.001497
k24 k249 -0.000585 0.001497
k24 k250 -0.000585 0.001497
k24 k251 -0.000585 0.001497
k24 k252 -0.000585 0.001497
k24 k253 -0.000585 0.001497
k24 k254 -0.000585 0.001497
k24 k255 -0.000585 0.001498
k24 k256 -0.000585 0.001497
k24 k257 -0.000588 0.001497
k24 k258 -0.000585 0.001497
k24 k259 -0.000585 0.001497
k24 k260 -0.000585 0.001497
k24 k261 -0.000585 0.001497
k24 k262 -0.000585 0.001497
k24 k263 -0.000585 0.001497
k24 k264 -0.000585 0.001497
k24 k265 -0.000581 0.001490
k24 k266 -0.000585 0.001497
k24 k267 -0.000585 0.001497
k24 k268 -0.000585 0.001497
k24 k269 -0.000585 0.001497
k24 k270 -0.000585 0.001497
k24 k271 -0.000585 0.001497
k24 k272 -0.000585 0.001497
k24 k273 -0.000584 0.001497
k24 k274 -0.000585 0.001497
k24 k275 -0.000588 0.001496
k24 k276 -0.000594 0.001517
k24 k277 -0.000585 0.001498
k24 k278 -0.000585 0.001497
k24 k279 -0.000585 0.001497
k24 k280 -0.000585 0.001497
k24 k281 -0.000588 0.001497
k24 k282 -0.000585 0.001497
k24 k283 -0.000585 0.001497
k24 k284 -0.000585 0.001497
k24 k285 -0.000585 0.001497
k24 k286 -0.000587 0.001497
k24 k287 -0.000585 0.001497
k24 k288 -0.000589 0.001505
k24 k289 -0.000585 0.001497
k24 k290 -0.000590 0.001497
k24 k291 -0.000466 0.001275
k24 k292 -0.000588 0.001497
k24 k293 -0.000584 0.001498
k24 k294 -0.000585 0.001497
k24 k295 -0.000599 0.001496
k24 k296 -0.000586 0.001498
k24 k297 -0.000579 0.001481
k24 k298 -0.000339 0.001067
k24 k299 -0.000589 0.001498
k24 k300 -0.000585 0.001497
k24 k301 -0.000585 0.001497
k24 k302 -0.000584 0.001497
k24 k303 -0.000585 0.001497
k24 k304 -0.000585 0.001497
k24 k305 -0.000585 0.001497
k24 k306 -0.000585 0.001497
k24 k307 -0.000586 0.001497
k24 k308 -0.000585 0.001497
k24 k309 -0.000585 0.001497
k24 k310 -0.000585 0.001497
k24 k311 -0.000585 0.001497
k24 k312 -0.000585 0.001501
k24 k313 -0.000586 0.001497
k24 k314 -0.000586 0.001497
k24 k315 -0.000585 0.001497
k24 k316 -0.000585 0.001496
k24 k317 -0.000585 0.001497
k24 k318 -0.000577 0.001485
k24 k319 -0.000576 0.001498
k24 k320 -0.000583 0.001497
k24 k321 -0.000585 0.001497
k24 k322 -0.000585 0.001497
k24 k323 -0.000584 0.001497
k24 k324 -0.000585 0.001497
k24 k325 -0.000585 0.001497
k24 k326 -0.000585 0.001497
k24 k327 -0.000585 0.001497
k24 k328 -0.000585 0.001497
k24 k329 -0.000586 0.001497
k24 k330 -0.000585 0.001498
k24 k331 -0.000585 0.001497
k24 k332 -0.000586 0.001498
k24 k333 -0.000593 0.001505
k24 k334 -0.000585 0.001497
k24 k335 -0.000585 0.001497
k24 k336 -0.000587 0.001497
k24 k337 -0.000580 0.001499
k24 k338 -0.000585 0.001497
k24 k339 -0.000586 0.001496
k24 k340 -0.000586 0.001496
k24 k341 -0.000588 0.001497
k24 k342 -0.000586 0.001497
k24 k343 -0.000585 0.001497
k24 k344 -0.000585 0.001497
k24 k345 -0.000585 0.001497
k24 k346 -0.000585 0.001497
k24 k347 -0.000584 0.001497
k24 k348 -0.000584 0.001497
k24 k349 -0.000585 0.001497
k24 k350 -0.000585 0.001497
k24 k351 -0.000585 0.001497
k24 k352 -0.000584 0.001497
k24 k353 -0.000585 0.001497
k24 k354 -0.000586 0.001497
k24 k355 -0.000585 0.001497
k24 k356 -0.000586 0.001497
k24 k357 -0.000586 0.001497
k24 k358 -0.000585 0.001497
k24 k359 -0.000585 0.001497
k24 k360 -0.000584 0.001497
k24 k361 -0.000587 0.001498
k24 k362 -0.000585 0.001497
k24 k363 -0.000585 0.001497
k24 k364 -0.000585 0.001497
k24 k365 -0.000585 0.001497
k24 k366 -0.000585 0.001497
k24 k367 -0.000585 0.001497
k24 k368 -0.000585 0.001497
k24 k369 -0.000585 0.001497
k24 k370 -0.000585 0.001497
k24 k371 -0.000584 0.001497
k24 k372 -0.000585 0.001497
k24 k373 -0.000588 0.001497
k24 k374 -0.000585 0.001497
k24 k375 -0.000585 0.001497
k24 k376 -0.000585 0.001497
k24 k377 -0.000585 0.001497
k24 k378 -0.000585 0.001497
k24 k379 -0.000585 0.001497
k24 k380 -0.000585 0.001497
k24 k381 -0.000588 0.001497
k24 k382 -0.000585 0.001497
k24 k383 -0.000585 0.001497
k24 k384 -0.000585 0.001497
k24 k385 -0.000583 0.001497
k24 k386 -0.000585 0.001497
k24 k387 -0.000585 0.001497
k24 k388 -0.000585 0.001497
k24 k389 -0.000585 0.001497
k24 k390 -0.000585 0.001497
k24 k391 -0.000584 0.001497
k24 k392 -0.000585 0.001497
k24 k393 -0.000585 0.001497
k24 k394 -0.000585 0.001497
k24 k395 -0.000585 0.001497
k24 k396 -0.000587 0.001499
k24 k397 -0.000585 0.001497
k24 k398 -0.000584 0.001497
k24 k399 -0.000585 0.001497
k24 k400 -0.000585 0.001498
k24 k401 -0.000585 0.001497
k24 k402 -0.000585 0.001498
k24 k403 -0.000581 0.001498
k24 k404 -0.000584 0.001497
k24 k405 -0.000585 0.001497
k25 k26 0.001186 0.002618
k25 k27 0.001212 0.002626
k25 k28 0.001323 0.002679
k25 k29 0.001189 0.002632
k25 k30 0.001228 0.002666
k25 k31 0.001207 0.002683
k25 k32 0.001215 0.002625
k25 k33 0.001212 0.002626
k25 k34 0.001142 0.002718
k25 k35 0.001216 0.002632
k25 k36 0.001212 0.002626
k25 k37 0.001212 0.002626
k25 k38 0.001184 0.002713
k25 k39 0.001218 0.002617
k25 k40 0.001215 0.002627
k25 k41 0.001218 0.002634
k25 k42 0.001222 0.002625
k25 k43 0.001211 0.002625
k25 k44 0.001212 0.002626
k25 k45 0.001213 0.002626
k25 k46 0.001254 0.002647
k25 k47 0.001212 0.002626
k25 k48 0.001133 0.002603
k25 k49 0.001209 0.002635
k25 k50 0.001185 0.002617
k25 k51 0.001232 0.002627
k25 k52 0.001223 0.002620
k25 k53 0.001243 0.002619
k25 k54 0.001183 0.002649
k25 k55 0.001150 0.002601
k25 k56 0.001184 0.002623
k25 k57 0.001171 0.002597
k25 k58 0.001228 0.002635
k25 k59 0.001212 0.002626
k25 k60 0.001212 0.002626
k25 k61 0.001224 0.002629
k25 k62 0.001212 0.002626
k25 k63 0.001205 0.002627
k25 k64 0.001213 0.002626
k25 k65 0.001212 0.002626
k25 k66 0.001213 0.002626
k25 k67 0.001234 0.002630
k25 k68 0.001207 0.002620
k25 k69 0.001195 0.002641
k25 k70 0.001202 0.002626
k25 k71 0.001209 0.002624
k25 k72 0.001212 0.002625
k25 k73 0.001205 0.002625
k25 k74 0.001212 0.002626
k25 k75 0.001215 0.002623
k25 k76 0.001212 0.002626
k25 k77 0.001212 0.002626
k25 k78 0.001212 0.002626
k25 k79 0.001209 0.002624
k25 k80 0.001216 0.002627
k25 k81 0.001216 0.002623
k25 k82 0.001196 0.002624
k25 k83 0.001210 0.002625
k25 k84 0.001213 0.002626
k25 k85 0.001212 0.002626
k25 k86 0.001216 0.002621
k25 k87 0.001213 0.002626
k25 k88 0.001212 0.002626
k25 k89 0.001212 0.002626
k25 k90 0.001212 0.002626
k25 k91 0.001213 0.002626
k25 k92 0.001212 0.002626
k25 k93 0.001212 0.002626
k25 k94 0.001212 0.002626
k25 k95 0.001212 0.002626
k25 k96 0.001212 0.002626
k25 k97 0.001212 0.002626
k25 k98 0.001212 0.002626
k25 k99 0.001212 0.002626
k25 k100 0.001212 0.002626
k25 k101 0.001214 0.002626
k25 k102 0.001212 0.002626
k25 k103 0.001212 0.002626
k25 k104 0.001364 0.002583
k25 k105 0.001152 0.002635
k25 k106 0.001329 0.002687
k25 k107 0.001120 0.002644
k25 k108 0.001171 0.002651
k25 k109 0.001208 0.002617
k25 k110 0.001025 0.002613
k25 k111 0.001212 0.002626
k25 k112 0.001212 0.002626
k25 k113 0.001212 0.002626
k25 k114 0.001212 0.002626
k25 k115 0.001209 0.002628
k25 k116 0.001213 0.002626
k25 k117 0.001214 0.002627
k25 k118 0.001222 0.002617
k25 k119 0.001238 0.002608
k25 k120 0.001212 0.002626
k25 k121 0.001213 0.002626
k25 k122 0.001212 0.002626
k25 k123 0.001212 0.002626
k25 k124 0.001212 0.002626
k25 k125 0.001212 0.002626
k25 k126 0.001212 0.002626
k25 k127 0.001212 0.002626
k25 k128 0.001213 0.002626
k25 k129 0.001221 0.002624
k25 k130 0.001213 0.002626
k25 k131 0.001212 0.002626
k25 k132 0.001212 0.002626
k25 k133 0.001212 0.002626
k25 k134 0.001212 0.002626
k25 k135 0.001212 0.002626
k25 k136 0.001211 0.002626
k25 k137 0.001212 0.002626
k25 k138 0.001203 0.002625
k25 k139 0.001211 0.002633
k25 k140 0.001191 0.002629
k25 k141 0.001212 0.002626
k25 k142 0.001213 0.002626
k25 k143 0.001212 0.002626
k25 k144 0.001212 0.002626
k25 k145 0.001212 0.002626
k25 k146 0.001212 0.002626
k25 k147 0.001213 0.002626
k25 k148 0.001214 0.002626
k25 k149 0.001212 0.002626
k25 k150 0.001211 0.002627
k25 k151 0.001213 0.002626
k25 k152 0.001212 0.002626
k25 k153 0.001212 0.002626
k25 k154 0.001212 0.002626
k25 k155 0.001212 0.002626
k25 k156 0.001212 0.002626
k25 k157 0.001215 0.002624
k25 k158 0.001212 0.002625
k25 k159 0.001210 0.002626
k25 k160 0.001207 0.002624
k25 k161 0.001191 0.002621
k25 k162 0.001215 0.002626
k25 k163 0.001218 0.002630
k25 k164 0.001212 0.002626
k25 k165 0.001212 0.002626
k25 k166 0.001213 0.002626
k25 k167 0.001213 0.002626
k25 k168 0.001213 0.002626
k25 k169 0.001214 0.002626
k25 k170 0.001212 0.002626
k25 k171 0.001224 0.002622
k25 k172 0.001212 0.002626
k25 k173 0.001212 0.002626
k25 k174 0.001212 0.002626
k25 k175 0.001213 0.002626
k25 k176 0.001212 0.002626
k25 k177 0.001212 0.002626
k25 k178 0.001210 0.002627
k25 k179 0.001215 0.002622
k25 k180 0.001213 0.002626
k25 k181 0.001091 0.002692
k25 k182 0.001212 0.002626
k25 k183 0.001212 0.002626
k25 k184 0.001207 0.002625
k25 k185 0.001212 0.002626
k25 k186 0.001213 0.002626
k25 k187 0.001210 0.002625
k25 k188 0.001204 0.002628
k25 k189 0.001214 0.002625
k25 k190 0.001190 0.002630
k25 k191 0.001203 0.002630
k25 k192 0.001255 0.002605
k25 k193 0.001207 0.002619
k25 k194 0.001214 0.002625
k25 k195 0.001212 0.002626
k25 k196 0.001213 0.002626
k25 k197 0.001212 0.002626
k25 k198 0.001212 0.002626
k25 k199 0.001210 0.002627
k25 k200 0.001213 0.002626
k25 k201 0.001214 0.002626
k25 k202 0.001212 0.002626
k25 k203 0.001114 0.002680
k25 k204 0.001210 0.002626
k25 k205 0.001209 0.002626
k25 k206 0.001211 0.002626
k25 k207 0.001214 0.002624
k25 k208 0.001210 0.002626
k25 k209 0.001216 0.002625
k25 k210 0.001213 0.002626
k25 k211 0.001220 0.002628
k25 k212 0.001224 0.002628
k25 k213 0.001296 0.002628
k25 k214 0.001240 0.002617
k25 k215 0.001212 0.002626
k25 k216 0.001212 0.002626
k25 k217 0.001212 0.002626
k25 k218 0.001212 0.002626
k25 k219 0.001212 0.002626
k25 k220 0.001212 0.002626
k25 k221 0.001212 0.002626
k25 k222 0.001212 0.002626
k25 k223 0.001218 0.002621
k25 k224 0.001209 0.002626
k25 k225 0.001212 0.002626
k25 k226 0.001214 0.002626
k25 k227 0.001212 0.002626
k25 k228 0.001214 0.002626
k25 k229 0.001212 0.002626
k25 k230 0.001213 0.002626
k25 k231 0.001212 0.002626
k25 k232 0.001214 0.002626
k25 k233 0.001212 0.002626
k25 k234 0.001207 0.002625
k25 k235 0.001217 0.002625
k25 k236 0.001212 0.002626
k25 k237 0.001212 0.002626
k25 k238 0.001213 0.002626
k25 k239 0.001212 0.002626
k25 k240 0.001212 0.002626
k25 k241 0.001212 0.002626
k25 k242 0.001212 0.002626
k25 k243 0.001213 0.002626
k25 k244 0.001207 0.002625
k25 k245 0.001212 0.002626
k25 k246 0.001212 0.002626
k25 k247 0.001214 0.002626
k25 k248 0.001212 0.002626
k25 k249 0.001212 0.002626
k25 k250 0.001212 0.002626
k25 k251 0.001212 0.002626
k25 k252 0.001212 0.002626
k25 k253 0.001212 0.002626
k25 k254 0.001212 0.002626
k25 k255 0.001212 0.002626
k25 k256 0.001212 0.002626
k25 k257 0.001213 0.002626
k25 k258 0.001212 0.002626
k25 k259 0.001213 0.002626
k25 k260 0.001212 0.002626
k25 k261 0.001212 0.002626
k25 k262 0.001213 0.002626
k25 k263 0.001213 0.002626
k25 k264 0.001213 0.002626
k25 k265 0.001230 0.002613
k25 k266 0.001214 0.002627
k25 k267 0.001212 0.002626
k25 k268 0.001212 0.002626
k25 k269 0.001212 0.002626
